,average_male,0,1,average_female,female-male,tuple
75,7.919671,confident,shy,7.5665226,-0.35314846,"('confident', 'shy')"
6,7.0723915,liked,disliked,6.8376865,-0.23470497,"('liked', 'disliked')"
27,-6.83832,sincere,insincere,-6.641316,0.19700384,"('sincere', 'insincere')"
95,-5.7471914,rich,poor,-5.8450027,-0.09781122,"('rich', 'poor')"
40,-5.5501437,honorable,mean,-5.7333117,-0.18316793,"('honorable', 'mean')"
53,-5.3920746,smart,stupid,-5.3003755,0.09169912,"('smart', 'stupid')"
86,3.7215023,self-reliant,helpless,3.2806644,-0.44083786,"('self-reliant', 'helpless')"
13,-3.1476672,helpful,unhelpful,-2.937768,0.20989919,"('helpful', 'unhelpful')"
48,3.111231,reliable,unreliable,3.021583,-0.08964801,"('reliable', 'unreliable')"
37,2.5961387,good,evil,2.1273522,-0.46878648,"('good', 'evil')"
66,2.4898453,imaginative,unimaginative,2.6884558,0.19861054,"('imaginative', 'unimaginative')"
46,2.3696175,generous,stingy,2.3281336,-0.04148388,"('generous', 'stingy')"
50,2.2596807,unprejudiced,prejudiced,2.1401205,-0.11956024,"('unprejudiced', 'prejudiced')"
3,2.1848412,likable,unlikable,2.1763995,-0.008441687,"('likable', 'unlikable')"
58,-2.141978,able,clumsy,-1.7700994,0.37187862,"('able', 'clumsy')"
11,-2.1270018,caring,unaffectionate,-2.57906,-0.45205832,"('caring', 'unaffectionate')"
38,-2.0726945,kind,unkind,-1.8264155,0.246279,"('kind', 'unkind')"
36,-2.0688798,tolerant,intolerant,-1.7019236,0.36695623,"('tolerant', 'intolerant')"
28,-2.0609567,honest,dishonest,-2.0575652,0.0033915043,"('honest', 'dishonest')"
81,2.0540695,industrious,lazy,1.3727083,-0.6813612,"('industrious', 'lazy')"
32,-1.9972553,benevolent,hardhearted,-1.8136823,0.18357301,"('benevolent', 'hardhearted')"
88,1.9635684,impulsive,meek,1.7328368,-0.2307316,"('impulsive', 'meek')"
29,-1.9616542,honest,immoral,-2.1140814,-0.1524272,"('honest', 'immoral')"
49,-1.8804604,responsible,irresponsible,-1.8904178,-0.009957433,"('responsible', 'irresponsible')"
78,1.8337563,active,inactive,1.182848,-0.65090835,"('active', 'inactive')"
33,-1.7387488,softhearted,hardhearted,-1.8869674,-0.14821863,"('softhearted', 'hardhearted')"
64,-1.7240582,clever,incompetent,-1.3171283,0.40692985,"('clever', 'incompetent')"
56,1.7051188,intelligent,dumb,1.7032892,-0.0018296242,"('intelligent', 'dumb')"
34,-1.7050378,loyal,disloyal,-1.3427386,0.3622992,"('loyal', 'disloyal')"
35,1.7002225,fair,unfair,1.6570795,-0.043143034,"('fair', 'unfair')"
71,-1.5766797,efficient,inefficient,-1.6452527,-0.068573,"('efficient', 'inefficient')"
1,-1.5362911,friendly,unfriendly,-1.9290314,-0.39274025,"('friendly', 'unfriendly')"
100,-1.529505,influential,uninfluential,-1.1897273,0.3397777,"('influential', 'uninfluential')"
12,-1.5062128,sympathetic,unsympathetic,-1.1780759,0.32813692,"('sympathetic', 'unsympathetic')"
55,-1.4998533,intelligent,unintelligent,-1.5205723,-0.020719051,"('intelligent', 'unintelligent')"
61,1.4164573,rational,irrational,1.2971488,-0.11930847,"('rational', 'irrational')"
0,-1.3849685,sociable,unsociable,-0.77013177,0.61483675,"('sociable', 'unsociable')"
9,-1.3702476,sensitive,insensitive,-1.414046,-0.043798447,"('sensitive', 'insensitive')"
43,-1.3559799,genuine,fake,-1.1746866,0.18129337,"('genuine', 'fake')"
65,-1.2454711,practical,impractical,-1.0811574,0.16431367,"('practical', 'impractical')"
60,-1.1582692,educated,uneducated,-0.48481533,0.6734538,"('educated', 'uneducated')"
74,-1.1530311,insightful,unperceptive,-1.1730337,-0.020002604,"('insightful', 'unperceptive')"
72,-1.1287345,logical,illogical,-1.0311139,0.09762061,"('logical', 'illogical')"
10,-1.1249733,affectionate,unaffectionate,-1.3524582,-0.22748494,"('affectionate', 'unaffectionate')"
82,1.0484369,industrious,meek,0.4825222,-0.5659147,"('industrious', 'meek')"
90,1.0417024,motivated,unmotivated,0.71474636,-0.32695603,"('motivated', 'unmotivated')"
105,-1.0262161,conventional,modern,-1.15201,-0.12579381,"('conventional', 'modern')"
68,-1.0205929,clever,inept,-1.2417965,-0.22120357,"('clever', 'inept')"
44,-1.0062889,truthful,untruthful,-1.260658,-0.25436914,"('truthful', 'untruthful')"
110,1.0014998,narrow-minded,open-minded,1.2380823,0.23658252,"('narrow-minded', 'open-minded')"
103,0.9772254,traditional,modern,1.0580708,0.080845356,"('traditional', 'modern')"
83,-0.9696698,energetic,lethargic,-0.48553312,0.4841367,"('energetic', 'lethargic')"
2,-0.9590448,friendly,unfriendly,-0.37273103,0.5863138,"('friendly', 'unfriendly')"
102,-0.95229226,eminent,low,-1.0726929,-0.12040061,"('eminent', 'low')"
67,-0.9375861,discriminating,undiscriminating,-0.6166901,0.32089603,"('discriminating', 'undiscriminating')"
24,-0.92921966,thoughtful,rough,-0.82314277,0.106076896,"('thoughtful', 'rough')"
14,0.92637306,supportive,unsupportive,0.57482177,-0.3515513,"('supportive', 'unsupportive')"
77,0.85310376,active,inactive,0.92747885,0.07437509,"('active', 'inactive')"
25,-0.85191286,moral,immoral,-0.5876799,0.26423293,"('moral', 'immoral')"
47,-0.85053957,forgiving,unforgiving,-0.6225458,0.22799379,"('forgiving', 'unforgiving')"
87,-0.8370667,dedicated,undedicated,-0.76029307,0.07677364,"('dedicated', 'undedicated')"
73,-0.8124724,brilliant,incompetent,-0.87493086,-0.062458456,"('brilliant', 'incompetent')"
42,0.8097979,amicable,hostile,0.5364515,-0.27334636,"('amicable', 'hostile')"
41,0.7916494,incorrupt,corrupt,0.51031643,-0.28133297,"('incorrupt', 'corrupt')"
69,0.7903264,wise,foolish,0.5492585,-0.24106795,"('wise', 'foolish')"
15,-0.7764714,polite,impolite,-0.16667688,0.6097945,"('polite', 'impolite')"
62,-0.77264273,creative,uncreative,-1.1211958,-0.34855306,"('creative', 'uncreative')"
97,-0.7386311,superior,inferior,-0.5658096,0.17282152,"('superior', 'inferior')"
63,-0.7300072,capable,incapable,-0.9278507,-0.19784355,"('capable', 'incapable')"
107,0.6991998,conventional,modern,1.3031851,0.6039853,"('conventional', 'modern')"
70,0.6885873,wise,unwise,0.6512216,-0.037365735,"('wise', 'unwise')"
26,0.68539953,trustworthy,untrustworthy,0.95933646,0.27393693,"('trustworthy', 'untrustworthy')"
18,-0.6510632,social,asocial,-0.38456675,0.26649645,"('social', 'asocial')"
17,-0.5985949,social,antisocial,-0.046391934,0.55220294,"('social', 'antisocial')"
89,-0.5805377,daring,anxious,-0.2578464,0.3226913,"('daring', 'anxious')"
31,-0.5714121,altruistic,egoistic,-0.8854034,-0.3139913,"('altruistic', 'egoistic')"
23,0.5426158,hospitable,inhospitable,0.33559585,-0.20701993,"('hospitable', 'inhospitable')"
59,0.51228225,skillful,clumsy,0.40851894,-0.10376331,"('skillful', 'clumsy')"
21,0.51180816,nice,nasty,0.49691856,-0.014889598,"('nice', 'nasty')"
79,-0.5107278,determined,doubtful,-0.12385881,0.386869,"('determined', 'doubtful')"
19,-0.51020706,funny,boring,-0.58535975,-0.075152695,"('funny', 'boring')"
7,0.44560683,outgoing,distant,-0.27103406,-0.7166409,"('outgoing', 'distant')"
16,-0.43502882,social,antisocial,0.14150102,0.57652986,"('social', 'antisocial')"
101,-0.40874243,successful,unsuccessful,-0.538494,-0.12975156,"('successful', 'unsuccessful')"
92,0.3670073,unwavering,wavering,0.0742355,-0.2927718,"('unwavering', 'wavering')"
54,0.3595819,smart,stupid,-0.06385735,-0.42343923,"('smart', 'stupid')"
30,-0.34944746,honest,dishonest,-0.48522222,-0.13577476,"('honest', 'dishonest')"
106,-0.34005624,conventional,unconventional,-0.048477307,0.29157895,"('conventional', 'unconventional')"
57,-0.33789676,able,unable,-0.66929233,-0.33139557,"('able', 'unable')"
45,-0.33135432,cooperative,exploitative,-0.20442836,0.12692596,"('cooperative', 'exploitative')"
22,0.3264921,welcoming,disagreeable,0.22193775,-0.104554355,"('welcoming', 'disagreeable')"
5,0.32263285,pleasant,repellent,0.32448128,0.0018484294,"('pleasant', 'repellent')"
96,-0.2968206,powerful,powerless,0.00889428,0.3057149,"('powerful', 'powerless')"
8,0.2967683,open,distant,-0.5622126,-0.8589809,"('open', 'distant')"
99,0.27426368,prestigious,insignificant,-0.38616258,-0.66042626,"('prestigious', 'insignificant')"
51,-0.25593048,competent,incompetent,-0.02044642,0.23548406,"('competent', 'incompetent')"
20,0.24154028,popular,unpopular,0.15116477,-0.09037551,"('popular', 'unpopular')"
93,-0.2356932,dominating,dominated,0.31507158,0.5507648,"('dominating', 'dominated')"
52,-0.23038775,competitive,uncompetitive,0.15481082,0.38519856,"('competitive', 'uncompetitive')"
104,-0.21444735,conventional,unconventional,-0.0752317,0.13921565,"('conventional', 'unconventional')"
91,0.21294616,resilient,nonresilient,-0.12461294,-0.3375591,"('resilient', 'nonresilient')"
85,-0.21223372,ambitious,unambitious,-0.20630085,0.0059328675,"('ambitious', 'unambitious')"
39,-0.13294518,right,wrong,-0.17462671,-0.041681528,"('right', 'wrong')"
109,0.117996186,conservative,liberal,0.5069708,0.38897464,"('conservative', 'liberal')"
108,0.117996186,conservative,liberal,0.5069708,0.38897464,"('conservative', 'liberal')"
98,0.08704448,prestigious,insignificant,-0.19492185,-0.28196633,"('prestigious', 'insignificant')"
94,-0.05526176,aggressive,submissive,0.42985874,0.4851205,"('aggressive', 'submissive')"
80,-0.05208759,independent,dependent,0.042192303,0.09427989,"('independent', 'dependent')"
84,0.045502514,self-confident,diffident,-0.4266392,-0.4721417,"('self-confident', 'diffident')"
4,-0.04406497,likable,unlikable,-0.4181682,-0.37410322,"('likable', 'unlikable')"
76,-0.027340174,secure,insecure,0.30502683,0.332367,"('secure', 'insecure')"
