,average_male,0,1,average_female,female-male,tuple
27,-7.544881,sincere,insincere,-7.6396885,-0.094807625,"('sincere', 'insincere')"
75,6.722048,confident,shy,6.8627763,0.14072847,"('confident', 'shy')"
6,6.203495,liked,disliked,6.8478785,0.64438343,"('liked', 'disliked')"
95,-6.0475826,rich,poor,-6.3994856,-0.35190296,"('rich', 'poor')"
40,-5.64633,honorable,mean,-6.154012,-0.5076823,"('honorable', 'mean')"
13,-4.9041877,helpful,unhelpful,-4.644369,0.25981855,"('helpful', 'unhelpful')"
53,-4.794631,smart,stupid,-5.512212,-0.7175808,"('smart', 'stupid')"
86,3.9521604,self-reliant,helpless,3.8977964,-0.054363966,"('self-reliant', 'helpless')"
37,3.6679351,good,evil,3.9951038,0.3271687,"('good', 'evil')"
38,-3.3873975,kind,unkind,-2.8855457,0.5018518,"('kind', 'unkind')"
46,3.272712,generous,stingy,3.0909133,-0.1817987,"('generous', 'stingy')"
81,3.1219783,industrious,lazy,3.5478153,0.42583704,"('industrious', 'lazy')"
65,-3.0372925,practical,impractical,-3.0923378,-0.055045366,"('practical', 'impractical')"
34,-2.9712734,loyal,disloyal,-2.7846963,0.18657708,"('loyal', 'disloyal')"
7,2.8325052,outgoing,distant,2.6955855,-0.13691974,"('outgoing', 'distant')"
8,2.8317811,open,distant,2.523437,-0.30834413,"('open', 'distant')"
58,-2.7840476,able,clumsy,-2.7747765,0.009271145,"('able', 'clumsy')"
48,2.6480627,reliable,unreliable,2.3623095,-0.28575325,"('reliable', 'unreliable')"
12,-2.3797014,sympathetic,unsympathetic,-2.4702525,-0.09055114,"('sympathetic', 'unsympathetic')"
49,-2.3595295,responsible,irresponsible,-2.7583342,-0.39880466,"('responsible', 'irresponsible')"
50,2.3222842,unprejudiced,prejudiced,2.0430439,-0.27924037,"('unprejudiced', 'prejudiced')"
64,-2.283856,clever,incompetent,-2.635417,-0.35156107,"('clever', 'incompetent')"
71,-2.2630994,efficient,inefficient,-2.9527283,-0.68962884,"('efficient', 'inefficient')"
44,-2.262165,truthful,untruthful,-1.9163373,0.34582782,"('truthful', 'untruthful')"
78,2.2355413,active,inactive,1.7927855,-0.44275582,"('active', 'inactive')"
41,2.2151103,incorrupt,corrupt,2.4211526,0.20604229,"('incorrupt', 'corrupt')"
66,2.082291,imaginative,unimaginative,2.2352078,0.15291691,"('imaginative', 'unimaginative')"
11,-2.0694814,caring,unaffectionate,-2.0465586,0.022922754,"('caring', 'unaffectionate')"
29,-1.9671606,honest,immoral,-2.22625,-0.25908935,"('honest', 'immoral')"
28,-1.9453313,honest,dishonest,-2.3855577,-0.44022632,"('honest', 'dishonest')"
82,1.8833475,industrious,meek,2.3052464,0.42189884,"('industrious', 'meek')"
73,-1.8735638,brilliant,incompetent,-2.5807228,-0.70715904,"('brilliant', 'incompetent')"
60,-1.8023374,educated,uneducated,-1.7442588,0.058078647,"('educated', 'uneducated')"
100,-1.7984297,influential,uninfluential,-1.8731387,-0.07470894,"('influential', 'uninfluential')"
61,1.7456378,rational,irrational,2.1989875,0.4533497,"('rational', 'irrational')"
107,-1.7347958,conventional,modern,-1.7487547,-0.013958931,"('conventional', 'modern')"
0,-1.6931021,sociable,unsociable,-1.6545873,0.038514853,"('sociable', 'unsociable')"
9,-1.641794,sensitive,insensitive,-1.9065064,-0.26471245,"('sensitive', 'insensitive')"
