,schering_male,schering_female,tuple,plough_male,plough_female,average_male,average_female,female-male
75,3.4856858,3.375832,"('confident', 'shy')",1.597364,1.3607256,2.541524887084961,2.368278980255127,-0.17324590682983398
21,1.8015434,1.5238711,"('nice', 'nasty')",0.15247944,0.14973834,0.9770113825798035,0.8368046879768372,-0.1402066946029663
99,-1.7407191,-1.6236099,"('prestigious', 'insignificant')",-0.66168284,-0.43914935,-1.2012009620666504,-1.0313795804977417,0.1698213815689087
71,1.7192861,1.1861436,"('efficient', 'inefficient')",1.0894775,0.65510607,1.4043817520141602,0.920624852180481,-0.4837568998336792
6,1.6448684,1.9228029,"('liked', 'disliked')",-0.91252244,-0.8095666,0.3661729693412781,0.5566181540489197,0.1904451847076416
14,1.6334484,1.6756603,"('supportive', 'unsupportive')",0.016050547,-0.17137343,0.8247494697570801,0.752143383026123,-0.07260608673095703
15,1.6074612,1.6650386,"('polite', 'impolite')",0.6424008,0.6728844,1.12493097782135,1.168961524963379,0.04403054714202881
95,-1.5555553,-1.526887,"('rich', 'poor')",0.016685426,-0.19451731,-0.769434928894043,-0.8607021570205688,-0.09126722812652588
94,1.5362728,1.2504406,"('aggressive', 'submissive')",1.7328131,1.4458005,1.6345429420471191,1.3481205701828003,-0.28642237186431885
2,1.5283847,1.3361899,"('friendly', 'unfriendly')",1.5368284,1.7098014,1.532606601715088,1.5229957103729248,-0.009610891342163086
52,1.5113255,1.5136567,"('competitive', 'uncompetitive')",0.68696415,0.67110485,1.0991448163986206,1.0923807621002197,-0.006764054298400879
66,1.4740598,1.5030918,"('imaginative', 'unimaginative')",-0.24730901,-0.056125045,0.6133754253387451,0.7234833836555481,0.11010795831680298
5,1.4123737,1.3389232,"('pleasant', 'repellent')",1.5718,1.1469631,1.4920868873596191,1.2429431676864624,-0.24914371967315674
98,-1.3628155,-1.3007252,"('prestigious', 'insignificant')",-0.48100612,-0.29018074,-0.92191082239151,-0.7954529523849487,0.12645787000656128
12,1.340195,1.2499189,"('sympathetic', 'unsympathetic')",0.34143376,0.4681368,0.8408143520355225,0.8590278625488281,0.018213510513305664
78,1.3369691,1.179821,"('active', 'inactive')",-0.16230297,-0.4541448,0.587333083152771,0.36283808946609497,-0.22449499368667603
