,sandisk_male,sandisk_female,tuple,average_male,average_female,female-male
75,4.891861,4.58183,"('confident', 'shy')",4.8918609619140625,4.581830024719238,-0.3100309371948242
6,3.3102994,3.613745,"('liked', 'disliked')",3.3102993965148926,3.6137449741363525,0.30344557762145996
27,-2.6353035,-2.7859476,"('sincere', 'insincere')",-2.635303497314453,-2.785947561264038,-0.15064406394958496
40,-2.5608075,-2.6163964,"('honorable', 'mean')",-2.560807466506958,-2.616396427154541,-0.05558896064758301
95,-2.3268418,-2.5002615,"('rich', 'poor')",-2.3268418312072754,-2.5002615451812744,-0.17341971397399902
53,-1.7697682,-1.9145579,"('smart', 'stupid')",-1.769768238067627,-1.914557933807373,-0.1447896957397461
109,1.7610432,1.4253621,"('conservative', 'liberal')",1.7610431909561157,1.4253621101379395,-0.33568108081817627
108,1.7610432,1.4253621,"('conservative', 'liberal')",1.7610431909561157,1.4253621101379395,-0.33568108081817627
78,1.6422449,1.5434976,"('active', 'inactive')",1.6422449350357056,1.5434975624084473,-0.0987473726272583
86,1.6321001,1.6347781,"('self-reliant', 'helpless')",1.6321001052856445,1.6347781419754028,0.0026780366897583008
66,1.630887,1.7520155,"('imaginative', 'unimaginative')",1.6308870315551758,1.752015471458435,0.12112843990325928
15,1.535208,1.3752195,"('polite', 'impolite')",1.535207986831665,1.375219464302063,-0.15998852252960205
31,-1.5278819,-1.2151119,"('altruistic', 'egoistic')",-1.5278818607330322,-1.2151118516921997,0.3127700090408325
105,-1.4702355,-1.385367,"('conventional', 'modern')",-1.4702354669570923,-1.3853670358657837,0.0848684310913086
32,-1.4568346,-1.1774566,"('benevolent', 'hardhearted')",-1.4568345546722412,-1.1774566173553467,0.27937793731689453
3,1.4412582,1.401712,"('likable', 'unlikable')",1.441258192062378,1.4017119407653809,-0.03954625129699707
1,-1.4133966,-0.97268283,"('friendly', 'unfriendly')",-1.4133965969085693,-0.9726828336715698,0.4407137632369995
76,1.3957527,1.0079442,"('secure', 'insecure')",1.3957526683807373,1.0079442262649536,-0.3878084421157837
94,1.3680013,1.047687,"('aggressive', 'submissive')",1.3680013418197632,1.04768705368042,-0.32031428813934326
2,1.3249953,1.0110819,"('friendly', 'unfriendly')",1.3249952793121338,1.0110819339752197,-0.31391334533691406
11,-1.3177724,-1.0748866,"('caring', 'unaffectionate')",-1.317772388458252,-1.0748865604400635,0.24288582801818848
25,1.312906,1.0187775,"('moral', 'immoral')",1.31290602684021,1.0187774896621704,-0.29412853717803955
14,1.2842852,1.2991717,"('supportive', 'unsupportive')",1.2842851877212524,1.2991716861724854,0.01488649845123291
90,1.2765443,1.0323694,"('motivated', 'unmotivated')",1.2765443325042725,1.0323693752288818,-0.24417495727539062
10,-1.2298048,-0.75960755,"('affectionate', 'unaffectionate')",-1.2298047542572021,-0.7596075534820557,0.4701972007751465
48,1.2227232,1.067055,"('reliable', 'unreliable')",1.2227232456207275,1.0670549869537354,-0.1556682586669922
39,-1.1897594,-0.9431379,"('right', 'wrong')",-1.189759373664856,-0.9431378841400146,0.2466214895248413
16,1.1830556,0.9803592,"('social', 'antisocial')",1.1830556392669678,0.9803591966629028,-0.20269644260406494
104,-1.177092,-0.94359,"('conventional', 'unconventional')",-1.1770919561386108,-0.943589985370636,0.23350197076797485
50,1.175987,1.0924597,"('unprejudiced', 'prejudiced')",1.1759870052337646,1.0924596786499023,-0.0835273265838623
99,-1.1677581,-0.7794472,"('prestigious', 'insignificant')",-1.1677581071853638,-0.7794471979141235,0.38831090927124023
34,-1.1635113,-1.0248512,"('loyal', 'disloyal')",-1.1635112762451172,-1.0248512029647827,0.13866007328033447
52,1.1017188,0.84571373,"('competitive', 'uncompetitive')",1.101718783378601,0.84571373462677,-0.25600504875183105
0,1.0582484,0.9850024,"('sociable', 'unsociable')",1.0582484006881714,0.9850023984909058,-0.07324600219726562
71,1.0202984,0.48337215,"('efficient', 'inefficient')",1.0202983617782593,0.48337215185165405,-0.5369262099266052
80,0.99559176,0.73450595,"('independent', 'dependent')",0.9955917596817017,0.7345059514045715,-0.2610858082771301
101,0.9921389,0.90826404,"('successful', 'unsuccessful')",0.9921389222145081,0.9082640409469604,-0.08387488126754761
84,-0.9791032,-0.6965554,"('self-confident', 'diffident')",-0.9791032075881958,-0.6965553760528564,0.28254783153533936
107,0.93025327,0.93217766,"('conventional', 'modern')",0.930253267288208,0.9321776628494263,0.0019243955612182617
51,0.8787805,0.69423246,"('competent', 'incompetent')",0.8787804841995239,0.6942324638366699,-0.184548020362854
103,0.8640456,0.72896206,"('traditional', 'modern')",0.8640456199645996,0.7289620637893677,-0.13508355617523193
93,0.85938966,0.7404127,"('dominating', 'dominated')",0.8593896627426147,0.740412712097168,-0.11897695064544678
19,-0.83067834,-0.56493145,"('funny', 'boring')",-0.8306783437728882,-0.5649314522743225,0.2657468914985657
37,0.81888765,1.0651085,"('good', 'evil')",0.8188876509666443,1.0651085376739502,0.2462208867073059
8,-0.79513043,-0.54804575,"('open', 'distant')",-0.7951304316520691,-0.5480457544326782,0.24708467721939087
54,0.79477775,0.49954814,"('smart', 'stupid')",0.7947777509689331,0.49954813718795776,-0.29522961378097534
62,-0.7850814,-0.58133626,"('creative', 'uncreative')",-0.7850813865661621,-0.581336259841919,0.20374512672424316
41,-0.7835592,-0.42920494,"('incorrupt', 'corrupt')",-0.7835592031478882,-0.42920494079589844,0.35435426235198975
56,0.77770686,0.73282576,"('intelligent', 'dumb')",0.7777068614959717,0.732825756072998,-0.04488110542297363
58,-0.7689415,-0.8935435,"('able', 'clumsy')",-0.7689415216445923,-0.8935434818267822,-0.12460196018218994
63,-0.76079965,-0.6270638,"('capable', 'incapable')",-0.7607996463775635,-0.6270638108253479,0.13373583555221558
9,0.71236086,0.48943216,"('sensitive', 'insensitive')",0.7123608589172363,0.489432156085968,-0.2229287028312683
28,-0.7104386,-0.7873973,"('honest', 'dishonest')",-0.71043860912323,-0.7873973250389099,-0.07695871591567993
73,0.7050334,0.26182324,"('brilliant', 'incompetent')",0.7050334215164185,0.26182323694229126,-0.4432101845741272
26,0.6995486,0.56573474,"('trustworthy', 'untrustworthy')",0.699548602104187,0.5657347440719604,-0.13381385803222656
46,0.6919483,0.93563414,"('generous', 'stingy')",0.6919482946395874,0.9356341361999512,0.24368584156036377
60,0.6834544,0.6261204,"('educated', 'uneducated')",0.6834543943405151,0.626120388507843,-0.05733400583267212
29,-0.6716391,-0.9106325,"('honest', 'immoral')",-0.671639084815979,-0.9106324911117554,-0.23899340629577637
12,0.66640913,0.33414802,"('sympathetic', 'unsympathetic')",0.6664091348648071,0.33414801955223083,-0.3322611153125763
85,0.5952521,0.5292935,"('ambitious', 'unambitious')",0.5952520966529846,0.5292934775352478,-0.06595861911773682
45,-0.5870777,-0.82193255,"('cooperative', 'exploitative')",-0.5870776772499084,-0.8219325542449951,-0.23485487699508667
49,0.53535193,0.18701929,"('responsible', 'irresponsible')",0.5353519320487976,0.18701928853988647,-0.34833264350891113
74,0.53401953,0.35849,"('insightful', 'unperceptive')",0.5340195298194885,0.358489990234375,-0.17552953958511353
64,0.5219033,0.16156143,"('clever', 'incompetent')",0.5219032764434814,0.16156142950057983,-0.3603418469429016
33,-0.50340843,-0.32458848,"('softhearted', 'hardhearted')",-0.5034084320068359,-0.32458847761154175,0.1788199543952942
44,-0.5028002,-0.46066839,"('truthful', 'untruthful')",-0.5028002262115479,-0.4606683850288391,0.04213184118270874
42,-0.50052893,-0.039613843,"('amicable', 'hostile')",-0.5005289316177368,-0.03961384296417236,0.46091508865356445
5,0.46082753,0.36140686,"('pleasant', 'repellent')",0.4608275294303894,0.3614068627357483,-0.09942066669464111
68,-0.4534458,-0.5625005,"('clever', 'inept')",-0.45344579219818115,-0.5625004768371582,-0.10905468463897705
92,-0.44567323,-0.22830713,"('unwavering', 'wavering')",-0.44567322731018066,-0.22830712795257568,0.21736609935760498
106,-0.43788078,-0.35132638,"('conventional', 'unconventional')",-0.4378807842731476,-0.3513263761997223,0.08655440807342529
72,0.43040037,0.3595611,"('logical', 'illogical')",0.43040037155151367,0.35956108570098877,-0.0708392858505249
70,0.41656834,0.608048,"('wise', 'unwise')",0.4165683388710022,0.6080480217933655,0.19147968292236328
21,0.40617228,0.5832468,"('nice', 'nasty')",0.4061722755432129,0.5832468271255493,0.17707455158233643
91,0.39772892,0.5182814,"('resilient', 'nonresilient')",0.39772891998291016,0.5182814002037048,0.12055248022079468
36,-0.39433318,-0.6385563,"('tolerant', 'intolerant')",-0.3943331837654114,-0.6385563015937805,-0.24422311782836914
35,0.39206162,0.41835445,"('fair', 'unfair')",0.39206162095069885,0.41835445165634155,0.0262928307056427
110,-0.38672793,-0.37892544,"('narrow-minded', 'open-minded')",-0.3867279291152954,-0.3789254426956177,0.007802486419677734
13,-0.3800936,-0.5542116,"('helpful', 'unhelpful')",-0.38009360432624817,-0.5542116165161133,-0.1741180121898651
24,-0.3797253,-0.5587957,"('thoughtful', 'rough')",-0.37972530722618103,-0.558795690536499,-0.179070383310318
98,-0.3743153,-0.19596042,"('prestigious', 'insignificant')",-0.3743152916431427,-0.1959604173898697,0.178354874253273
83,0.37098315,0.20758738,"('energetic', 'lethargic')",0.37098315358161926,0.2075873762369156,-0.16339577734470367
89,0.3565748,0.029540539,"('daring', 'anxious')",0.35657480359077454,0.029540538787841797,-0.32703426480293274
96,-0.34846687,-0.46281534,"('powerful', 'powerless')",-0.3484668731689453,-0.4628153443336487,-0.11434847116470337
18,-0.34369847,-0.30936697,"('social', 'asocial')",-0.3436984717845917,-0.30936697125434875,0.03433150053024292
30,0.33542454,0.24891914,"('honest', 'dishonest')",0.335424542427063,0.24891914427280426,-0.08650539815425873
17,0.31752375,0.53296876,"('social', 'antisocial')",0.3175237476825714,0.5329687595367432,0.21544501185417175
82,-0.28822488,0.0738149,"('industrious', 'meek')",-0.28822487592697144,0.07381489872932434,0.3620397746562958
59,0.28787172,0.46318045,"('skillful', 'clumsy')",0.28787171840667725,0.46318045258522034,0.1753087341785431
65,-0.2649572,-0.56408983,"('practical', 'impractical')",-0.2649571895599365,-0.564089834690094,-0.29913264513015747
23,0.26024878,0.3180796,"('hospitable', 'inhospitable')",0.2602487802505493,0.3180795907974243,0.057830810546875
61,-0.25015968,0.10777226,"('rational', 'irrational')",-0.25015968084335327,0.10777226090431213,0.3579319417476654
77,0.2381536,0.42669332,"('active', 'inactive')",0.2381536066532135,0.426693320274353,0.18853971362113953
55,0.17402214,0.059228063,"('intelligent', 'unintelligent')",0.1740221381187439,0.05922806262969971,-0.11479407548904419
7,-0.16244519,0.048915535,"('outgoing', 'distant')",-0.16244518756866455,0.04891553521156311,0.21136072278022766
100,-0.15468746,0.046640456,"('influential', 'uninfluential')",-0.15468746423721313,0.04664045572280884,0.20132791996002197
67,0.14775,0.05460997,"('discriminating', 'undiscriminating')",0.14775000512599945,0.05460996925830841,-0.09314003586769104
97,-0.14557222,-0.21908325,"('superior', 'inferior')",-0.1455722153186798,-0.2190832495689392,-0.0735110342502594
20,0.12411091,0.36414734,"('popular', 'unpopular')",0.12411090731620789,0.3641473352909088,0.24003642797470093
57,-0.11347845,-0.2637013,"('able', 'unable')",-0.11347845196723938,-0.26370128989219666,-0.15022283792495728
69,-0.085188866,-0.10289806,"('wise', 'foolish')",-0.0851888656616211,-0.10289806127548218,-0.017709195613861084
38,0.08171883,0.16583446,"('kind', 'unkind')",0.08171883225440979,0.1658344566822052,0.08411562442779541
102,0.07799193,0.0036367178,"('eminent', 'low')",0.07799193263053894,0.0036367177963256836,-0.07435521483421326
81,0.06683409,0.29933202,"('industrious', 'lazy')",0.06683409214019775,0.29933202266693115,0.2324979305267334
88,0.06318502,0.35007608,"('impulsive', 'meek')",0.06318502128124237,0.3500760793685913,0.28689105808734894
43,-0.051069975,-0.13377261,"('genuine', 'fake')",-0.05106997489929199,-0.133772611618042,-0.08270263671875
47,0.030977234,0.06106408,"('forgiving', 'unforgiving')",0.03097723424434662,0.06106407940387726,0.03008684515953064
79,0.027675718,-0.13591918,"('determined', 'doubtful')",0.027675718069076538,-0.13591918349266052,-0.16359490156173706
4,-0.022787765,-0.08701958,"('likable', 'unlikable')",-0.02278776466846466,-0.08701957762241364,-0.06423181295394897
87,0.020204525,-0.13873518,"('dedicated', 'undedicated')",0.02020452544093132,-0.13873517513275146,-0.15893970057368279
22,0.013177857,0.1392089,"('welcoming', 'disagreeable')",0.013177856802940369,0.13920889794826508,0.1260310411453247
