,average_male,0,1,average_female,female-male,tuple
27,-4.21967,sincere,insincere,-4.550682,-0.33101225,"('sincere', 'insincere')"
6,3.7741237,liked,disliked,4.1647816,0.3906579,"('liked', 'disliked')"
75,3.4290543,confident,shy,3.970381,0.54132676,"('confident', 'shy')"
40,-3.089342,honorable,mean,-3.5664568,-0.47711468,"('honorable', 'mean')"
53,-2.6609638,smart,stupid,-2.7054105,-0.044446707,"('smart', 'stupid')"
95,-2.456882,rich,poor,-2.785607,-0.3287251,"('rich', 'poor')"
55,-2.4493346,intelligent,unintelligent,-2.43468,0.014654636,"('intelligent', 'unintelligent')"
13,-2.2675223,helpful,unhelpful,-2.3027694,-0.035247087,"('helpful', 'unhelpful')"
25,-2.2135882,moral,immoral,-1.9356894,0.2778988,"('moral', 'immoral')"
71,-2.1751878,efficient,inefficient,-2.4717917,-0.29660392,"('efficient', 'inefficient')"
77,2.1405637,active,inactive,2.2850766,0.14451289,"('active', 'inactive')"
38,-2.0971322,kind,unkind,-1.8454671,0.25166512,"('kind', 'unkind')"
86,2.0619957,self-reliant,helpless,2.1449513,0.0829556,"('self-reliant', 'helpless')"
28,-2.0560906,honest,dishonest,-2.1768887,-0.12079811,"('honest', 'dishonest')"
36,-1.9175625,tolerant,intolerant,-1.5741458,0.3434167,"('tolerant', 'intolerant')"
88,1.9124622,impulsive,meek,2.0734346,0.16097236,"('impulsive', 'meek')"
37,1.7980297,good,evil,1.7594413,-0.038588405,"('good', 'evil')"
32,-1.7951603,benevolent,hardhearted,-1.2229614,0.57219887,"('benevolent', 'hardhearted')"
48,1.7781832,reliable,unreliable,2.0179653,0.2397821,"('reliable', 'unreliable')"
11,-1.7597924,caring,unaffectionate,-1.9843855,-0.22459304,"('caring', 'unaffectionate')"
47,-1.7069974,forgiving,unforgiving,-1.527919,0.17907834,"('forgiving', 'unforgiving')"
12,-1.6837623,sympathetic,unsympathetic,-1.9191922,-0.23542988,"('sympathetic', 'unsympathetic')"
78,1.6663709,active,inactive,1.2676325,-0.39873838,"('active', 'inactive')"
64,-1.6203284,clever,incompetent,-1.6574035,-0.037075043,"('clever', 'incompetent')"
1,-1.5973822,friendly,unfriendly,-1.4128457,0.18453646,"('friendly', 'unfriendly')"
84,-1.5242605,self-confident,diffident,-1.2980833,0.22617722,"('self-confident', 'diffident')"
2,-1.5089941,friendly,unfriendly,-1.4573333,0.051660776,"('friendly', 'unfriendly')"
41,1.4997813,incorrupt,corrupt,1.5265168,0.026735544,"('incorrupt', 'corrupt')"
92,1.4284964,unwavering,wavering,1.4341866,0.005690217,"('unwavering', 'wavering')"
97,-1.3837106,superior,inferior,-1.244833,0.13887763,"('superior', 'inferior')"
82,1.3190258,industrious,meek,1.4303136,0.11128783,"('industrious', 'meek')"
66,1.3189406,imaginative,unimaginative,1.5786343,0.25969362,"('imaginative', 'unimaginative')"
29,-1.3166122,honest,immoral,-1.6649754,-0.34836316,"('honest', 'immoral')"
34,-1.3039948,loyal,disloyal,-0.83617973,0.46781504,"('loyal', 'disloyal')"
9,-1.2821417,sensitive,insensitive,-1.5984015,-0.31625986,"('sensitive', 'insensitive')"
81,1.2550552,industrious,lazy,1.2756124,0.020557165,"('industrious', 'lazy')"
50,1.2210562,unprejudiced,prejudiced,1.227469,0.0064127445,"('unprejudiced', 'prejudiced')"
51,-1.2091843,competent,incompetent,-1.1956396,0.013544679,"('competent', 'incompetent')"
45,-1.206084,cooperative,exploitative,-1.1739001,0.032183886,"('cooperative', 'exploitative')"
65,-1.2036314,practical,impractical,-1.1828868,0.020744562,"('practical', 'impractical')"
70,1.1869211,wise,unwise,1.2973042,0.110383034,"('wise', 'unwise')"
73,-1.1648213,brilliant,incompetent,-1.3264606,-0.16163933,"('brilliant', 'incompetent')"
42,1.1566039,amicable,hostile,1.4034588,0.2468549,"('amicable', 'hostile')"
56,1.1172652,intelligent,dumb,1.4868586,0.36959338,"('intelligent', 'dumb')"
44,-1.0798429,truthful,untruthful,-0.98240757,0.097435355,"('truthful', 'untruthful')"
58,-1.065959,able,clumsy,-0.67879313,0.38716584,"('able', 'clumsy')"
49,-1.0657008,responsible,irresponsible,-1.01376,0.0519408,"('responsible', 'irresponsible')"
15,-1.0596436,polite,impolite,-0.7777361,0.2819075,"('polite', 'impolite')"
18,-1.0540489,social,asocial,-0.767132,0.2869169,"('social', 'asocial')"
30,-1.038276,honest,dishonest,-1.0544977,-0.016221762,"('honest', 'dishonest')"
72,-1.0288768,logical,illogical,-0.6421388,0.386738,"('logical', 'illogical')"
100,-1.0060399,influential,uninfluential,-0.6027508,0.40328908,"('influential', 'uninfluential')"
0,-1.0001347,sociable,unsociable,-0.6122177,0.38791698,"('sociable', 'unsociable')"
4,-0.98730576,likable,unlikable,-0.6542184,0.33308738,"('likable', 'unlikable')"
59,0.9581232,skillful,clumsy,1.2384038,0.2802806,"('skillful', 'clumsy')"
5,0.9462034,pleasant,repellent,0.7607975,-0.18540591,"('pleasant', 'repellent')"
98,0.9429169,prestigious,insignificant,1.1276839,0.18476695,"('prestigious', 'insignificant')"
76,-0.919376,secure,insecure,-0.8296938,0.08968222,"('secure', 'insecure')"
96,-0.9066739,powerful,powerless,-0.4282926,0.4783813,"('powerful', 'powerless')"
33,-0.90036815,softhearted,hardhearted,-1.3829993,-0.48263115,"('softhearted', 'hardhearted')"
57,-0.8950374,able,unable,-0.8611257,0.033911705,"('able', 'unable')"
24,-0.8867827,thoughtful,rough,-0.8809335,0.0058491826,"('thoughtful', 'rough')"
7,0.8574656,outgoing,distant,0.76210076,-0.09536487,"('outgoing', 'distant')"
8,0.84484947,open,distant,0.7228426,-0.12200689,"('open', 'distant')"
104,-0.84443724,conventional,unconventional,-0.71032846,0.13410878,"('conventional', 'unconventional')"
109,-0.8363998,conservative,liberal,-0.630877,0.20552278,"('conservative', 'liberal')"
108,-0.8363998,conservative,liberal,-0.630877,0.20552278,"('conservative', 'liberal')"
16,-0.8352381,social,antisocial,-0.48276168,0.35247642,"('social', 'antisocial')"
26,-0.80961895,trustworthy,untrustworthy,-0.51234514,0.2972738,"('trustworthy', 'untrustworthy')"
43,-0.73873156,genuine,fake,-0.8556814,-0.11694986,"('genuine', 'fake')"
20,0.7313195,popular,unpopular,0.87186617,0.14054668,"('popular', 'unpopular')"
39,-0.7193143,right,wrong,-0.4631011,0.2562132,"('right', 'wrong')"
101,-0.7140583,successful,unsuccessful,-0.35926235,0.35479593,"('successful', 'unsuccessful')"
80,0.70748484,independent,dependent,0.7580376,0.050552785,"('independent', 'dependent')"
17,-0.6987104,social,antisocial,-0.44780767,0.2509027,"('social', 'antisocial')"
10,-0.6962384,affectionate,unaffectionate,-0.5634299,0.1328085,"('affectionate', 'unaffectionate')"
52,-0.66242325,competitive,uncompetitive,-0.7099028,-0.04747957,"('competitive', 'uncompetitive')"
23,0.64557207,hospitable,inhospitable,0.605254,-0.04031807,"('hospitable', 'inhospitable')"
61,0.6369733,rational,irrational,1.1062481,0.46927482,"('rational', 'irrational')"
74,-0.6335516,insightful,unperceptive,-0.4816864,0.15186518,"('insightful', 'unperceptive')"
91,-0.6253562,resilient,nonresilient,-0.7075006,-0.08214438,"('resilient', 'nonresilient')"
106,-0.60020775,conventional,unconventional,-0.5047502,0.095457554,"('conventional', 'unconventional')"
19,-0.5930102,funny,boring,-0.4554593,0.13755089,"('funny', 'boring')"
107,0.5633451,conventional,modern,0.5027787,-0.060566366,"('conventional', 'modern')"
68,-0.54226834,clever,inept,-0.61373705,-0.07146871,"('clever', 'inept')"
67,-0.52320516,discriminating,undiscriminating,-0.2877398,0.23546535,"('discriminating', 'undiscriminating')"
79,-0.4986326,determined,doubtful,-0.14385635,0.35477626,"('determined', 'doubtful')"
69,0.49356407,wise,foolish,0.79664314,0.30307907,"('wise', 'foolish')"
14,-0.46876863,supportive,unsupportive,-0.51048386,-0.041715235,"('supportive', 'unsupportive')"
87,-0.4513582,dedicated,undedicated,-0.11405291,0.3373053,"('dedicated', 'undedicated')"
103,0.43502867,traditional,modern,0.38000622,-0.05502245,"('traditional', 'modern')"
102,-0.41615513,eminent,low,-0.15963304,0.2565221,"('eminent', 'low')"
94,-0.37856334,aggressive,submissive,-0.29987872,0.07868463,"('aggressive', 'submissive')"
35,0.34624946,fair,unfair,0.46389252,0.11764306,"('fair', 'unfair')"
105,-0.3460161,conventional,modern,-0.71148074,-0.36546463,"('conventional', 'modern')"
99,0.33998412,prestigious,insignificant,0.6487751,0.30879098,"('prestigious', 'insignificant')"
110,0.33921444,narrow-minded,open-minded,0.20327127,-0.13594317,"('narrow-minded', 'open-minded')"
46,0.29922968,generous,stingy,0.32987365,0.03064397,"('generous', 'stingy')"
31,0.24244866,altruistic,egoistic,0.43327367,0.19082502,"('altruistic', 'egoistic')"
3,0.23104739,likable,unlikable,0.30543768,0.07439029,"('likable', 'unlikable')"
62,0.19567133,creative,uncreative,0.3200616,0.12439026,"('creative', 'uncreative')"
90,0.16038276,motivated,unmotivated,0.0965807,-0.06380206,"('motivated', 'unmotivated')"
93,-0.15126246,dominating,dominated,0.077619314,0.22888178,"('dominating', 'dominated')"
85,-0.14194007,ambitious,unambitious,-0.09558363,0.04635644,"('ambitious', 'unambitious')"
60,0.124239996,educated,uneducated,0.4985425,0.3743025,"('educated', 'uneducated')"
21,-0.10956776,nice,nasty,-0.32403564,-0.21446788,"('nice', 'nasty')"
54,-0.10424876,smart,stupid,-0.06573301,0.038515754,"('smart', 'stupid')"
