,sherwin_male,sherwin_female,tuple,williams_male,williams_female,average_male,average_female,female-male
75,3.788913,3.6500137,"('confident', 'shy')",4.1085887,3.903675,3.9487509727478027,3.7768445014953613,-0.1719064712524414
6,3.7229924,4.303602,"('liked', 'disliked')",1.723784,1.2316495,2.723388195037842,2.7676258087158203,0.044237613677978516
27,-3.6816447,-4.425129,"('sincere', 'insincere')",-3.4063888,-2.9061642,-3.5440168380737305,-3.665646553039551,-0.12162971496582031
95,-3.5236773,-3.8662896,"('rich', 'poor')",-2.1173687,-1.7412806,-2.8205230236053467,-2.8037850856781006,0.016737937927246094
53,-2.7203996,-2.970961,"('smart', 'stupid')",-2.5421903,-1.9708402,-2.6312949657440186,-2.470900535583496,0.16039443016052246
40,-2.4084888,-2.8073583,"('honorable', 'mean')",-2.3182497,-2.2450638,-2.3633692264556885,-2.5262110233306885,-0.162841796875
66,1.843678,2.0917954,"('imaginative', 'unimaginative')",-0.57071984,-0.026400402,0.6364790797233582,1.0326975584030151,0.396218478679657
90,1.5317886,1.1045691,"('motivated', 'unmotivated')",0.25636858,-0.018670142,0.8940786123275757,0.5429494380950928,-0.3511291742324829
37,1.5139493,1.9832996,"('good', 'evil')",0.7516426,0.24987817,1.1327959299087524,1.116588830947876,-0.016207098960876465
48,1.3108087,1.0830222,"('reliable', 'unreliable')",1.3403299,1.036189,1.3255692720413208,1.059605598449707,-0.26596367359161377
33,-1.3027666,-1.2664145,"('softhearted', 'hardhearted')",-0.77752894,-0.77231205,-1.0401477813720703,-1.019363284111023,0.020784497261047363
86,1.2893322,1.5128615,"('self-reliant', 'helpless')",1.6096637,1.403933,1.449497938156128,1.4583972692489624,0.008899331092834473
50,1.1741054,1.3011395,"('unprejudiced', 'prejudiced')",1.8938192,1.6769075,1.5339622497558594,1.4890234470367432,-0.04493880271911621
13,-1.171492,-1.5984386,"('helpful', 'unhelpful')",-0.9866637,-0.38478115,-1.0790778398513794,-0.9916098713874817,0.0874679684638977
3,1.1644671,1.0278604,"('likable', 'unlikable')",1.8075523,1.7175268,1.4860097169876099,1.3726935386657715,-0.11331617832183838
14,1.1053336,0.8727188,"('supportive', 'unsupportive')",-0.09881581,-0.11226958,0.5032588839530945,0.3802246153354645,-0.12303426861763
