,metaphor_male,metaphor_female,tuple,average_male,average_female,female-male
0,0.15831356,0.17417341,"('unsociable', 'sociable')",0.1583136,0.1741734,0.0158598
1,1.0830247,1.0775021,"('unfriendly', 'friendly')",1.0830247,1.0775021,-0.0055226
2,0.5016153,0.60765517,"('unlikable', 'likable')",0.5016153,0.6076552,0.1060399
3,0.90362924,0.9733042,"('repellent', 'pleasant')",0.9036292,0.9733042,0.069675
4,-7.245355,-7.2257047,"('disliked', 'liked')",-7.2453551,-7.2257047,0.0196504
5,-0.31104216,-0.21414095,"('distant', 'outgoing')",-0.3110422,-0.214141,0.0969012
6,0.026312117,0.060748372,"('distant', 'open')",0.0263121,0.0607484,0.0344363
7,1.3204191,1.3671647,"('insensitive', 'sensitive')",1.3204191,1.3671647,0.0467456
8,1.1172328,1.0459652,"('unaffectionate', 'affectionate')",1.1172328,1.0459652,-0.0712676
9,1.2833154,1.3356363,"('unaffectionate', 'caring')",1.2833154,1.3356363,0.0523209
10,1.5407901,1.5029372,"('unsympathetic', 'sympathetic')",1.5407901,1.5029372,-0.0378529
11,1.9478301,1.9758122,"('unhelpful', 'helpful')",1.9478301,1.9758122,0.0279821
12,-0.9896166,-0.93215775,"('unsupportive', 'supportive')",-0.9896166,-0.9321578,0.0574588
13,0.2510041,0.24038896,"('impolite', 'polite')",0.2510041,0.240389,-0.0106151
14,0.23288536,0.24492958,"('antisocial', 'social')",0.2328854,0.2449296,0.0120442
15,0.12576145,0.14175409,"('boring', 'funny')",0.1257614,0.1417541,0.0159927
16,-0.55391973,-0.4085916,"('unpopular', 'popular')",-0.5539197,-0.4085916,0.1453281
17,0.12626964,0.13548481,"('nasty', 'nice')",0.1262696,0.1354848,0.0092152
18,-0.27523476,-0.2293472,"('disagreeable', 'welcoming')",-0.2752348,-0.2293472,0.0458876
19,-0.46819913,-0.3907739,"('inhospitable', 'hospitable')",-0.4681991,-0.3907739,0.0774252
20,0.8119719,0.6736541,"('rough', 'thoughtful')",0.8119719,0.6736541,-0.1383178
21,0.29145062,0.3643888,"('immoral', 'moral')",0.2914506,0.3643888,0.0729382
22,0.22006688,0.18869002,"('untrustworthy', 'trustworthy')",0.2200669,0.18869,-0.0313769
23,6.2851176,6.382214,"('insincere', 'sincere')",6.2851176,6.3822141,0.0970965
24,1.8621703,1.872282,"('dishonest', 'honest')",1.8621703,1.872282,0.0101117
25,0.28596538,0.24651064,"('egoistic', 'altruistic')",0.2859654,0.2465106,-0.0394548
26,0.18239842,0.08664092,"('hardhearted', 'benevolent')",0.1823984,0.0866409,-0.0957575
27,1.6977949,1.5328462,"('hardhearted', 'softhearted')",1.6977949,1.5328462,-0.1649487
28,0.84203875,0.8442786,"('disloyal', 'loyal')",0.8420388,0.8442786,0.0022398
29,-0.34249,-0.43913448,"('unfair', 'fair')",-0.34249,-0.4391345,-0.0966445
30,1.0897812,1.062942,"('intolerant', 'tolerant')",1.0897812,1.062942,-0.0268392
31,-1.2728494,-1.2630137,"('evil', 'good')",-1.2728494,-1.2630137,0.0098357
32,1.1605974,1.1362609,"('unkind', 'kind')",1.1605974,1.1362609,-0.0243365
33,-0.75547177,-0.6850288,"('wrong', 'right')",-0.7554718,-0.6850288,0.070443
34,4.33236,4.514921,"('mean', 'honorable')",4.3323598,4.5149212,0.1825614
35,-1.1121955,-1.2276801,"('corrupt', 'incorrupt')",-1.1121955,-1.2276801,-0.1154846
