,possibility_male,possibility_female,tuple,average_male,average_female,female-male
0,0.49472925,0.4076438,"('unsociable', 'sociable')",0.4947293,0.4076438,-0.0870855
1,1.4552135,1.514298,"('unfriendly', 'friendly')",1.4552135,1.514298,0.0590845
2,0.85950786,0.96105516,"('unlikable', 'likable')",0.8595079,0.9610552,0.1015473
3,1.3784097,1.4433404,"('repellent', 'pleasant')",1.3784097,1.4433404,0.0649307
4,-6.822097,-6.7966065,"('disliked', 'liked')",-6.8220968,-6.7966065,0.0254903
5,-0.1848129,-0.14004011,"('distant', 'outgoing')",-0.1848129,-0.1400401,0.0447728
6,0.05639794,0.12947169,"('distant', 'open')",0.0563979,0.1294717,0.0730738
7,1.9322308,1.9566597,"('insensitive', 'sensitive')",1.9322308,1.9566597,0.0244289
8,0.85525745,0.87405837,"('unaffectionate', 'affectionate')",0.8552575,0.8740584,0.0188009
9,1.356954,1.4388463,"('unaffectionate', 'caring')",1.356954,1.4388463,0.0818923
10,2.0128076,2.0267708,"('unsympathetic', 'sympathetic')",2.0128076,2.0267708,0.0139632
11,2.4398303,2.4546282,"('unhelpful', 'helpful')",2.4398303,2.4546282,0.0147979
12,-0.61219716,-0.54778403,"('unsupportive', 'supportive')",-0.6121972,-0.547784,0.0644132
13,0.6996084,0.65232664,"('impolite', 'polite')",0.6996084,0.6523266,-0.0472818
14,0.47326493,0.32963964,"('antisocial', 'social')",0.4732649,0.3296396,-0.1436253
15,0.15988126,0.23395152,"('boring', 'funny')",0.1598813,0.2339515,0.0740702
16,-0.45393366,-0.3515247,"('unpopular', 'popular')",-0.4539337,-0.3515247,0.102409
17,-0.23895323,-0.26122242,"('nasty', 'nice')",-0.2389532,-0.2612224,-0.0222692
18,-0.12426677,-0.17029172,"('disagreeable', 'welcoming')",-0.1242668,-0.1702917,-0.0460249
19,-0.3705764,-0.2974051,"('inhospitable', 'hospitable')",-0.3705764,-0.2974051,0.0731713
20,0.9934302,0.93988407,"('rough', 'thoughtful')",0.9934302,0.9398841,-0.0535461
21,0.79447794,0.8220167,"('immoral', 'moral')",0.7944779,0.8220167,0.0275388
22,0.39170516,0.31869587,"('untrustworthy', 'trustworthy')",0.3917052,0.3186959,-0.0730093
23,6.9396095,6.9533668,"('insincere', 'sincere')",6.9396095,6.9533668,0.0137573
24,2.6886568,2.712664,"('dishonest', 'honest')",2.6886568,2.7126639,0.0240071
25,0.33403927,0.31217834,"('egoistic', 'altruistic')",0.3340393,0.3121783,-0.021861
26,-0.13261782,-0.08611787,"('hardhearted', 'benevolent')",-0.1326178,-0.0861179,0.0464999
27,1.5647312,1.539822,"('hardhearted', 'softhearted')",1.5647312,1.539822,-0.0249092
28,1.4396309,1.4459128,"('disloyal', 'loyal')",1.4396309,1.4459128,0.0062819
29,-0.10667491,-0.207965,"('unfair', 'fair')",-0.1066749,-0.207965,-0.1012901
30,1.2618027,1.2016218,"('intolerant', 'tolerant')",1.2618027,1.2016218,-0.0601809
31,-1.6164538,-1.579387,"('evil', 'good')",-1.6164538,-1.5793869,0.0370669
32,1.671569,1.6372424,"('unkind', 'kind')",1.671569,1.6372424,-0.0343266
33,-0.53332275,-0.4909773,"('wrong', 'right')",-0.5333228,-0.4909773,0.0423455
34,4.516305,4.6488495,"('mean', 'honorable')",4.516305,4.6488495,0.1325445
35,-1.2568694,-1.3305343,"('corrupt', 'incorrupt')",-1.2568694,-1.3305343,-0.0736649
36,-1.4257145,-1.3885181,"('hostile', 'amicable')",-1.4257145,-1.3885181,0.0371964
37,1.157215,1.1462703,"('fake', 'genuine')",1.157215,1.1462703,-0.0109447
38,0.41537422,0.3607541,"('untruthful', 'truthful')",0.4153742,0.3607541,-0.0546201
39,0.21072868,0.21629569,"('exploitative', 'cooperative')",0.2107287,0.2162957,0.005567
40,-0.75619566,-0.78539985,"('stingy', 'generous')",-0.7561957,-0.7853999,-0.0292042
41,0.04261157,0.020846624,"('unforgiving', 'forgiving')",0.0426116,0.0208466,-0.021765
42,-1.0896581,-1.091678,"('unreliable', 'reliable')",-1.0896581,-1.091678,-0.0020199
43,1.8927232,1.869011,"('irresponsible', 'responsible')",1.8927232,1.869011,-0.0237122
44,-1.3397334,-1.4332275,"('prejudiced', 'unprejudiced')",-1.3397334,-1.4332275,-0.0934941
45,1.2229767,1.2528642,"('incompetent', 'competent')",1.2229767,1.2528642,0.0298875
46,0.34237567,0.37405708,"('uncompetitive', 'competitive')",0.3423757,0.3740571,0.0316814
47,5.6683946,5.803641,"('stupid', 'smart')",5.6683946,5.8036408,0.1352462
48,1.3604268,1.3837562,"('unintelligent', 'intelligent')",1.3604268,1.3837562,0.0233294
49,0.5668377,0.70718676,"('unable', 'able')",0.5668377,0.7071868,0.1403491
50,0.49526122,0.6113133,"('clumsy', 'skillful')",0.4952612,0.6113133,0.1160521
51,1.2493336,1.2641248,"('uneducated', 'educated')",1.2493336,1.2641248,0.0147912
52,-0.6203693,-0.522553,"('irrational', 'rational')",-0.6203693,-0.522553,0.0978163
53,0.7868163,0.8444584,"('uncreative', 'creative')",0.7868163,0.8444584,0.0576421
54,1.5000118,1.6598784,"('incapable', 'capable')",1.5000118,1.6598784,0.1598666
55,1.7536498,1.7208774,"('incompetent', 'clever')",1.7536498,1.7208774,-0.0327724
56,1.1272309,1.0710579,"('impractical', 'practical')",1.1272309,1.0710579,-0.056173
57,-1.7989603,-1.696142,"('unimaginative', 'imaginative')",-1.7989603,-1.696142,0.1028183
58,0.0031655934,0.054260448,"('undiscriminating', 'discriminating')",0.0031656,0.0542604,0.0510948
59,-0.0023253225,0.12618983,"('foolish', 'wise')",-0.0023253,0.1261898,0.1285151
60,1.4009695,1.3071915,"('inefficient', 'efficient')",1.4009695,1.3071915,-0.093778
61,0.84845066,0.823234,"('illogical', 'logical')",0.8484507,0.823234,-0.0252167
62,2.4293027,2.4176245,"('incompetent', 'brilliant')",2.4293027,2.4176245,-0.0116782
63,1.7684374,1.8311847,"('unperceptive', 'insightful')",1.7684374,1.8311847,0.0627473
64,-4.8950524,-4.9771757,"('shy', 'confident')",-4.8950524,-4.9771757,-0.0821233
65,1.5240576,1.4338155,"('insecure', 'secure')",1.5240576,1.4338155,-0.0902421
66,0.081953816,0.13121903,"('inactive', 'active')",0.0819538,0.131219,0.0492652
67,-0.85370696,-0.90979385,"('doubtful', 'determined')",-0.853707,-0.9097939,-0.0560869
68,0.043841153,0.057526764,"('dependent', 'independent')",0.0438412,0.0575268,0.0136856
69,-1.8473389,-1.852826,"('lazy', 'industrious')",-1.8473389,-1.852826,-0.0054871
70,2.358388,2.360458,"('lethargic', 'energetic')",2.3583879,2.3604579,0.00207
71,0.7020787,0.837633,"('diffident', 'self-confident')",0.7020787,0.837633,0.1355543
72,1.1636611,1.1871327,"('unambitious', 'ambitious')",1.1636611,1.1871327,0.0234716
73,-2.881465,-2.8076801,"('helpless', 'self-reliant')",-2.881465,-2.8076801,0.0737849
74,0.5790789,0.51670074,"('undedicated', 'dedicated')",0.5790789,0.5167007,-0.0623782
75,-0.8001372,-0.67128295,"('meek', 'impulsive')",-0.8001372,-0.6712829,0.1288543
76,1.5250978,1.5030893,"('anxious', 'daring')",1.5250978,1.5030893,-0.0220085
77,-0.66563135,-0.69433945,"('unmotivated', 'motivated')",-0.6656314,-0.6943395,-0.0287081
78,-0.048352256,-0.050461996,"('nonresilient', 'resilient')",-0.0483523,-0.050462,-0.0021097
79,-0.32130677,-0.22723682,"('wavering', 'unwavering')",-0.3213068,-0.2272368,0.09407
80,0.65180486,0.62327754,"('dominated', 'dominating')",0.6518049,0.6232775,-0.0285274
81,0.98588777,1.023589,"('submissive', 'aggressive')",0.9858878,1.023589,0.0377012
82,6.602294,6.869193,"('poor', 'rich')",6.602294,6.8691931,0.2668991
83,-0.11887694,-0.16458225,"('powerless', 'powerful')",-0.1188769,-0.1645823,-0.0457054
84,-0.006146487,0.087929256,"('inferior', 'superior')",-0.0061465,0.0879293,0.0940758
85,-1.6270719,-1.5387728,"('insignificant', 'prestigious')",-1.6270719,-1.5387728,0.0882991
86,1.1008555,1.1564729,"('uninfluential', 'influential')",1.1008555,1.1564729,0.0556174
87,0.48271817,0.67495215,"('unsuccessful', 'successful')",0.4827182,0.6749521,0.1922339
88,0.38781857,0.52058387,"('low', 'eminent')",0.3878186,0.5205839,0.1327653
