,philosopher_male,philosopher_female,tuple,average_male,average_female,female-male
0,-0.03601329,-0.03848894,"('unsociable', 'sociable')",-0.0360133,-0.0384889,-0.0024756
1,1.6041676,1.3466785,"('unfriendly', 'friendly')",1.6041676,1.3466785,-0.2574891
2,0.44077426,0.69783795,"('unlikable', 'likable')",0.4407743,0.6978379,0.2570636
3,0.970253,1.1912744,"('repellent', 'pleasant')",0.970253,1.1912744,0.2210214
4,-7.628855,-7.269948,"('disliked', 'liked')",-7.6288552,-7.269948,0.3589072
5,0.13786177,0.106807336,"('distant', 'outgoing')",0.1378618,0.1068073,-0.0310545
6,0.5770373,0.47370878,"('distant', 'open')",0.5770373,0.4737088,-0.1033285
7,0.6879215,0.84719163,"('insensitive', 'sensitive')",0.6879215,0.8471916,0.1592701
8,1.180114,0.9925078,"('unaffectionate', 'affectionate')",1.180114,0.9925078,-0.1876062
9,1.8667831,1.6908628,"('unaffectionate', 'caring')",1.8667831,1.6908628,-0.1759203
10,1.0251508,1.3370099,"('unsympathetic', 'sympathetic')",1.0251508,1.3370099,0.3118591
11,2.1324844,2.0769658,"('unhelpful', 'helpful')",2.1324844,2.0769658,-0.0555186
12,-1.711999,-1.5546612,"('unsupportive', 'supportive')",-1.7119991,-1.5546612,0.1573379
13,-0.073592976,0.1123966,"('impolite', 'polite')",-0.073593,0.1123966,0.1859896
14,-0.5739309,-0.49468026,"('antisocial', 'social')",-0.5739309,-0.4946803,0.0792506
15,0.50441766,0.3325671,"('boring', 'funny')",0.5044177,0.3325671,-0.1718506
16,-0.2819604,-0.19017284,"('unpopular', 'popular')",-0.2819604,-0.1901728,0.0917876
17,-0.16257994,-0.032427654,"('nasty', 'nice')",-0.1625799,-0.0324277,0.1301522
18,-0.74882174,-0.6906966,"('disagreeable', 'welcoming')",-0.7488217,-0.6906966,0.0581251
19,-0.2565933,-0.1813103,"('inhospitable', 'hospitable')",-0.2565933,-0.1813103,0.075283
20,0.87135017,0.68632793,"('rough', 'thoughtful')",0.8713502,0.6863279,-0.1850223
21,0.11664346,0.34362456,"('immoral', 'moral')",0.1166435,0.3436246,0.2269811
22,-0.5627747,-0.3739405,"('untrustworthy', 'trustworthy')",-0.5627747,-0.3739405,0.1888342
23,6.7680216,6.4975266,"('insincere', 'sincere')",6.7680216,6.4975266,-0.270495
24,1.8595337,1.8308042,"('dishonest', 'honest')",1.8595337,1.8308042,-0.0287295
25,0.4606719,0.24162725,"('egoistic', 'altruistic')",0.4606719,0.2416272,-0.2190447
26,0.10844906,-0.030947603,"('hardhearted', 'benevolent')",0.1084491,-0.0309476,-0.1393967
27,1.6223739,1.5276498,"('hardhearted', 'softhearted')",1.6223739,1.5276498,-0.0947241
28,1.4709959,1.336274,"('disloyal', 'loyal')",1.4709959,1.336274,-0.1347219
29,-0.34186065,-0.57089305,"('unfair', 'fair')",-0.3418607,-0.570893,-0.2290323
30,0.7876715,0.85226625,"('intolerant', 'tolerant')",0.7876715,0.8522663,0.0645948
31,-1.1869195,-1.292345,"('evil', 'good')",-1.1869195,-1.292345,-0.1054255
32,1.1406554,1.2750282,"('unkind', 'kind')",1.1406554,1.2750282,0.1343728
