,fee_male,fee_female,tuple,average_male,average_female,female-male
0,0.35958347,0.25928354,"('unsociable', 'sociable')",0.3595835,0.2592835,-0.1003
1,1.2377769,1.1632212,"('unfriendly', 'friendly')",1.2377769,1.1632212,-0.0745557
2,0.39153337,0.52558875,"('unlikable', 'likable')",0.3915334,0.5255888,0.1340554
3,0.92873704,0.9847869,"('repellent', 'pleasant')",0.928737,0.9847869,0.0560499
4,-7.0120254,-6.9091544,"('disliked', 'liked')",-7.0120254,-6.9091544,0.102871
5,-0.21569872,-0.030295298,"('distant', 'outgoing')",-0.2156987,-0.0302953,0.1854034
6,0.033086434,0.1866565,"('distant', 'open')",0.0330864,0.1866565,0.1535701
7,0.8453201,0.8554362,"('insensitive', 'sensitive')",0.8453201,0.8554362,0.0101161
8,0.9934571,0.9580617,"('unaffectionate', 'affectionate')",0.9934571,0.9580617,-0.0353954
9,1.9173532,1.9938661,"('unaffectionate', 'caring')",1.9173532,1.9938661,0.0765129
10,1.358626,1.3812575,"('unsympathetic', 'sympathetic')",1.358626,1.3812575,0.0226315
11,2.2216425,2.230331,"('unhelpful', 'helpful')",2.2216425,2.2303309,0.0086884
12,-1.3797208,-1.3169473,"('unsupportive', 'supportive')",-1.3797208,-1.3169473,0.0627735
13,0.54808134,0.49636853,"('impolite', 'polite')",0.5480813,0.4963685,-0.0517128
14,-0.1821047,-0.2670741,"('antisocial', 'social')",-0.1821047,-0.2670741,-0.0849694
15,0.67757225,0.6739239,"('boring', 'funny')",0.6775723,0.6739239,-0.0036484
16,0.039517455,0.048764925,"('unpopular', 'popular')",0.0395175,0.0487649,0.0092474
17,0.034175526,0.03777907,"('nasty', 'nice')",0.0341755,0.0377791,0.0036036
18,-0.64209497,-0.7920732,"('disagreeable', 'welcoming')",-0.642095,-0.7920732,-0.1499782
19,-0.39855003,-0.22183362,"('inhospitable', 'hospitable')",-0.39855,-0.2218336,0.1767164
20,0.66565305,0.5315946,"('rough', 'thoughtful')",0.665653,0.5315946,-0.1340584
21,0.22627422,0.3471172,"('immoral', 'moral')",0.2262742,0.3471172,0.120843
