,hare_male,hare_female,tuple,average_male,average_female,female-male
0,0.30544296,0.27463213,"('unsociable', 'sociable')",0.305443,0.2746321,-0.0308109
1,1.0953653,1.0384297,"('unfriendly', 'friendly')",1.0953653,1.0384297,-0.0569356
2,-0.20304741,-0.056171454,"('unlikable', 'likable')",-0.2030474,-0.0561715,0.1468759
3,0.592817,0.70255595,"('repellent', 'pleasant')",0.592817,0.702556,0.109739
4,-7.0995646,-7.2619996,"('disliked', 'liked')",-7.0995646,-7.2619996,-0.162435
5,-0.39573267,-0.44018018,"('distant', 'outgoing')",-0.3957327,-0.4401802,-0.0444475
6,0.13116737,-0.008289911,"('distant', 'open')",0.1311674,-0.0082899,-0.1394573
7,1.2469089,1.3132997,"('insensitive', 'sensitive')",1.2469089,1.3132997,0.0663908
8,1.151731,1.0903568,"('unaffectionate', 'affectionate')",1.151731,1.0903568,-0.0613742
9,1.3318253,1.3680521,"('unaffectionate', 'caring')",1.3318253,1.3680521,0.0362268
10,0.9413957,1.0557659,"('unsympathetic', 'sympathetic')",0.9413957,1.0557659,0.1143702
11,1.3572327,1.4367049,"('unhelpful', 'helpful')",1.3572327,1.4367049,0.0794722
12,-1.5441527,-1.5234737,"('unsupportive', 'supportive')",-1.5441527,-1.5234737,0.020679
13,-0.22333667,-0.053223953,"('impolite', 'polite')",-0.2233367,-0.053224,0.1701127
14,0.16429015,0.27391595,"('antisocial', 'social')",0.1642901,0.2739159,0.1096258
15,0.50168556,0.40239573,"('boring', 'funny')",0.5016856,0.4023957,-0.0992899
16,-0.78671694,-0.87451303,"('unpopular', 'popular')",-0.7867169,-0.874513,-0.0877961
17,0.1636956,0.21089397,"('nasty', 'nice')",0.1636956,0.210894,0.0471984
18,-0.42690444,-0.3899166,"('disagreeable', 'welcoming')",-0.4269044,-0.3899166,0.0369878
19,-0.5863737,-0.60503495,"('inhospitable', 'hospitable')",-0.5863737,-0.6050349,-0.0186612
20,0.59285927,0.45822844,"('rough', 'thoughtful')",0.5928593,0.4582284,-0.1346309
21,-0.32294306,-0.06671654,"('immoral', 'moral')",-0.3229431,-0.0667165,0.2562266
22,-0.32038215,-0.25427464,"('untrustworthy', 'trustworthy')",-0.3203821,-0.2542746,0.0661075
23,5.723307,5.8793817,"('insincere', 'sincere')",5.7233071,5.8793817,0.1560746
24,1.1341834,1.1965946,"('dishonest', 'honest')",1.1341834,1.1965946,0.0624112
25,0.72407484,0.71714455,"('egoistic', 'altruistic')",0.7240748,0.7171445,-0.0069303
26,1.2389531,1.1327442,"('hardhearted', 'benevolent')",1.2389531,1.1327442,-0.1062089
27,1.7310433,1.5205009,"('hardhearted', 'softhearted')",1.7310433,1.5205009,-0.2105424
28,1.2902768,1.1833843,"('disloyal', 'loyal')",1.2902768,1.1833843,-0.1068925
29,-0.24168558,-0.35586378,"('unfair', 'fair')",-0.2416856,-0.3558638,-0.1141782
30,0.68447214,0.8282302,"('intolerant', 'tolerant')",0.6844721,0.8282302,0.1437581
31,-1.0785545,-1.2307645,"('evil', 'good')",-1.0785545,-1.2307645,-0.15221
32,1.1394804,1.083496,"('unkind', 'kind')",1.1394804,1.083496,-0.0559844
33,-0.16060063,-0.23602286,"('wrong', 'right')",-0.1606006,-0.2360229,-0.0754223
34,4.1269145,4.3350983,"('mean', 'honorable')",4.1269145,4.3350983,0.2081838
35,-0.53127074,-0.8594857,"('corrupt', 'incorrupt')",-0.5312707,-0.8594857,-0.328215
