,roll_male,roll_female,tuple,average_male,average_female,female-male
0,0.52253866,0.36595204,"('unsociable', 'sociable')",0.5225387,0.365952,-0.1565867
1,1.1353964,1.0536433,"('unfriendly', 'friendly')",1.1353964,1.0536433,-0.0817531
2,0.61932456,0.8550521,"('unlikable', 'likable')",0.6193246,0.8550521,0.2357275
3,0.8960573,1.022476,"('repellent', 'pleasant')",0.8960573,1.022476,0.1264187
4,-6.7903266,-6.771266,"('disliked', 'liked')",-6.7903266,-6.771266,0.0190606
5,-0.5011535,-0.22771408,"('distant', 'outgoing')",-0.5011535,-0.2277141,0.2734394
6,-0.302489,-0.082567245,"('distant', 'open')",-0.302489,-0.0825672,0.2199218
7,0.84236676,0.7663369,"('insensitive', 'sensitive')",0.8423668,0.7663369,-0.0760299
8,0.8113028,0.7593608,"('unaffectionate', 'affectionate')",0.8113028,0.7593608,-0.051942
9,1.5212449,1.5095551,"('unaffectionate', 'caring')",1.5212449,1.5095551,-0.0116898
10,1.4802165,1.4756488,"('unsympathetic', 'sympathetic')",1.4802165,1.4756488,-0.0045677
11,2.4010103,2.311052,"('unhelpful', 'helpful')",2.4010103,2.3110521,-0.0899582
12,-1.421815,-1.3704429,"('unsupportive', 'supportive')",-1.421815,-1.3704429,0.0513721
13,0.7952121,0.7685827,"('impolite', 'polite')",0.7952121,0.7685827,-0.0266294
14,0.22876105,0.04473094,"('antisocial', 'social')",0.228761,0.0447309,-0.1840301
15,0.74663216,0.588505,"('boring', 'funny')",0.7466322,0.588505,-0.1581272
16,-0.064083695,-0.033393074,"('unpopular', 'popular')",-0.0640837,-0.0333931,0.0306906
17,-0.06534941,0.041288752,"('nasty', 'nice')",-0.0653494,0.0412888,0.1066382
18,-0.62872785,-0.6808406,"('disagreeable', 'welcoming')",-0.6287279,-0.6808406,-0.0521127
19,-0.60722214,-0.4188824,"('inhospitable', 'hospitable')",-0.6072221,-0.4188824,0.1883397
20,0.52211124,0.40533218,"('rough', 'thoughtful')",0.5221112,0.4053322,-0.116779
21,0.50043595,0.5758076,"('immoral', 'moral')",0.5004359,0.5758076,0.0753717
22,-0.015090834,0.06299226,"('untrustworthy', 'trustworthy')",-0.0150908,0.0629923,0.0780831
23,6.434064,6.3331475,"('insincere', 'sincere')",6.4340639,6.3331475,-0.1009164
24,1.8189541,1.8510576,"('dishonest', 'honest')",1.8189541,1.8510576,0.0321035
25,0.35325316,0.3041228,"('egoistic', 'altruistic')",0.3532532,0.3041228,-0.0491304
26,0.3580309,0.13441758,"('hardhearted', 'benevolent')",0.3580309,0.1344176,-0.2236133
27,1.0768414,0.96113336,"('hardhearted', 'softhearted')",1.0768414,0.9611334,-0.115708
28,1.0366497,0.9477163,"('disloyal', 'loyal')",1.0366497,0.9477163,-0.0889334
29,-0.739647,-0.75740117,"('unfair', 'fair')",-0.739647,-0.7574012,-0.0177542
30,1.1063964,0.98705757,"('intolerant', 'tolerant')",1.1063964,0.9870576,-0.1193388
31,-1.8671992,-1.6793644,"('evil', 'good')",-1.8671992,-1.6793644,0.1878348
32,1.5213163,1.4589585,"('unkind', 'kind')",1.5213163,1.4589585,-0.0623578
33,-0.59578085,-0.43943694,"('wrong', 'right')",-0.5957808,-0.4394369,0.1563439
34,4.5267096,4.6473765,"('mean', 'honorable')",4.5267096,4.6473765,0.1206669
35,-1.313328,-1.4144728,"('corrupt', 'incorrupt')",-1.313328,-1.4144728,-0.1011448
36,-1.1498713,-1.1808032,"('hostile', 'amicable')",-1.1498713,-1.1808032,-0.0309319
37,0.54010606,0.53267854,"('fake', 'genuine')",0.5401061,0.5326785,-0.0074276
38,0.13759384,0.11162284,"('untruthful', 'truthful')",0.1375938,0.1116228,-0.025971
39,0.14602154,0.14751679,"('exploitative', 'cooperative')",0.1460215,0.1475168,0.0014953
40,-1.737872,-1.7458477,"('stingy', 'generous')",-1.737872,-1.7458477,-0.0079757
41,0.02123585,-0.019521382,"('unforgiving', 'forgiving')",0.0212358,-0.0195214,-0.0407572
42,-1.7828928,-1.7734598,"('unreliable', 'reliable')",-1.7828928,-1.7734598,0.009433
43,1.4391851,1.3970848,"('irresponsible', 'responsible')",1.4391851,1.3970848,-0.0421003
44,-1.2715062,-1.3168015,"('prejudiced', 'unprejudiced')",-1.2715062,-1.3168015,-0.0452953
45,0.36292207,0.42993402,"('incompetent', 'competent')",0.3629221,0.429934,0.0670119
46,-0.2589473,-0.14374135,"('uncompetitive', 'competitive')",-0.2589473,-0.1437414,0.1152059
47,5.013119,5.2877994,"('stupid', 'smart')",5.0131192,5.2877994,0.2746802
48,1.0841576,0.8447056,"('unintelligent', 'intelligent')",1.0841576,0.8447056,-0.239452
49,0.1573214,0.29328752,"('unable', 'able')",0.1573214,0.2932875,0.1359661
50,-0.0005862713,0.058300577,"('clumsy', 'skillful')",-0.0005863,0.0583006,0.0588869
51,0.7190343,0.64810663,"('uneducated', 'educated')",0.7190343,0.6481066,-0.0709277
52,-0.7959024,-0.82873386,"('irrational', 'rational')",-0.7959024,-0.8287339,-0.0328315
53,0.053899676,0.056836184,"('uncreative', 'creative')",0.0538997,0.0568362,0.0029365
54,0.96823776,1.1760246,"('incapable', 'capable')",0.9682378,1.1760246,0.2077868
55,1.0974966,0.994173,"('incompetent', 'clever')",1.0974966,0.994173,-0.1033236
56,1.3269345,1.2360287,"('impractical', 'practical')",1.3269345,1.2360287,-0.0909058
57,-2.1726203,-2.1632996,"('unimaginative', 'imaginative')",-2.1726203,-2.1632996,0.0093207
58,-0.0772918,-0.10491454,"('undiscriminating', 'discriminating')",-0.0772918,-0.1049145,-0.0276227
59,-0.12708575,-0.024905354,"('foolish', 'wise')",-0.1270857,-0.0249054,0.1021803
60,1.1607996,1.1588299,"('inefficient', 'efficient')",1.1607996,1.1588299,-0.0019697
61,0.36809283,0.12867373,"('illogical', 'logical')",0.3680928,0.1286737,-0.2394191
62,1.6676245,1.7418816,"('incompetent', 'brilliant')",1.6676245,1.7418816,0.0742571
63,0.766871,0.9185615,"('unperceptive', 'insightful')",0.766871,0.9185615,0.1516905
64,-5.7148075,-5.509968,"('shy', 'confident')",-5.7148075,-5.5099678,0.2048397
65,0.8000711,0.9001252,"('insecure', 'secure')",0.8000711,0.9001252,0.1000541
66,-0.35097268,-0.24111351,"('inactive', 'active')",-0.3509727,-0.2411135,0.1098592
67,-0.60001695,-0.5544874,"('doubtful', 'determined')",-0.600017,-0.5544874,0.0455296
68,-0.3940633,-0.3515165,"('dependent', 'independent')",-0.3940633,-0.3515165,0.0425468
69,-2.070725,-1.9099485,"('lazy', 'industrious')",-2.070725,-1.9099485,0.1607765
70,1.5043944,1.5423075,"('lethargic', 'energetic')",1.5043944,1.5423075,0.0379131
71,0.2591394,0.43834555,"('diffident', 'self-confident')",0.2591394,0.4383456,0.1792062
72,0.9706771,1.0962156,"('unambitious', 'ambitious')",0.9706771,1.0962156,0.1255385
73,-2.83771,-2.8555486,"('helpless', 'self-reliant')",-2.8377099,-2.8555486,-0.0178387
74,0.10329309,-0.059815254,"('undedicated', 'dedicated')",0.1032931,-0.0598153,-0.1631084
75,-0.8251044,-0.5851194,"('meek', 'impulsive')",-0.8251044,-0.5851194,0.239985
76,0.938147,0.86010116,"('anxious', 'daring')",0.938147,0.8601012,-0.0780458
77,-0.86461574,-0.7974476,"('unmotivated', 'motivated')",-0.8646157,-0.7974476,0.0671681
78,-0.8093767,-0.678898,"('nonresilient', 'resilient')",-0.8093767,-0.678898,0.1304787
79,-0.46291408,-0.32974747,"('wavering', 'unwavering')",-0.4629141,-0.3297475,0.1331666
80,-0.060405143,-0.16560313,"('dominated', 'dominating')",-0.0604051,-0.1656031,-0.105198
81,0.69435775,0.63954264,"('submissive', 'aggressive')",0.6943578,0.6395426,-0.0548152
82,6.8924837,6.989165,"('poor', 'rich')",6.8924837,6.9891648,0.0966811
83,-0.471764,-0.41953364,"('powerless', 'powerful')",-0.471764,-0.4195336,0.0522304
84,-0.13043007,-0.08866544,"('inferior', 'superior')",-0.1304301,-0.0886654,0.0417647
85,-1.2690078,-1.4167414,"('insignificant', 'prestigious')",-1.2690078,-1.4167414,-0.1477336
86,0.58098346,0.64195824,"('uninfluential', 'influential')",0.5809835,0.6419582,0.0609747
87,0.11239751,0.15553886,"('unsuccessful', 'successful')",0.1123975,0.1555389,0.0431414
88,0.5614169,0.37905994,"('low', 'eminent')",0.5614169,0.3790599,-0.182357
