,nut_male,nut_female,tuple,average_male,average_female,female-male
0,-0.174203,-0.31025866,"('unsociable', 'sociable')",-0.174203,-0.3102587,-0.1360557
1,2.0447667,2.059208,"('unfriendly', 'friendly')",2.0447667,2.0592079,0.0144412
2,-0.07979986,-0.038498484,"('unlikable', 'likable')",-0.0797999,-0.0384985,0.0413014
3,0.31415156,0.3340114,"('repellent', 'pleasant')",0.3141516,0.3340114,0.0198598
4,-7.141051,-7.2341614,"('disliked', 'liked')",-7.1410508,-7.2341614,-0.0931106
5,0.113317594,0.18346174,"('distant', 'outgoing')",0.1133176,0.1834617,0.0701441
6,0.7281917,0.7417365,"('distant', 'open')",0.7281917,0.7417365,0.0135448
7,0.79891914,0.81709063,"('insensitive', 'sensitive')",0.7989191,0.8170906,0.0181715
8,1.5281435,1.5014548,"('unaffectionate', 'affectionate')",1.5281435,1.5014548,-0.0266887
9,1.9386277,1.9746234,"('unaffectionate', 'caring')",1.9386277,1.9746234,0.0359957
10,0.6510791,0.5903535,"('unsympathetic', 'sympathetic')",0.6510791,0.5903535,-0.0607256
11,1.5235926,1.510852,"('unhelpful', 'helpful')",1.5235926,1.510852,-0.0127406
12,-1.4986646,-1.5411665,"('unsupportive', 'supportive')",-1.4986646,-1.5411665,-0.0425019
13,-0.6450504,-0.7355907,"('impolite', 'polite')",-0.6450504,-0.7355907,-0.0905403
14,-0.3440183,-0.42220846,"('antisocial', 'social')",-0.3440183,-0.4222085,-0.0781902
15,0.4714504,0.38784438,"('boring', 'funny')",0.4714504,0.3878444,-0.083606
16,-0.021260329,0.04381782,"('unpopular', 'popular')",-0.0212603,0.0438178,0.0650781
17,-0.18098815,-0.14665323,"('nasty', 'nice')",-0.1809881,-0.1466532,0.0343349
18,-0.034697793,-0.09854488,"('disagreeable', 'welcoming')",-0.0346978,-0.0985449,-0.0638471
19,-0.20350368,-0.18382874,"('inhospitable', 'hospitable')",-0.2035037,-0.1838287,0.019675
20,0.9932975,0.9229211,"('rough', 'thoughtful')",0.9932975,0.9229211,-0.0703764
21,-0.5952105,-0.5975017,"('immoral', 'moral')",-0.5952105,-0.5975017,-0.0022912
22,-0.77010494,-0.848015,"('untrustworthy', 'trustworthy')",-0.7701049,-0.848015,-0.0779101
23,6.457779,6.4692883,"('insincere', 'sincere')",6.4577789,6.4692883,0.0115094
24,1.6057659,1.4588798,"('dishonest', 'honest')",1.6057659,1.4588798,-0.1468861
25,1.2909366,1.254393,"('egoistic', 'altruistic')",1.2909366,1.254393,-0.0365436
26,1.1640903,1.15464,"('hardhearted', 'benevolent')",1.1640903,1.15464,-0.0094503
27,2.0252488,1.9197503,"('hardhearted', 'softhearted')",2.0252488,1.9197503,-0.1054985
28,1.2185107,1.1821033,"('disloyal', 'loyal')",1.2185107,1.1821033,-0.0364074
29,-0.30488795,-0.41260558,"('unfair', 'fair')",-0.304888,-0.4126056,-0.1077176
30,0.69538563,0.6104386,"('intolerant', 'tolerant')",0.6953856,0.6104386,-0.084947
31,-0.92702085,-0.800654,"('evil', 'good')",-0.9270208,-0.800654,0.1263668
32,1.2294589,1.1553613,"('unkind', 'kind')",1.2294589,1.1553613,-0.0740976
33,-0.32425958,-0.35426652,"('wrong', 'right')",-0.3242596,-0.3542665,-0.0300069
34,5.0315847,5.1324735,"('mean', 'honorable')",5.0315847,5.1324735,0.1008888
35,-0.2995098,-0.43769225,"('corrupt', 'incorrupt')",-0.2995098,-0.4376923,-0.1381825
36,0.040535826,0.0040645394,"('hostile', 'amicable')",0.0405358,0.0040645,-0.0364713
37,1.0093915,0.97892207,"('fake', 'genuine')",1.0093915,0.9789221,-0.0304694
38,0.117330045,0.11003127,"('untruthful', 'truthful')",0.11733,0.1100313,-0.0072987
39,0.2783217,0.22633968,"('exploitative', 'cooperative')",0.2783217,0.2263397,-0.051982
40,-1.3562732,-1.4897856,"('stingy', 'generous')",-1.3562732,-1.4897856,-0.1335124
41,0.3821913,0.29982966,"('unforgiving', 'forgiving')",0.3821913,0.2998297,-0.0823616
42,-2.6025536,-2.7078955,"('unreliable', 'reliable')",-2.6025536,-2.7078955,-0.1053419
43,0.825535,0.7804411,"('irresponsible', 'responsible')",0.825535,0.7804411,-0.0450939
44,-1.1358335,-1.1519853,"('prejudiced', 'unprejudiced')",-1.1358335,-1.1519853,-0.0161518
45,-0.22534555,-0.27991605,"('incompetent', 'competent')",-0.2253456,-0.279916,-0.0545704
46,-1.2087203,-1.3010383,"('uncompetitive', 'competitive')",-1.2087203,-1.3010383,-0.092318
47,5.2358904,5.358435,"('stupid', 'smart')",5.2358904,5.3584352,0.1225448
48,0.5076073,0.43095425,"('unintelligent', 'intelligent')",0.5076073,0.4309542,-0.0766531
49,0.34443584,0.36320835,"('unable', 'able')",0.3444358,0.3632084,0.0187726
50,-0.25863418,-0.2628883,"('clumsy', 'skillful')",-0.2586342,-0.2628883,-0.0042541
51,0.3493786,0.22369939,"('uneducated', 'educated')",0.3493786,0.2236994,-0.1256792
52,-0.09020805,-0.12396638,"('irrational', 'rational')",-0.0902081,-0.1239664,-0.0337583
53,0.26626554,0.21232527,"('uncreative', 'creative')",0.2662655,0.2123253,-0.0539402
54,1.2502798,1.3072898,"('incapable', 'capable')",1.2502798,1.3072898,0.05701
55,0.24882953,0.2034651,"('incompetent', 'clever')",0.2488295,0.2034651,-0.0453644
56,-0.0060640313,-0.07810272,"('impractical', 'practical')",-0.006064,-0.0781027,-0.0720387
57,-2.998819,-3.001133,"('unimaginative', 'imaginative')",-2.9988191,-3.001133,-0.0023139
58,0.4080358,0.39516944,"('undiscriminating', 'discriminating')",0.4080358,0.3951694,-0.0128664
59,0.29409862,0.32790673,"('foolish', 'wise')",0.2940986,0.3279067,0.0338081
60,-0.059797943,-0.09761556,"('inefficient', 'efficient')",-0.0597979,-0.0976156,-0.0378177
61,0.46505702,0.28607777,"('illogical', 'logical')",0.465057,0.2860778,-0.1789792
62,0.070912875,0.0733841,"('incompetent', 'brilliant')",0.0709129,0.0733841,0.0024712
63,0.16316786,0.15546647,"('unperceptive', 'insightful')",0.1631679,0.1554665,-0.0077014
64,-7.0588717,-7.1264467,"('shy', 'confident')",-7.0588717,-7.1264467,-0.067575
65,-0.36578307,-0.4117401,"('insecure', 'secure')",-0.3657831,-0.4117401,-0.045957
66,-0.03896089,-0.018376164,"('inactive', 'active')",-0.0389609,-0.0183762,0.0205847
67,-0.5792419,-0.5267868,"('doubtful', 'determined')",-0.5792419,-0.5267868,0.0524551
68,-0.50367117,-0.57332337,"('dependent', 'independent')",-0.5036712,-0.5733234,-0.0696522
69,-1.3832711,-1.3641781,"('lazy', 'industrious')",-1.3832711,-1.3641781,0.019093
70,0.75998753,0.68301594,"('lethargic', 'energetic')",0.7599875,0.6830159,-0.0769716
71,0.89434445,0.9902202,"('diffident', 'self-confident')",0.8943444,0.9902202,0.0958758
72,0.24592936,0.32211798,"('unambitious', 'ambitious')",0.2459294,0.322118,0.0761886
73,-3.0641162,-3.0378752,"('helpless', 'self-reliant')",-3.0641162,-3.0378752,0.026241
74,0.12267238,-0.011295,"('undedicated', 'dedicated')",0.1226724,-0.011295,-0.1339674
75,-0.89124507,-0.7579541,"('meek', 'impulsive')",-0.8912451,-0.7579541,0.133291
76,0.4770752,0.41177648,"('anxious', 'daring')",0.4770752,0.4117765,-0.0652987
77,-1.7426965,-1.6287817,"('unmotivated', 'motivated')",-1.7426965,-1.6287817,0.1139148
78,-0.59613967,-0.58069116,"('nonresilient', 'resilient')",-0.5961397,-0.5806912,0.0154485
79,0.19238523,0.22529012,"('wavering', 'unwavering')",0.1923852,0.2252901,0.0329049
80,-0.63303363,-0.74967605,"('dominated', 'dominating')",-0.6330336,-0.749676,-0.1166424
81,-0.6177129,-0.6168889,"('submissive', 'aggressive')",-0.6177129,-0.6168889,0.000824
82,6.124425,6.255158,"('poor', 'rich')",6.1244249,6.2551579,0.130733
83,-0.6208868,-0.605364,"('powerless', 'powerful')",-0.6208868,-0.605364,0.0155228
84,0.8313445,0.81945443,"('inferior', 'superior')",0.8313445,0.8194544,-0.0118901
85,0.7585628,0.7735148,"('insignificant', 'prestigious')",0.7585628,0.7735148,0.014952
86,0.000718832,-0.08023514,"('uninfluential', 'influential')",0.0007188,-0.0802351,-0.0809539
87,-0.13619249,-0.055550195,"('unsuccessful', 'successful')",-0.1361925,-0.0555502,0.0806423
88,0.5373296,0.49846432,"('low', 'eminent')",0.5373296,0.4984643,-0.0388653
