,wisdom_male,wisdom_female,tuple,average_male,average_female,female-male
0,-0.017324278,-0.04397107,"('unsociable', 'sociable')",-0.0173243,-0.0439711,-0.0266468
1,1.027306,1.0402461,"('unfriendly', 'friendly')",1.027306,1.0402461,0.0129401
2,-0.079296105,-0.0070947893,"('unlikable', 'likable')",-0.0792961,-0.0070948,0.0722013
3,0.731451,0.79431736,"('repellent', 'pleasant')",0.731451,0.7943174,0.0628664
4,-7.153359,-7.2735386,"('disliked', 'liked')",-7.1533589,-7.2735386,-0.1201797
5,-0.59797287,-0.62991154,"('distant', 'outgoing')",-0.5979729,-0.6299115,-0.0319386
6,-0.050196894,-0.1447551,"('distant', 'open')",-0.0501969,-0.1447551,-0.0945582
7,0.97030693,0.9996896,"('insensitive', 'sensitive')",0.9703069,0.9996896,0.0293827
8,1.1472181,1.0980692,"('unaffectionate', 'affectionate')",1.1472181,1.0980692,-0.0491489
9,1.3800533,1.4828151,"('unaffectionate', 'caring')",1.3800533,1.4828151,0.1027618
10,1.2080117,1.2140297,"('unsympathetic', 'sympathetic')",1.2080117,1.2140297,0.006018
11,1.5345852,1.6049808,"('unhelpful', 'helpful')",1.5345852,1.6049808,0.0703956
12,-1.6125422,-1.59908,"('unsupportive', 'supportive')",-1.6125422,-1.59908,0.0134622
13,-0.096889794,-0.099871546,"('impolite', 'polite')",-0.0968898,-0.0998715,-0.0029817
14,0.55394036,0.4923597,"('antisocial', 'social')",0.5539404,0.4923597,-0.0615807
15,0.20924488,0.11177802,"('boring', 'funny')",0.2092449,0.111778,-0.0974669
16,-0.75427437,-0.6939119,"('unpopular', 'popular')",-0.7542744,-0.6939119,0.0603625
17,-0.45767945,-0.3653779,"('nasty', 'nice')",-0.4576795,-0.3653779,0.0923016
18,-0.15616919,-0.22327292,"('disagreeable', 'welcoming')",-0.1561692,-0.2232729,-0.0671037
19,-0.6833842,-0.67563623,"('inhospitable', 'hospitable')",-0.6833842,-0.6756362,0.007748
20,1.0208832,0.96243477,"('rough', 'thoughtful')",1.0208832,0.9624348,-0.0584484
21,-0.087107226,0.009185296,"('immoral', 'moral')",-0.0871072,0.0091853,0.0962925
22,-0.08491838,-0.12585525,"('untrustworthy', 'trustworthy')",-0.0849184,-0.1258553,-0.0409369
23,6.2313423,6.306519,"('insincere', 'sincere')",6.2313423,6.306519,0.0751767
24,1.6287342,1.4999918,"('dishonest', 'honest')",1.6287342,1.4999918,-0.1287424
25,0.6185822,0.58094007,"('egoistic', 'altruistic')",0.6185822,0.5809401,-0.0376421
26,0.6794534,0.5778495,"('hardhearted', 'benevolent')",0.6794534,0.5778495,-0.1016039
27,1.6072594,1.4521462,"('hardhearted', 'softhearted')",1.6072594,1.4521462,-0.1551132
28,1.1645862,1.1442313,"('disloyal', 'loyal')",1.1645862,1.1442313,-0.0203549
29,-0.4700387,-0.5920196,"('unfair', 'fair')",-0.4700387,-0.5920196,-0.1219809
30,1.1489006,1.1667242,"('intolerant', 'tolerant')",1.1489006,1.1667242,0.0178236
31,-1.4438508,-1.423177,"('evil', 'good')",-1.4438508,-1.423177,0.0206738
32,0.95569175,0.9133217,"('unkind', 'kind')",0.9556918,0.9133217,-0.0423701
33,-0.5560869,-0.5614444,"('wrong', 'right')",-0.5560869,-0.5614444,-0.0053575
34,4.462017,4.6235366,"('mean', 'honorable')",4.4620171,4.6235366,0.1615195
35,-0.74964154,-0.9762046,"('corrupt', 'incorrupt')",-0.7496415,-0.9762046,-0.2265631
36,-0.78144073,-0.79598826,"('hostile', 'amicable')",-0.7814407,-0.7959883,-0.0145476
37,1.0564756,1.0702672,"('fake', 'genuine')",1.0564756,1.0702672,0.0137916
