,omission_male,omission_female,tuple,average_male,average_female,female-male
0,-0.69701934,-0.7610361,"('unsociable', 'sociable')",-0.6970193,-0.7610361,-0.0640168
1,-1.2400546,-1.455182,"('unfriendly', 'friendly')",-1.2400546,-1.455182,-0.2151274
2,-0.69511914,-0.538172,"('unlikable', 'likable')",-0.6951191,-0.538172,0.1569471
3,-0.017677642,0.11950696,"('repellent', 'pleasant')",-0.0176776,0.119507,0.1371846
4,-2.0188107,-2.117908,"('disliked', 'liked')",-2.0188107,-2.117908,-0.0990973
5,-1.264916,-1.3456231,"('distant', 'outgoing')",-1.2649159,-1.3456231,-0.0807072
6,-1.2363267,-1.380637,"('distant', 'open')",-1.2363267,-1.380637,-0.1443103
7,-0.6614124,-0.57427293,"('insensitive', 'sensitive')",-0.6614124,-0.5742729,0.0871395
8,-1.6137316,-1.7990581,"('unaffectionate', 'affectionate')",-1.6137316,-1.7990581,-0.1853265
9,-1.0954672,-1.2008348,"('unaffectionate', 'caring')",-1.0954672,-1.2008348,-0.1053676
10,-0.51884586,-0.47485116,"('unsympathetic', 'sympathetic')",-0.5188459,-0.4748512,0.0439947
11,-0.25568655,-0.15257871,"('unhelpful', 'helpful')",-0.2556866,-0.1525787,0.1031079
12,-1.8060131,-1.7155142,"('unsupportive', 'supportive')",-1.8060131,-1.7155142,0.0904989
13,-0.789227,-0.70547545,"('impolite', 'polite')",-0.789227,-0.7054754,0.0837516
14,0.01226002,0.0985101,"('antisocial', 'social')",0.01226,0.0985101,0.0862501
15,0.38731688,0.27645683,"('boring', 'funny')",0.3873169,0.2764568,-0.1108601
16,-2.2471504,-2.204061,"('unpopular', 'popular')",-2.2471504,-2.204061,0.0430894
17,-0.39467567,-0.3734791,"('nasty', 'nice')",-0.3946757,-0.3734791,0.0211966
18,-1.803234,-1.6949662,"('disagreeable', 'welcoming')",-1.803234,-1.6949662,0.1082678
19,-1.2219999,-1.2762505,"('inhospitable', 'hospitable')",-1.2219999,-1.2762505,-0.0542506
20,0.78970563,0.7874412,"('rough', 'thoughtful')",0.7897056,0.7874412,-0.0022644
21,0.046253882,0.23230398,"('immoral', 'moral')",0.0462539,0.232304,0.1860501
22,-0.15208153,-0.07903001,"('untrustworthy', 'trustworthy')",-0.1520815,-0.07903,0.0730515
23,0.52546847,0.53742695,"('insincere', 'sincere')",0.5254685,0.5374269,0.0119584
