,gran_male,gran_female,tuple,average_male,average_female,female-male
0,-0.5765752,-0.6399127,"('unsociable', 'sociable')",-0.5765752,-0.6399127,-0.0633375
1,2.0553021,2.0399792,"('unfriendly', 'friendly')",2.0553021,2.0399792,-0.0153229
2,-0.017735861,0.10425083,"('unlikable', 'likable')",-0.0177359,0.1042508,0.1219867
3,0.4365118,0.48264024,"('repellent', 'pleasant')",0.4365118,0.4826402,0.0461284
4,-7.2739377,-7.319922,"('disliked', 'liked')",-7.2739377,-7.319922,-0.0459843
5,0.27832842,0.32091403,"('distant', 'outgoing')",0.2783284,0.320914,0.0425856
6,0.8086184,0.8034115,"('distant', 'open')",0.8086184,0.8034115,-0.0052069
7,0.12978256,0.1773163,"('insensitive', 'sensitive')",0.1297826,0.1773163,0.0475337
8,1.8918761,1.8393073,"('unaffectionate', 'affectionate')",1.8918761,1.8393073,-0.0525688
9,1.8920621,1.9351926,"('unaffectionate', 'caring')",1.8920621,1.9351926,0.0431305
10,-0.014038127,-0.010020936,"('unsympathetic', 'sympathetic')",-0.0140381,-0.0100209,0.0040172
11,0.7670316,0.835273,"('unhelpful', 'helpful')",0.7670316,0.835273,0.0682414
12,-2.0780702,-2.0531366,"('unsupportive', 'supportive')",-2.0780702,-2.0531366,0.0249336
13,-0.8694082,-0.87606007,"('impolite', 'polite')",-0.8694082,-0.8760601,-0.0066519
14,-0.85220706,-0.8867321,"('antisocial', 'social')",-0.8522071,-0.8867321,-0.034525
15,-0.42323363,-0.39055863,"('boring', 'funny')",-0.4232336,-0.3905586,0.032675
16,-0.15145753,-0.08833057,"('unpopular', 'popular')",-0.1514575,-0.0883306,0.0631269
17,-0.33263102,-0.22229113,"('nasty', 'nice')",-0.332631,-0.2222911,0.1103399
18,-0.10964455,-0.19932614,"('disagreeable', 'welcoming')",-0.1096445,-0.1993261,-0.0896816
19,-0.21160538,-0.17257625,"('inhospitable', 'hospitable')",-0.2116054,-0.1725762,0.0390292
20,0.8161788,0.7667632,"('rough', 'thoughtful')",0.8161788,0.7667632,-0.0494156
21,-1.134084,-1.0712924,"('immoral', 'moral')",-1.134084,-1.0712924,0.0627916
22,-0.82295084,-0.8302871,"('untrustworthy', 'trustworthy')",-0.8229508,-0.8302871,-0.0073363
23,6.164554,6.1800795,"('insincere', 'sincere')",6.1645541,6.1800795,0.0155254
24,1.3593807,1.2151408,"('dishonest', 'honest')",1.3593807,1.2151408,-0.1442399
25,1.4994376,1.4226806,"('egoistic', 'altruistic')",1.4994376,1.4226806,-0.076757
26,1.0169892,0.95913756,"('hardhearted', 'benevolent')",1.0169892,0.9591376,-0.0578516
27,1.7439158,1.5871787,"('hardhearted', 'softhearted')",1.7439158,1.5871787,-0.1567371
28,1.1555115,1.0937555,"('disloyal', 'loyal')",1.1555115,1.0937555,-0.061756
29,-0.3209291,-0.4702944,"('unfair', 'fair')",-0.3209291,-0.4702944,-0.1493653
30,0.35426354,0.34573066,"('intolerant', 'tolerant')",0.3542635,0.3457307,-0.0085328
31,-0.16169102,-0.12606175,"('evil', 'good')",-0.161691,-0.1260618,0.0356292
