,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.72713536,-0.75566787,"('unsociable', 'sociable')",-0.17708266,-0.25841144,-0.452109,-0.5070397,-0.0549307
1,-0.8019161,-0.9299613,"('unfriendly', 'friendly')",2.2482398,2.0790555,0.7231618,0.5745471,-0.1486147
2,0.31459588,0.37899327,"('unlikable', 'likable')",0.33352345,0.3353692,0.3240597,0.3571813,0.0331216
3,-0.46542817,-0.33173415,"('repellent', 'pleasant')",-0.28233984,-0.2359097,-0.373884,-0.2838219,0.0900621
4,0.41537413,0.4532968,"('disliked', 'liked')",-3.70267,-3.7418327,-1.643648,-1.6442679,-0.0006199
5,-0.6527055,-0.7255584,"('distant', 'outgoing')",0.4055267,0.318955,-0.1235894,-0.2033017,-0.0797123
6,-0.5905938,-0.5913798,"('distant', 'open')",0.36902002,0.27331403,-0.1107869,-0.1590329,-0.048246
7,0.3537227,0.42522413,"('insensitive', 'sensitive')",0.8246811,0.852613,0.5892019,0.6389185,0.0497166
8,-0.8646733,-0.9601296,"('unaffectionate', 'affectionate')",1.0586554,0.8441412,0.096991,-0.0579942,-0.1549852
9,-0.9563434,-1.0132393,"('unaffectionate', 'caring')",1.4019475,1.2492464,0.222802,0.1180035,-0.1047985
10,-0.7302909,-0.59388566,"('unsympathetic', 'sympathetic')",-0.31301206,-0.258489,-0.5216515,-0.4261873,0.0954642
11,-1.0646036,-1.0249382,"('unhelpful', 'helpful')",0.9286123,0.9813229,-0.0679956,-0.0218077,0.0461879
12,-0.5242015,-0.42218792,"('unsupportive', 'supportive')",-0.66027296,-0.6497404,-0.5922372,-0.5359641,0.0562731
13,-0.7951149,-0.77647233,"('impolite', 'polite')",-0.6991402,-0.6402372,-0.7471275,-0.7083548,0.0387727
14,0.5810764,0.6333998,"('antisocial', 'social')",0.8222724,0.8797751,0.7016744,0.7565874,0.054913
15,-0.13573474,-0.21348803,"('boring', 'funny')",0.0077657476,-0.0506172,-0.0639845,-0.1320526,-0.0680681
16,-0.45369437,-0.460471,"('unpopular', 'popular')",-0.27420375,-0.36109382,-0.3639491,-0.4107824,-0.0468333
17,-0.078645185,-0.009157918,"('nasty', 'nice')",-1.128961,-1.1734698,-0.6038031,-0.5913138,0.0124893
