,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,0.4809221,0.4554037,"('unsociable', 'sociable')",0.4809221,0.4554037,-0.0255184
1,1.3126272,1.3634214,"('unfriendly', 'friendly')",1.3126272,1.3634214,0.0507942
2,0.7823536,0.92703325,"('unlikable', 'likable')",0.7823536,0.9270332,0.1446796
3,1.1076356,1.293081,"('repellent', 'pleasant')",1.1076356,1.293081,0.1854454
4,-6.786874,-6.812346,"('disliked', 'liked')",-6.7868738,-6.812346,-0.0254722
5,-0.45790914,-0.31236726,"('distant', 'outgoing')",-0.4579091,-0.3123673,0.1455418
6,-0.36973956,-0.17971708,"('distant', 'open')",-0.3697396,-0.1797171,0.1900225
7,1.7203257,1.8394336,"('insensitive', 'sensitive')",1.7203257,1.8394336,0.1191079
8,0.8269344,0.80508494,"('unaffectionate', 'affectionate')",0.8269344,0.8050849,-0.0218495
9,1.1452442,1.2566015,"('unaffectionate', 'caring')",1.1452442,1.2566015,0.1113573
10,1.8358511,1.8596117,"('unsympathetic', 'sympathetic')",1.8358511,1.8596117,0.0237606
11,2.2718973,2.2457094,"('unhelpful', 'helpful')",2.2718973,2.2457094,-0.0261879
12,-0.7841523,-0.69901186,"('unsupportive', 'supportive')",-0.7841523,-0.6990119,0.0851404
13,0.6329975,0.5864842,"('impolite', 'polite')",0.6329975,0.5864842,-0.0465133
14,0.55940133,0.46099082,"('antisocial', 'social')",0.5594013,0.4609908,-0.0984105
15,0.27968568,0.26092562,"('boring', 'funny')",0.2796857,0.2609256,-0.0187601
16,-0.55339235,-0.37748963,"('unpopular', 'popular')",-0.5533924,-0.3774896,0.1759028
17,-0.049296536,-0.09970835,"('nasty', 'nice')",-0.0492965,-0.0997083,-0.0504118
18,-0.23773645,-0.21812186,"('disagreeable', 'welcoming')",-0.2377364,-0.2181219,0.0196145
19,-0.41611195,-0.37384036,"('inhospitable', 'hospitable')",-0.4161119,-0.3738404,0.0422715
20,0.87842256,0.8153382,"('rough', 'thoughtful')",0.8784226,0.8153382,-0.0630844
21,0.7123426,0.8119679,"('immoral', 'moral')",0.7123426,0.8119679,0.0996253
22,0.46221185,0.47780064,"('untrustworthy', 'trustworthy')",0.4622118,0.4778006,0.0155888
23,6.7199206,6.813442,"('insincere', 'sincere')",6.7199206,6.8134422,0.0935216
24,2.4620056,2.566692,"('dishonest', 'honest')",2.4620056,2.5666921,0.1046865
25,0.34319547,0.20922625,"('egoistic', 'altruistic')",0.3431955,0.2092263,-0.1339692
26,-0.036929205,-0.12830764,"('hardhearted', 'benevolent')",-0.0369292,-0.1283076,-0.0913784
27,1.3661512,1.3366871,"('hardhearted', 'softhearted')",1.3661512,1.3366871,-0.0294641
28,1.188604,1.2162915,"('disloyal', 'loyal')",1.188604,1.2162915,0.0276875
29,-0.24449468,-0.2685697,"('unfair', 'fair')",-0.2444947,-0.2685697,-0.024075
30,1.2992096,1.1917195,"('intolerant', 'tolerant')",1.2992096,1.1917195,-0.1074901
31,-1.5276959,-1.4439095,"('evil', 'good')",-1.5276959,-1.4439095,0.0837864
32,1.6525841,1.606184,"('unkind', 'kind')",1.6525841,1.606184,-0.0464001
33,-0.78419995,-0.63560694,"('wrong', 'right')",-0.7842,-0.6356069,0.1485931
34,4.318552,4.503247,"('mean', 'honorable')",4.318552,4.5032468,0.1846948
