,negligee_male,negligee_female,tuple,average_male,average_female,female-male
0,-1.63478,-1.8115917,"('unsociable', 'sociable')",-1.63478,-1.8115917,-0.1768117
1,-1.390286,-1.5880896,"('unfriendly', 'friendly')",-1.390286,-1.5880896,-0.1978036
2,0.12171884,0.2598538,"('unlikable', 'likable')",0.1217188,0.2598538,0.138135
3,-1.1726369,-0.97923243,"('repellent', 'pleasant')",-1.1726369,-0.9792324,0.1934045
4,-2.1736798,-2.193282,"('disliked', 'liked')",-2.1736798,-2.1932819,-0.0196021
5,-0.26047423,-0.17262314,"('distant', 'outgoing')",-0.2604742,-0.1726231,0.0878511
6,-0.34682247,-0.33078358,"('distant', 'open')",-0.3468225,-0.3307836,0.0160389
7,-0.8921571,-0.835046,"('insensitive', 'sensitive')",-0.8921571,-0.835046,0.0571111
8,-1.3342928,-1.320094,"('unaffectionate', 'affectionate')",-1.3342928,-1.320094,0.0141988
9,-1.7649521,-1.7219635,"('unaffectionate', 'caring')",-1.7649521,-1.7219635,0.0429886
10,-1.76864,-1.8055713,"('unsympathetic', 'sympathetic')",-1.76864,-1.8055713,-0.0369313
11,-0.83378506,-0.78731495,"('unhelpful', 'helpful')",-0.8337851,-0.787315,0.0464701
12,-2.5764816,-2.4411254,"('unsupportive', 'supportive')",-2.5764816,-2.4411254,0.1353562
13,-1.572079,-1.5308988,"('impolite', 'polite')",-1.5720789,-1.5308988,0.0411801
14,-0.5829532,-0.64560443,"('antisocial', 'social')",-0.5829532,-0.6456044,-0.0626512
15,1.1689059,1.0540081,"('boring', 'funny')",1.1689059,1.0540081,-0.1148978
16,-0.23388603,-0.04766035,"('unpopular', 'popular')",-0.233886,-0.0476604,0.1862256
17,-0.5199608,-0.3540262,"('nasty', 'nice')",-0.5199608,-0.3540262,0.1659346
18,-0.75836706,-0.624213,"('disagreeable', 'welcoming')",-0.7583671,-0.624213,0.1341541
19,-0.71816176,-0.6410184,"('inhospitable', 'hospitable')",-0.7181618,-0.6410184,0.0771434
20,0.417858,0.52567226,"('rough', 'thoughtful')",0.417858,0.5256723,0.1078143
21,-1.3549595,-1.3474122,"('immoral', 'moral')",-1.3549595,-1.3474122,0.0075473
22,-0.6823066,-0.71328264,"('untrustworthy', 'trustworthy')",-0.6823066,-0.7132826,-0.030976
23,0.45963967,0.49195582,"('insincere', 'sincere')",0.4596397,0.4919558,0.0323161
24,-0.76109284,-0.803192,"('dishonest', 'honest')",-0.7610928,-0.803192,-0.0420992
25,0.2777312,0.13253938,"('egoistic', 'altruistic')",0.2777312,0.1325394,-0.1451918
26,1.1640116,0.91946,"('hardhearted', 'benevolent')",1.1640116,0.91946,-0.2445516
27,-0.69984096,-0.51639736,"('hardhearted', 'softhearted')",-0.699841,-0.5163974,0.1834436
28,-0.8928503,-1.1368446,"('disloyal', 'loyal')",-0.8928503,-1.1368446,-0.2439943
29,-0.48852304,-0.68118125,"('unfair', 'fair')",-0.488523,-0.6811813,-0.1926583
30,0.2555962,0.22901922,"('intolerant', 'tolerant')",0.2555962,0.2290192,-0.026577
31,-0.46069857,-0.5073483,"('evil', 'good')",-0.4606986,-0.5073483,-0.0466497
32,-0.42231527,-0.5137716,"('unkind', 'kind')",-0.4223153,-0.5137716,-0.0914563
33,-0.17225151,-0.2652505,"('wrong', 'right')",-0.1722515,-0.2652505,-0.092999
34,1.1760432,1.2850211,"('mean', 'honorable')",1.1760432,1.2850211,0.1089779
35,1.1800832,0.960521,"('corrupt', 'incorrupt')",1.1800832,0.960521,-0.2195622
36,-0.07512259,-0.22232258,"('hostile', 'amicable')",-0.0751226,-0.2223226,-0.1472
37,-0.42802706,-0.35981774,"('fake', 'genuine')",-0.4280271,-0.3598177,0.0682094
38,-0.9965667,-1.0747559,"('untruthful', 'truthful')",-0.9965667,-1.0747559,-0.0781892
39,-0.24210536,-0.091721445,"('exploitative', 'cooperative')",-0.2421054,-0.0917214,0.150384
40,-1.4466345,-1.5072949,"('stingy', 'generous')",-1.4466345,-1.5072949,-0.0606604
41,-1.3184125,-1.4923277,"('unforgiving', 'forgiving')",-1.3184125,-1.4923277,-0.1739152
42,-1.1924139,-0.99845856,"('unreliable', 'reliable')",-1.1924139,-0.9984586,0.1939553
43,-1.3618152,-1.2186704,"('irresponsible', 'responsible')",-1.3618152,-1.2186704,0.1431448
44,0.5808825,0.87033826,"('prejudiced', 'unprejudiced')",0.5808825,0.8703383,0.2894558
45,-1.3181522,-1.3841567,"('incompetent', 'competent')",-1.3181522,-1.3841567,-0.0660045
46,-1.5314989,-1.4746628,"('uncompetitive', 'competitive')",-1.5314989,-1.4746628,0.0568361
47,1.3404101,1.4286467,"('stupid', 'smart')",1.3404101,1.4286467,0.0882366
48,-1.1931529,-1.2526581,"('unintelligent', 'intelligent')",-1.1931529,-1.2526581,-0.0595052
49,-0.7056499,-0.37707326,"('unable', 'able')",-0.7056499,-0.3770733,0.3285766
50,0.31693938,0.5078333,"('clumsy', 'skillful')",0.3169394,0.5078333,0.1908939
51,-1.0772259,-1.2849241,"('uneducated', 'educated')",-1.0772259,-1.2849241,-0.2076982
52,-0.3780452,-0.5800259,"('irrational', 'rational')",-0.3780452,-0.5800259,-0.2019807
53,-0.7896374,-0.80579084,"('uncreative', 'creative')",-0.7896374,-0.8057908,-0.0161534
54,-0.4101145,-0.42398784,"('incapable', 'capable')",-0.4101145,-0.4239878,-0.0138733
55,-1.1065322,-1.0235977,"('incompetent', 'clever')",-1.1065322,-1.0235977,0.0829345
56,-0.21072026,-0.28467223,"('impractical', 'practical')",-0.2107203,-0.2846722,-0.0739519
57,-2.0711489,-2.281776,"('unimaginative', 'imaginative')",-2.0711489,-2.281776,-0.2106271
58,-0.34830287,-0.41019335,"('undiscriminating', 'discriminating')",-0.3483029,-0.4101934,-0.0618905
59,-0.59271914,-0.56149334,"('foolish', 'wise')",-0.5927191,-0.5614933,0.0312258
60,-1.1173555,-0.83264405,"('inefficient', 'efficient')",-1.1173555,-0.832644,0.2847115
61,-0.80633444,-0.89594615,"('illogical', 'logical')",-0.8063344,-0.8959461,-0.0896117
62,-0.6929166,-0.55303794,"('incompetent', 'brilliant')",-0.6929166,-0.5530379,0.1398787
63,-1.699008,-1.6221304,"('unperceptive', 'insightful')",-1.699008,-1.6221304,0.0768776
64,-2.199018,-2.2055504,"('shy', 'confident')",-2.199018,-2.2055504,-0.0065324
65,-0.6062489,-0.63201,"('insecure', 'secure')",-0.6062489,-0.63201,-0.0257611
66,-0.47894204,-0.51653403,"('inactive', 'active')",-0.478942,-0.516534,-0.037592
67,0.37927315,0.2707087,"('doubtful', 'determined')",0.3792731,0.2707087,-0.1085644
68,-1.0443203,-0.9701337,"('dependent', 'independent')",-1.0443203,-0.9701337,0.0741866
69,1.2440845,1.1950926,"('lazy', 'industrious')",1.2440845,1.1950926,-0.0489919
70,-0.32071194,-0.17910287,"('lethargic', 'energetic')",-0.3207119,-0.1791029,0.141609
71,-0.51137465,-0.4033849,"('diffident', 'self-confident')",-0.5113747,-0.4033849,0.1079898
72,-0.3267886,-0.39081174,"('unambitious', 'ambitious')",-0.3267886,-0.3908117,-0.0640231
73,-0.45658404,-0.28104484,"('helpless', 'self-reliant')",-0.456584,-0.2810448,0.1755392
74,-0.5690763,-0.42102727,"('undedicated', 'dedicated')",-0.5690763,-0.4210273,0.148049
75,0.87556684,0.7481058,"('meek', 'impulsive')",0.8755668,0.7481058,-0.127461
76,-0.14146252,0.13412713,"('anxious', 'daring')",-0.1414625,0.1341271,0.2755896
