,ninja_male,ninja_female,tuple,average_male,average_female,female-male
0,-0.2549769,-0.2652837,"('unsociable', 'sociable')",-0.2549769,-0.2652837,-0.0103068
1,1.6301999,1.439106,"('unfriendly', 'friendly')",1.6301999,1.439106,-0.1910939
2,0.14887665,0.16873483,"('unlikable', 'likable')",0.1488767,0.1687348,0.0198581
3,0.7779062,1.0611979,"('repellent', 'pleasant')",0.7779062,1.0611979,0.2832917
4,-7.84536,-7.8597927,"('disliked', 'liked')",-7.8453598,-7.8597927,-0.0144329
5,-0.3419311,-0.38468453,"('distant', 'outgoing')",-0.3419311,-0.3846845,-0.0427534
6,-0.07554738,-0.09292254,"('distant', 'open')",-0.0755474,-0.0929225,-0.0173751
7,1.3268963,1.5357492,"('insensitive', 'sensitive')",1.3268963,1.5357492,0.2088529
8,1.1985275,1.1339399,"('unaffectionate', 'affectionate')",1.1985275,1.1339399,-0.0645876
9,2.210684,2.2214658,"('unaffectionate', 'caring')",2.2106841,2.2214658,0.0107817
10,1.1474278,1.2927979,"('unsympathetic', 'sympathetic')",1.1474278,1.2927979,0.1453701
11,2.1745498,2.335404,"('unhelpful', 'helpful')",2.1745498,2.3354039,0.1608541
12,-1.130564,-1.0443616,"('unsupportive', 'supportive')",-1.130564,-1.0443616,0.0862024
13,0.24687783,0.22906089,"('impolite', 'polite')",0.2468778,0.2290609,-0.0178169
14,-0.1382976,-0.118119046,"('antisocial', 'social')",-0.1382976,-0.118119,0.0201786
15,0.23361164,0.2146485,"('boring', 'funny')",0.2336116,0.2146485,-0.0189631
16,-0.26008207,-0.26659924,"('unpopular', 'popular')",-0.2600821,-0.2665992,-0.0065171
17,-0.6475589,-0.62366617,"('nasty', 'nice')",-0.6475589,-0.6236662,0.0238927
18,-0.3210628,-0.3716848,"('disagreeable', 'welcoming')",-0.3210628,-0.3716848,-0.050622
19,-0.366365,-0.31528506,"('inhospitable', 'hospitable')",-0.366365,-0.3152851,0.0510799
20,0.6506997,0.55240494,"('rough', 'thoughtful')",0.6506997,0.5524049,-0.0982948
21,-0.015612919,0.14991194,"('immoral', 'moral')",-0.0156129,0.1499119,0.1655248
