,cuisine_male,cuisine_female,tuple,average_male,average_female,female-male
0,0.19170415,0.17934754,"('unsociable', 'sociable')",0.1917042,0.1793475,-0.0123567
1,0.6094636,0.58830005,"('unfriendly', 'friendly')",0.6094636,0.5883,-0.0211636
2,0.12913117,0.2809479,"('unlikable', 'likable')",0.1291312,0.2809479,0.1518167
3,0.9289746,0.8750637,"('repellent', 'pleasant')",0.9289746,0.8750637,-0.0539109
4,-7.3654127,-7.66451,"('disliked', 'liked')",-7.3654127,-7.6645098,-0.2990971
5,-0.99048483,-0.9742596,"('distant', 'outgoing')",-0.9904848,-0.9742596,0.0162252
6,-0.494656,-0.5444466,"('distant', 'open')",-0.494656,-0.5444466,-0.0497906
7,1.1652982,1.1660792,"('insensitive', 'sensitive')",1.1652982,1.1660792,0.000781
8,0.4031407,0.45022288,"('unaffectionate', 'affectionate')",0.4031407,0.4502229,0.0470822
9,1.0963771,1.2919295,"('unaffectionate', 'caring')",1.0963771,1.2919295,0.1955524
10,1.3800939,1.3748204,"('unsympathetic', 'sympathetic')",1.3800939,1.3748204,-0.0052735
11,1.5662794,1.74231,"('unhelpful', 'helpful')",1.5662794,1.74231,0.1760306
12,-1.8325803,-1.7555913,"('unsupportive', 'supportive')",-1.8325803,-1.7555913,0.076989
13,0.4256643,0.51129586,"('impolite', 'polite')",0.4256643,0.5112959,0.0856316
14,0.2247553,0.1959086,"('antisocial', 'social')",0.2247553,0.1959086,-0.0288467
15,0.107431784,0.10211545,"('boring', 'funny')",0.1074318,0.1021155,-0.0053163
16,-0.5509658,-0.58298934,"('unpopular', 'popular')",-0.5509658,-0.5829893,-0.0320235
17,-0.41065156,-0.43889427,"('nasty', 'nice')",-0.4106516,-0.4388943,-0.0282427
18,-0.5361129,-0.56281173,"('disagreeable', 'welcoming')",-0.5361129,-0.5628117,-0.0266988
19,-1.2813377,-1.1812654,"('inhospitable', 'hospitable')",-1.2813377,-1.1812654,0.1000723
20,1.2647449,1.2073514,"('rough', 'thoughtful')",1.2647449,1.2073514,-0.0573935
21,0.39168698,0.53158385,"('immoral', 'moral')",0.391687,0.5315838,0.1398968
22,-0.10597238,-0.21603341,"('untrustworthy', 'trustworthy')",-0.1059724,-0.2160334,-0.110061
23,5.830572,6.162541,"('insincere', 'sincere')",5.8305721,6.1625409,0.3319688
24,1.4102542,1.4201429,"('dishonest', 'honest')",1.4102542,1.4201429,0.0098887
25,0.2613723,0.22483651,"('egoistic', 'altruistic')",0.2613723,0.2248365,-0.0365358
26,0.42582604,0.2137191,"('hardhearted', 'benevolent')",0.425826,0.2137191,-0.2121069
27,1.6500622,1.4427791,"('hardhearted', 'softhearted')",1.6500622,1.4427791,-0.2072831
28,0.91676635,0.9385159,"('disloyal', 'loyal')",0.9167663,0.9385159,0.0217496
29,-0.6854944,-0.82127666,"('unfair', 'fair')",-0.6854944,-0.8212767,-0.1357823
30,1.051454,1.1366969,"('intolerant', 'tolerant')",1.0514539,1.1366969,0.085243
31,-1.9021788,-2.0880847,"('evil', 'good')",-1.9021788,-2.0880847,-0.1859059
32,1.0397036,0.9977937,"('unkind', 'kind')",1.0397036,0.9977937,-0.0419099
33,-0.62003815,-0.6389031,"('wrong', 'right')",-0.6200382,-0.6389031,-0.0188649
34,3.7912846,4.1292562,"('mean', 'honorable')",3.7912846,4.1292562,0.3379716
35,-1.4900788,-1.7486253,"('corrupt', 'incorrupt')",-1.4900788,-1.7486253,-0.2585465
36,-1.2150829,-1.3896621,"('hostile', 'amicable')",-1.2150829,-1.3896621,-0.1745792
37,0.85553026,0.8966367,"('fake', 'genuine')",0.8555303,0.8966367,0.0411064
38,-0.69574046,-0.49248615,"('untruthful', 'truthful')",-0.6957405,-0.4924861,0.2032544
39,0.528152,0.60298026,"('exploitative', 'cooperative')",0.528152,0.6029803,0.0748283
40,-1.4357129,-1.7486613,"('stingy', 'generous')",-1.4357129,-1.7486613,-0.3129484
41,0.28639057,0.24321003,"('unforgiving', 'forgiving')",0.2863906,0.24321,-0.0431806
42,-1.6345278,-1.7596414,"('unreliable', 'reliable')",-1.6345278,-1.7596414,-0.1251136
43,1.2805257,1.5107297,"('irresponsible', 'responsible')",1.2805257,1.5107297,0.230204
44,-0.70922536,-0.81685257,"('prejudiced', 'unprejudiced')",-0.7092254,-0.8168526,-0.1076272
45,0.42199975,0.37484825,"('incompetent', 'competent')",0.4219998,0.3748482,-0.0471516
46,-0.0911772,-0.18557908,"('uncompetitive', 'competitive')",-0.0911772,-0.1855791,-0.0944019
47,4.860659,5.2206426,"('stupid', 'smart')",4.8606591,5.2206426,0.3599835
48,0.4698881,0.55407745,"('unintelligent', 'intelligent')",0.4698881,0.5540774,0.0841893
49,-0.29147336,-0.06104727,"('unable', 'able')",-0.2914734,-0.0610473,0.2304261
50,-0.43832028,-0.44883746,"('clumsy', 'skillful')",-0.4383203,-0.4488375,-0.0105172
51,0.08519225,0.04651676,"('uneducated', 'educated')",0.0851922,0.0465168,-0.0386754
52,-0.5935752,-0.70223707,"('irrational', 'rational')",-0.5935752,-0.7022371,-0.1086619
53,-0.21853848,-0.16187935,"('uncreative', 'creative')",-0.2185385,-0.1618793,0.0566592
54,0.60469025,0.8484217,"('incapable', 'capable')",0.6046903,0.8484217,0.2437314
55,1.1573097,1.2368963,"('incompetent', 'clever')",1.1573097,1.2368963,0.0795866
56,0.75585175,0.8736345,"('impractical', 'practical')",0.7558517,0.8736345,0.1177828
57,-2.227226,-2.3224068,"('unimaginative', 'imaginative')",-2.227226,-2.3224068,-0.0951808
58,0.23669359,0.14741191,"('undiscriminating', 'discriminating')",0.2366936,0.1474119,-0.0892817
59,-0.32011765,-0.2873374,"('foolish', 'wise')",-0.3201177,-0.2873374,0.0327803
60,1.1204929,1.4474634,"('inefficient', 'efficient')",1.1204929,1.4474634,0.3269705
61,0.48916122,0.393982,"('illogical', 'logical')",0.4891612,0.393982,-0.0951792
62,0.9680115,1.1595556,"('incompetent', 'brilliant')",0.9680115,1.1595556,0.1915441
63,0.22298306,0.3877979,"('unperceptive', 'insightful')",0.2229831,0.3877979,0.1648148
64,-5.57818,-5.703522,"('shy', 'confident')",-5.5781798,-5.7035222,-0.1253424
65,1.0189458,1.035746,"('insecure', 'secure')",1.0189458,1.035746,0.0168002
66,-0.29837012,-0.47104582,"('inactive', 'active')",-0.2983701,-0.4710458,-0.1726757
67,-0.52321863,-0.34666774,"('doubtful', 'determined')",-0.5232186,-0.3466677,0.1765509
68,-0.5871378,-0.58181334,"('dependent', 'independent')",-0.5871378,-0.5818133,0.0053245
69,-2.2198274,-2.2257688,"('lazy', 'industrious')",-2.2198274,-2.2257688,-0.0059414
70,1.7145113,1.5409641,"('lethargic', 'energetic')",1.7145113,1.5409641,-0.1735472
71,0.4030009,0.45778495,"('diffident', 'self-confident')",0.4030009,0.457785,0.0547841
72,0.9045792,0.9723222,"('unambitious', 'ambitious')",0.9045792,0.9723222,0.067743
73,-2.8315248,-2.9505467,"('helpless', 'self-reliant')",-2.8315248,-2.9505467,-0.1190219
74,0.23856634,0.13868457,"('undedicated', 'dedicated')",0.2385663,0.1386846,-0.0998817
75,-1.1130923,-1.1750768,"('meek', 'impulsive')",-1.1130923,-1.1750768,-0.0619845
76,1.100841,1.1011239,"('anxious', 'daring')",1.100841,1.1011239,0.0002829
77,-1.2130755,-0.9618951,"('unmotivated', 'motivated')",-1.2130755,-0.9618951,0.2511804
78,-0.65024495,-0.564633,"('nonresilient', 'resilient')",-0.650245,-0.564633,0.085612
79,-0.8644453,-0.8056644,"('wavering', 'unwavering')",-0.8644453,-0.8056644,0.0587809
80,0.122690216,0.0045207394,"('dominated', 'dominating')",0.1226902,0.0045207,-0.1181695
81,0.33849752,0.3817616,"('submissive', 'aggressive')",0.3384975,0.3817616,0.0432641
