,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.49273968,-0.54565406,"('unsociable', 'sociable')",-0.4927397,-0.5456541,-0.0529144
1,-1.0391618,-1.2856964,"('unfriendly', 'friendly')",-1.0391618,-1.2856964,-0.2465346
2,-1.0675526,-1.128547,"('unlikable', 'likable')",-1.0675526,-1.128547,-0.0609944
3,-0.14727023,-0.067383945,"('repellent', 'pleasant')",-0.1472702,-0.0673839,0.0798863
4,-2.6988814,-2.707951,"('disliked', 'liked')",-2.6988814,-2.7079511,-0.0090697
5,-0.6878979,-0.67356735,"('distant', 'outgoing')",-0.6878979,-0.6735674,0.0143305
6,-0.58550847,-0.6155755,"('distant', 'open')",-0.5855085,-0.6155755,-0.030067
7,-0.77394044,-0.8088439,"('insensitive', 'sensitive')",-0.7739404,-0.8088439,-0.0349035
8,-1.2653409,-1.5145475,"('unaffectionate', 'affectionate')",-1.2653409,-1.5145475,-0.2492066
9,-1.3361969,-1.5559345,"('unaffectionate', 'caring')",-1.3361969,-1.5559345,-0.2197376
10,-0.18836984,-0.2930461,"('unsympathetic', 'sympathetic')",-0.1883698,-0.2930461,-0.1046763
11,0.43130085,0.3723487,"('unhelpful', 'helpful')",0.4313008,0.3723487,-0.0589521
12,-1.2881086,-1.2626752,"('unsupportive', 'supportive')",-1.2881086,-1.2626752,0.0254334
13,-0.22141872,-0.2652487,"('impolite', 'polite')",-0.2214187,-0.2652487,-0.04383
14,-0.5886779,-0.5100215,"('antisocial', 'social')",-0.5886779,-0.5100215,0.0786564
15,0.3703395,0.26540297,"('boring', 'funny')",0.3703395,0.265403,-0.1049365
16,-1.5356507,-1.5352626,"('unpopular', 'popular')",-1.5356507,-1.5352626,0.0003881
17,-1.3533514,-1.1719923,"('nasty', 'nice')",-1.3533514,-1.1719923,0.1813591
18,-0.94199395,-0.9443499,"('disagreeable', 'welcoming')",-0.941994,-0.9443499,-0.0023559
19,-0.95527244,-0.9707464,"('inhospitable', 'hospitable')",-0.9552724,-0.9707464,-0.015474
20,0.8521251,0.8397283,"('rough', 'thoughtful')",0.8521251,0.8397283,-0.0123968
21,0.7549049,0.7309215,"('immoral', 'moral')",0.7549049,0.7309215,-0.0239834
22,0.33450183,0.22844768,"('untrustworthy', 'trustworthy')",0.3345018,0.2284477,-0.1060541
23,1.5178856,1.3884716,"('insincere', 'sincere')",1.5178856,1.3884716,-0.129414
24,-0.7061906,-0.80337614,"('dishonest', 'honest')",-0.7061906,-0.8033761,-0.0971855
25,-1.0105798,-1.0474192,"('egoistic', 'altruistic')",-1.0105798,-1.0474192,-0.0368394
26,0.17583762,-0.066753015,"('hardhearted', 'benevolent')",0.1758376,-0.066753,-0.2425906
27,-0.32934117,-0.41194788,"('hardhearted', 'softhearted')",-0.3293412,-0.4119479,-0.0826067
28,-0.66276664,-0.8609089,"('disloyal', 'loyal')",-0.6627666,-0.8609089,-0.1981423
29,-0.25429145,-0.27918512,"('unfair', 'fair')",-0.2542914,-0.2791851,-0.0248937
30,0.08511604,0.06581396,"('intolerant', 'tolerant')",0.085116,0.065814,-0.019302
31,-1.5258129,-1.3636461,"('evil', 'good')",-1.5258129,-1.3636461,0.1621668
32,-0.46443945,-0.56637466,"('unkind', 'kind')",-0.4644395,-0.5663747,-0.1019352
33,-0.75991577,-0.8063893,"('wrong', 'right')",-0.7599158,-0.8063893,-0.0464735
34,1.6209621,1.7306921,"('mean', 'honorable')",1.6209621,1.7306921,0.10973
35,-0.49129242,-0.42750984,"('corrupt', 'incorrupt')",-0.4912924,-0.4275098,0.0637826
36,-1.3769995,-1.4421413,"('hostile', 'amicable')",-1.3769995,-1.4421413,-0.0651418
37,-0.35675713,-0.3976053,"('fake', 'genuine')",-0.3567571,-0.3976053,-0.0408482
38,-0.32956633,-0.39527386,"('untruthful', 'truthful')",-0.3295663,-0.3952739,-0.0657076
39,-0.0090591945,-0.0029279375,"('exploitative', 'cooperative')",-0.0090592,-0.0029279,0.0061313
40,-1.5333942,-1.5293717,"('stingy', 'generous')",-1.5333942,-1.5293717,0.0040225
41,-0.4373274,-0.54018366,"('unforgiving', 'forgiving')",-0.4373274,-0.5401837,-0.1028563
42,-0.4117099,-0.40055013,"('unreliable', 'reliable')",-0.4117099,-0.4005501,0.0111598
43,0.14983508,0.04386936,"('irresponsible', 'responsible')",0.1498351,0.0438694,-0.1059657
44,0.08943637,0.18747145,"('prejudiced', 'unprejudiced')",0.0894364,0.1874714,0.098035
45,-0.61563593,-0.6723735,"('incompetent', 'competent')",-0.6156359,-0.6723735,-0.0567376
46,-0.8586192,-0.9094082,"('uncompetitive', 'competitive')",-0.8586192,-0.9094082,-0.050789
47,1.0966617,1.1552354,"('stupid', 'smart')",1.0966617,1.1552354,0.0585737
48,0.45880967,0.4111259,"('unintelligent', 'intelligent')",0.4588097,0.4111259,-0.0476838
49,-0.32637787,-0.22769451,"('unable', 'able')",-0.3263779,-0.2276945,0.0986834
50,-0.89835936,-0.97863096,"('clumsy', 'skillful')",-0.8983594,-0.978631,-0.0802716
51,-0.114738524,-0.19961691,"('uneducated', 'educated')",-0.1147385,-0.1996169,-0.0848784
52,-0.623678,-0.7577536,"('irrational', 'rational')",-0.623678,-0.7577536,-0.1340756
