,barber_male,barber_female,tuple,average_male,average_female,female-male
0,0.23757473,0.06257209,"('unsociable', 'sociable')",0.2375747,0.0625721,-0.1750026
1,1.4308441,1.4704676,"('unfriendly', 'friendly')",1.4308441,1.4704676,0.0396235
2,0.31302625,0.52881837,"('unlikable', 'likable')",0.3130262,0.5288184,0.2157922
3,0.32038268,0.46790427,"('repellent', 'pleasant')",0.3203827,0.4679043,0.1475216
4,-8.02614,-8.048326,"('disliked', 'liked')",-8.0261402,-8.0483255,-0.0221853
5,-0.6678676,-0.47748795,"('distant', 'outgoing')",-0.6678676,-0.477488,0.1903796
6,-0.24858633,-0.08780399,"('distant', 'open')",-0.2485863,-0.087804,0.1607823
7,0.81471574,0.8642447,"('insensitive', 'sensitive')",0.8147157,0.8642447,0.049529
8,1.3630269,1.3552458,"('unaffectionate', 'affectionate')",1.3630269,1.3552458,-0.0077811
9,1.9978501,2.1151142,"('unaffectionate', 'caring')",1.9978501,2.1151142,0.1172641
10,1.0578822,1.154118,"('unsympathetic', 'sympathetic')",1.0578822,1.1541179,0.0962357
11,1.9048114,2.0417628,"('unhelpful', 'helpful')",1.9048114,2.0417628,0.1369514
12,-1.4288256,-1.4335632,"('unsupportive', 'supportive')",-1.4288256,-1.4335632,-0.0047376
13,0.23471127,0.21232137,"('impolite', 'polite')",0.2347113,0.2123214,-0.0223899
14,-0.09922989,-0.22926974,"('antisocial', 'social')",-0.0992299,-0.2292697,-0.1300398
15,0.55777264,0.48207098,"('boring', 'funny')",0.5577726,0.482071,-0.0757016
16,-0.40197605,-0.2784142,"('unpopular', 'popular')",-0.401976,-0.2784142,0.1235618
17,-0.3487057,-0.40105233,"('nasty', 'nice')",-0.3487057,-0.4010523,-0.0523466
18,-0.6607844,-0.68601733,"('disagreeable', 'welcoming')",-0.6607844,-0.6860173,-0.0252329
19,-0.19142824,-0.054539554,"('inhospitable', 'hospitable')",-0.1914282,-0.0545396,0.1368886
20,0.6658629,0.5418102,"('rough', 'thoughtful')",0.6658629,0.5418102,-0.1240527
21,-0.18172167,0.09247065,"('immoral', 'moral')",-0.1817217,0.0924707,0.2741924
22,-1.0261033,-1.0783676,"('untrustworthy', 'trustworthy')",-1.0261033,-1.0783676,-0.0522643
23,7.095984,7.2079983,"('insincere', 'sincere')",7.095984,7.2079983,0.1120143
24,1.696215,1.6766099,"('dishonest', 'honest')",1.696215,1.6766099,-0.0196051
25,0.44869623,0.41845056,"('egoistic', 'altruistic')",0.4486962,0.4184506,-0.0302456
26,0.90358454,0.6799136,"('hardhearted', 'benevolent')",0.9035845,0.6799136,-0.2236709
27,1.4843466,1.3117234,"('hardhearted', 'softhearted')",1.4843466,1.3117234,-0.1726232
28,1.2227134,1.2205042,"('disloyal', 'loyal')",1.2227134,1.2205042,-0.0022092
29,-0.6766093,-0.86443794,"('unfair', 'fair')",-0.6766093,-0.8644379,-0.1878286
30,1.1781367,1.2937902,"('intolerant', 'tolerant')",1.1781367,1.2937902,0.1156535
31,-1.7075847,-1.72064,"('evil', 'good')",-1.7075847,-1.7206399,-0.0130552
32,1.5729861,1.5264337,"('unkind', 'kind')",1.5729861,1.5264337,-0.0465524
33,-0.40619752,-0.4157551,"('wrong', 'right')",-0.4061975,-0.4157551,-0.0095576
34,4.947284,5.2457066,"('mean', 'honorable')",4.9472842,5.2457066,0.2984224
35,-1.0506957,-1.3084342,"('corrupt', 'incorrupt')",-1.0506957,-1.3084342,-0.2577385
36,-0.79319185,-0.8341346,"('hostile', 'amicable')",-0.7931919,-0.8341346,-0.0409427
37,0.99367803,1.0333288,"('fake', 'genuine')",0.993678,1.0333288,0.0396508
38,0.2339651,0.35259336,"('untruthful', 'truthful')",0.2339651,0.3525934,0.1186283
39,-0.06511647,-0.0678599,"('exploitative', 'cooperative')",-0.0651165,-0.0678599,-0.0027434
40,-2.017592,-2.3016002,"('stingy', 'generous')",-2.017592,-2.3016002,-0.2840082
41,0.3085238,0.21419813,"('unforgiving', 'forgiving')",0.3085238,0.2141981,-0.0943257
42,-3.031742,-3.0297341,"('unreliable', 'reliable')",-3.0317421,-3.0297341,0.002008
43,1.2172351,1.3890674,"('irresponsible', 'responsible')",1.2172351,1.3890674,0.1718323
44,-1.5969033,-1.5976393,"('prejudiced', 'unprejudiced')",-1.5969033,-1.5976393,-0.000736
45,0.2266392,0.20430781,"('incompetent', 'competent')",0.2266392,0.2043078,-0.0223314
46,-0.64851165,-0.6091661,"('uncompetitive', 'competitive')",-0.6485116,-0.6091661,0.0393455
47,5.9556775,6.1803136,"('stupid', 'smart')",5.9556775,6.1803136,0.2246361
48,0.65795964,0.68336046,"('unintelligent', 'intelligent')",0.6579596,0.6833605,0.0254009
49,0.13263701,0.3645692,"('unable', 'able')",0.132637,0.3645692,0.2319322
50,-0.18750167,-0.18547457,"('clumsy', 'skillful')",-0.1875017,-0.1854746,0.0020271
51,0.39062226,0.3671619,"('uneducated', 'educated')",0.3906223,0.3671619,-0.0234604
52,-0.574115,-0.595934,"('irrational', 'rational')",-0.574115,-0.595934,-0.021819
53,0.47104532,0.5058654,"('uncreative', 'creative')",0.4710453,0.5058654,0.0348201
54,1.0700896,1.332803,"('incapable', 'capable')",1.0700896,1.332803,0.2627134
55,0.8416739,0.9119043,"('incompetent', 'clever')",0.8416739,0.9119043,0.0702304
56,0.67918277,0.7472402,"('impractical', 'practical')",0.6791828,0.7472402,0.0680574
57,-3.1178136,-3.0786486,"('unimaginative', 'imaginative')",-3.1178136,-3.0786486,0.039165
58,0.27945662,0.20312658,"('undiscriminating', 'discriminating')",0.2794566,0.2031266,-0.07633
59,-0.05811768,-0.003983788,"('foolish', 'wise')",-0.0581177,-0.0039838,0.0541339
60,1.0079354,1.2079192,"('inefficient', 'efficient')",1.0079354,1.2079192,0.1999838
61,0.4708704,0.3482726,"('illogical', 'logical')",0.4708704,0.3482726,-0.1225978
62,0.8735049,1.0479476,"('incompetent', 'brilliant')",0.8735049,1.0479476,0.1744427
63,0.4640156,0.5255299,"('unperceptive', 'insightful')",0.4640156,0.5255299,0.0615143
64,-7.0739355,-7.0042925,"('shy', 'confident')",-7.0739355,-7.0042925,0.069643
65,0.011415128,0.019302214,"('insecure', 'secure')",0.0114151,0.0193022,0.0078871
66,-0.07256897,-0.2612651,"('inactive', 'active')",-0.072569,-0.2612651,-0.1886961
67,-0.019425347,-0.058084812,"('doubtful', 'determined')",-0.0194253,-0.0580848,-0.0386595
68,-0.799048,-0.6801175,"('dependent', 'independent')",-0.799048,-0.6801175,0.1189305
69,-2.049314,-2.091527,"('lazy', 'industrious')",-2.049314,-2.091527,-0.042213
70,0.9455847,0.97056067,"('lethargic', 'energetic')",0.9455847,0.9705607,0.024976
71,0.3709076,0.39702803,"('diffident', 'self-confident')",0.3709076,0.397028,0.0261204
72,0.7510618,0.7747483,"('unambitious', 'ambitious')",0.7510618,0.7747483,0.0236865
73,-3.722179,-3.693547,"('helpless', 'self-reliant')",-3.7221789,-3.693547,0.0286319
74,-0.02078949,-0.1515998,"('undedicated', 'dedicated')",-0.0207895,-0.1515998,-0.1308103
75,-1.3395525,-1.2450894,"('meek', 'impulsive')",-1.3395525,-1.2450894,0.0944631
76,0.59798586,0.538123,"('anxious', 'daring')",0.5979859,0.538123,-0.0598629
77,-1.1168957,-0.903981,"('unmotivated', 'motivated')",-1.1168957,-0.903981,0.2129147
78,-0.756291,-0.7463506,"('nonresilient', 'resilient')",-0.756291,-0.7463506,0.0099404
79,-0.6243112,-0.50569284,"('wavering', 'unwavering')",-0.6243112,-0.5056928,0.1186184
80,-0.4581892,-0.5906934,"('dominated', 'dominating')",-0.4581892,-0.5906934,-0.1325042
81,-0.24939251,-0.11649698,"('submissive', 'aggressive')",-0.2493925,-0.116497,0.1328955
82,7.163092,7.5047355,"('poor', 'rich')",7.1630921,7.5047355,0.3416434
83,-0.4518415,-0.5193501,"('powerless', 'powerful')",-0.4518415,-0.5193501,-0.0675086
84,0.4739846,0.43536574,"('inferior', 'superior')",0.4739846,0.4353657,-0.0386189
85,-1.0309772,-1.0661151,"('insignificant', 'prestigious')",-1.0309772,-1.0661151,-0.0351379
86,0.44682017,0.49342054,"('uninfluential', 'influential')",0.4468202,0.4934205,0.0466003
87,-0.12945615,-0.02250852,"('unsuccessful', 'successful')",-0.1294561,-0.0225085,0.1069476
88,0.0030887295,0.10638951,"('low', 'eminent')",0.0030887,0.1063895,0.1033008
