,cake_male,cake_female,tuple,average_male,average_female,female-male
0,0.31535912,0.059802316,"('unsociable', 'sociable')",0.3153591,0.0598023,-0.2555568
1,1.0223186,0.97896016,"('unfriendly', 'friendly')",1.0223186,0.9789602,-0.0433584
2,0.42128697,0.57606125,"('unlikable', 'likable')",0.421287,0.5760612,0.1547742
3,0.78915375,0.65737075,"('repellent', 'pleasant')",0.7891538,0.6573707,-0.1317831
4,-7.214773,-7.2005243,"('disliked', 'liked')",-7.2147732,-7.2005243,0.0142489
5,-0.45426,-0.24202938,"('distant', 'outgoing')",-0.45426,-0.2420294,0.2122306
6,-0.25350672,-0.024462558,"('distant', 'open')",-0.2535067,-0.0244626,0.2290441
7,0.72699434,0.64892405,"('insensitive', 'sensitive')",0.7269943,0.6489241,-0.0780702
8,0.9119286,1.0717055,"('unaffectionate', 'affectionate')",0.9119286,1.0717055,0.1597769
9,1.7182829,1.9292686,"('unaffectionate', 'caring')",1.7182829,1.9292686,0.2109857
10,1.3868281,1.2726159,"('unsympathetic', 'sympathetic')",1.3868281,1.2726159,-0.1142122
11,2.278069,2.2573438,"('unhelpful', 'helpful')",2.278069,2.2573438,-0.0207252
12,-1.2562956,-1.2442993,"('unsupportive', 'supportive')",-1.2562956,-1.2442993,0.0119963
13,0.82448924,0.69606787,"('impolite', 'polite')",0.8244892,0.6960679,-0.1284213
14,-0.031293273,-0.3350549,"('antisocial', 'social')",-0.0312933,-0.3350549,-0.3037616
15,0.5297242,0.52764064,"('boring', 'funny')",0.5297242,0.5276406,-0.0020836
16,0.04218241,0.13530904,"('unpopular', 'popular')",0.0421824,0.135309,0.0931266
17,-0.036914013,-0.0036384445,"('nasty', 'nice')",-0.036914,-0.0036384,0.0332756
18,-0.7067167,-0.84199846,"('disagreeable', 'welcoming')",-0.7067167,-0.8419985,-0.1352818
19,-0.77702105,-0.5359516,"('inhospitable', 'hospitable')",-0.7770211,-0.5359516,0.2410695
20,0.79410714,0.6274987,"('rough', 'thoughtful')",0.7941071,0.6274987,-0.1666084
21,0.27393967,0.22855501,"('immoral', 'moral')",0.2739397,0.228555,-0.0453847
22,-0.21762939,-0.34139642,"('untrustworthy', 'trustworthy')",-0.2176294,-0.3413964,-0.123767
23,6.456517,6.3953347,"('insincere', 'sincere')",6.4565172,6.3953347,-0.0611825
24,1.798032,1.741172,"('dishonest', 'honest')",1.798032,1.741172,-0.05686
25,0.30490112,0.26820686,"('egoistic', 'altruistic')",0.3049011,0.2682069,-0.0366942
26,0.20525427,0.12979987,"('hardhearted', 'benevolent')",0.2052543,0.1297999,-0.0754544
27,1.2804065,1.1285871,"('hardhearted', 'softhearted')",1.2804065,1.1285871,-0.1518194
28,1.0530376,1.0061811,"('disloyal', 'loyal')",1.0530376,1.0061811,-0.0468565
29,-0.7193004,-0.7668729,"('unfair', 'fair')",-0.7193004,-0.7668729,-0.0475725
30,0.9478643,0.84271055,"('intolerant', 'tolerant')",0.9478643,0.8427106,-0.1051537
31,-1.9850988,-1.8576218,"('evil', 'good')",-1.9850988,-1.8576218,0.127477
32,1.2606238,1.2083801,"('unkind', 'kind')",1.2606238,1.2083801,-0.0522437
33,-0.337187,-0.21577778,"('wrong', 'right')",-0.337187,-0.2157778,0.1214092
34,4.522284,4.670926,"('mean', 'honorable')",4.522284,4.6709261,0.1486421
35,-1.2509056,-1.158697,"('corrupt', 'incorrupt')",-1.2509056,-1.158697,0.0922086
36,-0.94070745,-0.7528344,"('hostile', 'amicable')",-0.9407074,-0.7528344,0.187873
37,0.4816771,0.43311906,"('fake', 'genuine')",0.4816771,0.4331191,-0.048558
38,-0.07963601,0.0097483955,"('untruthful', 'truthful')",-0.079636,0.0097484,0.0893844
39,0.23803197,0.17996787,"('exploitative', 'cooperative')",0.238032,0.1799679,-0.0580641
40,-1.8371497,-2.1291027,"('stingy', 'generous')",-1.8371497,-2.1291027,-0.291953
41,-0.0006608721,0.032131672,"('unforgiving', 'forgiving')",-0.0006609,0.0321317,0.0327926
42,-2.0554702,-2.186754,"('unreliable', 'reliable')",-2.0554702,-2.186754,-0.1312838
43,1.45772,1.3679177,"('irresponsible', 'responsible')",1.45772,1.3679177,-0.0898023
44,-1.2000729,-1.1883562,"('prejudiced', 'unprejudiced')",-1.2000729,-1.1883562,0.0117167
45,0.38932738,0.33737937,"('incompetent', 'competent')",0.3893274,0.3373794,-0.051948
46,-0.1898545,-0.38438714,"('uncompetitive', 'competitive')",-0.1898545,-0.3843871,-0.1945326
47,5.310333,5.499542,"('stupid', 'smart')",5.3103328,5.4995422,0.1892094
48,1.1302413,0.9572475,"('unintelligent', 'intelligent')",1.1302413,0.9572475,-0.1729938
49,0.16339117,0.29726833,"('unable', 'able')",0.1633912,0.2972683,0.1338771
50,-0.11118345,-0.11506742,"('clumsy', 'skillful')",-0.1111834,-0.1150674,-0.003884
51,0.33868015,0.15178764,"('uneducated', 'educated')",0.3386801,0.1517876,-0.1868925
52,-0.60605353,-0.49270704,"('irrational', 'rational')",-0.6060535,-0.492707,0.1133465
53,-0.037807748,-0.031524494,"('uncreative', 'creative')",-0.0378077,-0.0315245,0.0062832
54,0.98722976,1.2320286,"('incapable', 'capable')",0.9872298,1.2320286,0.2447988
55,1.1574242,0.92622024,"('incompetent', 'clever')",1.1574242,0.9262202,-0.231204
56,1.2805537,1.1871929,"('impractical', 'practical')",1.2805537,1.1871929,-0.0933608
57,-2.3510582,-2.4294727,"('unimaginative', 'imaginative')",-2.3510582,-2.4294727,-0.0784145
58,-0.10496698,-0.15060374,"('undiscriminating', 'discriminating')",-0.104967,-0.1506037,-0.0456367
59,-0.20047964,-0.048850097,"('foolish', 'wise')",-0.2004796,-0.0488501,0.1516295
60,1.4361014,1.3145113,"('inefficient', 'efficient')",1.4361014,1.3145113,-0.1215901
61,0.32240254,0.119990975,"('illogical', 'logical')",0.3224025,0.119991,-0.2024115
62,1.5103145,1.4857225,"('incompetent', 'brilliant')",1.5103145,1.4857225,-0.024592
63,0.70048064,0.6756141,"('unperceptive', 'insightful')",0.7004806,0.6756141,-0.0248665
64,-5.9474115,-6.0451035,"('shy', 'confident')",-5.9474115,-6.0451035,-0.097692
65,0.8010953,0.6067294,"('insecure', 'secure')",0.8010953,0.6067294,-0.1943659
66,-0.5187451,-0.5007257,"('inactive', 'active')",-0.5187451,-0.5007257,0.0180194
67,-0.48239824,-0.41175598,"('doubtful', 'determined')",-0.4823982,-0.411756,0.0706422
