,earthquake_male,earthquake_female,tuple,average_male,average_female,female-male
0,0.21681125,0.21387121,"('unsociable', 'sociable')",0.2168113,0.2138712,-0.0029401
1,1.4506018,1.1250821,"('unfriendly', 'friendly')",1.4506018,1.1250821,-0.3255197
2,0.77787703,0.7597554,"('unlikable', 'likable')",0.777877,0.7597554,-0.0181216
3,0.32372084,0.67320734,"('repellent', 'pleasant')",0.3237208,0.6732073,0.3494865
4,-6.45905,-6.684847,"('disliked', 'liked')",-6.4590502,-6.6848469,-0.2257967
5,-0.8174123,-0.8788781,"('distant', 'outgoing')",-0.8174123,-0.8788781,-0.0614658
6,-0.80396295,-0.785304,"('distant', 'open')",-0.8039629,-0.785304,0.0186589
7,1.0807605,1.074375,"('insensitive', 'sensitive')",1.0807605,1.074375,-0.0063855
8,1.4552264,1.3295518,"('unaffectionate', 'affectionate')",1.4552264,1.3295518,-0.1256746
9,2.0046158,2.0207596,"('unaffectionate', 'caring')",2.0046158,2.0207596,0.0161438
10,0.7158187,1.015349,"('unsympathetic', 'sympathetic')",0.7158187,1.015349,0.2995303
11,2.3091502,2.2334902,"('unhelpful', 'helpful')",2.3091502,2.2334902,-0.07566
12,-1.3146706,-1.2178476,"('unsupportive', 'supportive')",-1.3146706,-1.2178476,0.096823
13,0.52458894,0.514661,"('impolite', 'polite')",0.5245889,0.514661,-0.0099279
14,0.15013564,0.26734176,"('antisocial', 'social')",0.1501356,0.2673418,0.1172062
15,0.8667187,0.5986896,"('boring', 'funny')",0.8667187,0.5986896,-0.2680291
16,-0.4100343,-0.64552397,"('unpopular', 'popular')",-0.4100343,-0.645524,-0.2354897
17,-0.1439283,-0.22208822,"('nasty', 'nice')",-0.1439283,-0.2220882,-0.0781599
18,-0.6164438,-0.6936649,"('disagreeable', 'welcoming')",-0.6164438,-0.6936649,-0.0772211
19,-0.82715905,-0.92047995,"('inhospitable', 'hospitable')",-0.827159,-0.92048,-0.093321
20,-0.3325151,-0.19858295,"('rough', 'thoughtful')",-0.3325151,-0.1985829,0.1339322
21,0.8520052,0.9069842,"('immoral', 'moral')",0.8520052,0.9069842,0.054979
22,-0.56754696,-0.5601167,"('untrustworthy', 'trustworthy')",-0.567547,-0.5601167,0.0074303
23,6.419582,6.31731,"('insincere', 'sincere')",6.4195819,6.3173099,-0.102272
24,1.445795,1.5930232,"('dishonest', 'honest')",1.4457951,1.5930232,0.1472281
25,0.92770284,0.8254142,"('egoistic', 'altruistic')",0.9277028,0.8254142,-0.1022886
26,1.37356,1.0355852,"('hardhearted', 'benevolent')",1.37356,1.0355852,-0.3379748
27,0.88018477,1.0395224,"('hardhearted', 'softhearted')",0.8801848,1.0395224,0.1593376
28,1.1816481,1.0441442,"('disloyal', 'loyal')",1.1816481,1.0441442,-0.1375039
29,-1.5226994,-1.688048,"('unfair', 'fair')",-1.5226994,-1.688048,-0.1653486
30,0.9491616,0.99948275,"('intolerant', 'tolerant')",0.9491616,0.9994828,0.0503212
31,-2.275648,-2.3517272,"('evil', 'good')",-2.2756481,-2.3517272,-0.0760791
32,1.7611821,1.4880247,"('unkind', 'kind')",1.7611821,1.4880247,-0.2731574
33,-0.23564854,-0.42031625,"('wrong', 'right')",-0.2356485,-0.4203162,-0.1846677
34,4.495282,4.3630953,"('mean', 'honorable')",4.4952822,4.3630953,-0.1321869
35,-1.341804,-1.6622822,"('corrupt', 'incorrupt')",-1.341804,-1.6622822,-0.3204782
36,-0.8380071,-1.2300062,"('hostile', 'amicable')",-0.8380071,-1.2300062,-0.3919991
37,0.56438977,0.6545911,"('fake', 'genuine')",0.5643898,0.6545911,0.0902013
