,oversight_male,oversight_female,tuple,average_male,average_female,female-male
0,0.11667034,0.12598997,"('unsociable', 'sociable')",0.1166703,0.12599,0.0093197
1,1.0333956,1.0488552,"('unfriendly', 'friendly')",1.0333956,1.0488552,0.0154596
2,-0.021136161,0.09777966,"('unlikable', 'likable')",-0.0211362,0.0977797,0.1189159
3,0.7371093,0.9066979,"('repellent', 'pleasant')",0.7371093,0.9066979,0.1695886
4,-7.457407,-7.559755,"('disliked', 'liked')",-7.457407,-7.5597548,-0.1023478
5,-0.7194164,-0.633476,"('distant', 'outgoing')",-0.7194164,-0.633476,0.0859404
6,-0.13934727,-0.19095507,"('distant', 'open')",-0.1393473,-0.1909551,-0.0516078
7,1.3538992,1.446228,"('insensitive', 'sensitive')",1.3538992,1.446228,0.0923288
8,0.9297648,0.84274125,"('unaffectionate', 'affectionate')",0.9297648,0.8427413,-0.0870235
9,1.4855914,1.5493798,"('unaffectionate', 'caring')",1.4855914,1.5493798,0.0637884
10,1.1575764,1.2043532,"('unsympathetic', 'sympathetic')",1.1575764,1.2043532,0.0467768
11,1.8635712,2.0726748,"('unhelpful', 'helpful')",1.8635712,2.0726748,0.2091036
12,-1.2540998,-1.1622025,"('unsupportive', 'supportive')",-1.2540998,-1.1622025,0.0918973
13,0.28829014,0.3628898,"('impolite', 'polite')",0.2882901,0.3628898,0.0745997
14,0.14051594,0.14832015,"('antisocial', 'social')",0.1405159,0.1483202,0.0078043
15,0.17860481,0.18054925,"('boring', 'funny')",0.1786048,0.1805492,0.0019444
16,-0.8397293,-0.7303216,"('unpopular', 'popular')",-0.8397293,-0.7303216,0.1094077
17,-0.26662228,-0.23815233,"('nasty', 'nice')",-0.2666223,-0.2381523,0.02847
18,-0.38258773,-0.33065614,"('disagreeable', 'welcoming')",-0.3825877,-0.3306561,0.0519316
19,-0.6571367,-0.5907252,"('inhospitable', 'hospitable')",-0.6571367,-0.5907252,0.0664115
