,grandfather_male,grandfather_female,tuple,average_male,average_female,female-male
0,0.364909,0.4222558,"('unsociable', 'sociable')",0.364909,0.4222558,0.0573468
1,1.4250978,1.4982219,"('unfriendly', 'friendly')",1.4250978,1.4982219,0.0731241
2,0.08464168,0.23477963,"('unlikable', 'likable')",0.0846417,0.2347796,0.1501379
3,1.023604,1.2807591,"('repellent', 'pleasant')",1.023604,1.2807591,0.2571551
4,-6.9433165,-6.948155,"('disliked', 'liked')",-6.9433165,-6.9481549,-0.0048384
5,-0.36544546,-0.15424535,"('distant', 'outgoing')",-0.3654455,-0.1542453,0.2112002
6,-0.07212024,0.064855695,"('distant', 'open')",-0.0721202,0.0648557,0.1369759
7,1.490667,1.6071026,"('insensitive', 'sensitive')",1.490667,1.6071026,0.1164356
8,0.8682419,0.84982055,"('unaffectionate', 'affectionate')",0.8682419,0.8498206,-0.0184213
9,1.320341,1.513768,"('unaffectionate', 'caring')",1.320341,1.513768,0.193427
10,1.1464629,1.2870005,"('unsympathetic', 'sympathetic')",1.1464629,1.2870005,0.1405376
11,1.9557216,2.211695,"('unhelpful', 'helpful')",1.9557216,2.211695,0.2559734
12,-1.17766,-0.85838485,"('unsupportive', 'supportive')",-1.17766,-0.8583848,0.3192752
13,0.36345798,0.41999736,"('impolite', 'polite')",0.363458,0.4199974,0.0565394
14,0.23768722,0.20077564,"('antisocial', 'social')",0.2376872,0.2007756,-0.0369116
15,0.39710823,0.31820294,"('boring', 'funny')",0.3971082,0.3182029,-0.0789053
16,-0.5426245,-0.4435376,"('unpopular', 'popular')",-0.5426245,-0.4435376,0.0990869
17,-0.2629358,-0.24552608,"('nasty', 'nice')",-0.2629358,-0.2455261,0.0174097
18,-0.096345685,-0.05129812,"('disagreeable', 'welcoming')",-0.0963457,-0.0512981,0.0450476
19,-0.65141934,-0.3890106,"('inhospitable', 'hospitable')",-0.6514193,-0.3890106,0.2624087
20,0.7481675,0.4971587,"('rough', 'thoughtful')",0.7481675,0.4971587,-0.2510088
21,0.028522655,0.22806786,"('immoral', 'moral')",0.0285227,0.2280679,0.1995452
22,-0.23758456,-0.04092228,"('untrustworthy', 'trustworthy')",-0.2375846,-0.0409223,0.1966623
23,6.581848,6.8755307,"('insincere', 'sincere')",6.5818481,6.8755307,0.2936826
24,1.6688108,1.8724056,"('dishonest', 'honest')",1.6688108,1.8724056,0.2035948
