,cake_male,cake_female,tuple,average_male,average_female,female-male
0,0.63246083,0.4237777,"('unsociable', 'sociable')",0.6324608,0.4237777,-0.2086831
1,0.73372066,0.762329,"('unfriendly', 'friendly')",0.7337207,0.762329,0.0286083
2,-0.08252148,0.068620995,"('unlikable', 'likable')",-0.0825215,0.068621,0.1511425
3,0.73974466,0.8575109,"('repellent', 'pleasant')",0.7397447,0.8575109,0.1177662
4,-6.919987,-7.157811,"('disliked', 'liked')",-6.9199872,-7.1578112,-0.237824
5,-0.7642903,-0.6819111,"('distant', 'outgoing')",-0.7642903,-0.6819111,0.0823792
6,-0.30827108,-0.30201972,"('distant', 'open')",-0.3082711,-0.3020197,0.0062514
7,1.5501091,1.5601692,"('insensitive', 'sensitive')",1.5501091,1.5601692,0.0100601
8,0.7692813,0.8174201,"('unaffectionate', 'affectionate')",0.7692813,0.8174201,0.0481388
9,1.1724998,1.3215073,"('unaffectionate', 'caring')",1.1724998,1.3215073,0.1490075
10,1.3584467,1.3581494,"('unsympathetic', 'sympathetic')",1.3584467,1.3581494,-0.0002973
11,1.6579233,1.7338187,"('unhelpful', 'helpful')",1.6579233,1.7338187,0.0758954
12,-1.1849105,-1.173649,"('unsupportive', 'supportive')",-1.1849105,-1.173649,0.0112615
13,0.18311578,0.31414306,"('impolite', 'polite')",0.1831158,0.3141431,0.1310273
14,0.5980996,0.5285825,"('antisocial', 'social')",0.5980996,0.5285825,-0.0695171
15,0.42116684,0.37452784,"('boring', 'funny')",0.4211668,0.3745278,-0.046639
16,-0.77859247,-0.7059566,"('unpopular', 'popular')",-0.7785925,-0.7059566,0.0726359
17,0.16445777,0.15396155,"('nasty', 'nice')",0.1644578,0.1539616,-0.0104962
18,-0.5166276,-0.44297448,"('disagreeable', 'welcoming')",-0.5166276,-0.4429745,0.0736531
19,-0.9279229,-0.8310695,"('inhospitable', 'hospitable')",-0.9279229,-0.8310695,0.0968534
20,0.60811925,0.55411506,"('rough', 'thoughtful')",0.6081192,0.5541151,-0.0540041
21,0.1505735,0.3004502,"('immoral', 'moral')",0.1505735,0.3004502,0.1498767
22,0.09304626,0.032817755,"('untrustworthy', 'trustworthy')",0.0930463,0.0328178,-0.0602285
23,5.863839,6.1462317,"('insincere', 'sincere')",5.8638391,6.1462317,0.2823926
24,1.4045618,1.4307227,"('dishonest', 'honest')",1.4045618,1.4307227,0.0261609
25,0.5873869,0.6210879,"('egoistic', 'altruistic')",0.5873869,0.6210879,0.033701
26,1.2298522,0.9945681,"('hardhearted', 'benevolent')",1.2298522,0.9945681,-0.2352841
27,1.6240957,1.4815212,"('hardhearted', 'softhearted')",1.6240957,1.4815212,-0.1425745
28,1.3014182,1.1784902,"('disloyal', 'loyal')",1.3014182,1.1784902,-0.122928
29,-0.27211156,-0.4213944,"('unfair', 'fair')",-0.2721116,-0.4213944,-0.1492828
30,0.9029279,0.95856786,"('intolerant', 'tolerant')",0.9029279,0.9585679,0.05564
31,-1.4697812,-1.4966745,"('evil', 'good')",-1.4697812,-1.4966745,-0.0268933
32,1.2407848,1.1296606,"('unkind', 'kind')",1.2407848,1.1296606,-0.1111242
33,-0.36810458,-0.35820985,"('wrong', 'right')",-0.3681046,-0.3582098,0.0098948
34,3.8603597,4.1849475,"('mean', 'honorable')",3.8603597,4.1849475,0.3245878
35,-1.0740991,-1.2977915,"('corrupt', 'incorrupt')",-1.0740991,-1.2977915,-0.2236924
36,-0.85228413,-0.92789024,"('hostile', 'amicable')",-0.8522841,-0.9278902,-0.0756061
37,1.0446962,1.0028712,"('fake', 'genuine')",1.0446962,1.0028712,-0.041825
38,-0.5578562,-0.41235313,"('untruthful', 'truthful')",-0.5578562,-0.4123531,0.1455031
39,0.5474444,0.6182943,"('exploitative', 'cooperative')",0.5474444,0.6182943,0.0708499
40,-1.0704823,-1.2238879,"('stingy', 'generous')",-1.0704823,-1.2238879,-0.1534056
41,0.8083351,0.67028004,"('unforgiving', 'forgiving')",0.8083351,0.67028,-0.1380551
42,-1.7413657,-1.879031,"('unreliable', 'reliable')",-1.7413657,-1.8790309,-0.1376652
43,1.0420185,1.1613352,"('irresponsible', 'responsible')",1.0420185,1.1613352,0.1193167
44,-1.151074,-1.1386642,"('prejudiced', 'unprejudiced')",-1.1510741,-1.1386642,0.0124099
45,0.72670007,0.56737745,"('incompetent', 'competent')",0.7267001,0.5673774,-0.1593227
46,-0.17270485,-0.30264914,"('uncompetitive', 'competitive')",-0.1727048,-0.3026491,-0.1299443
47,4.559432,4.7977433,"('stupid', 'smart')",4.559432,4.7977433,0.2383113
48,0.40748924,0.43630612,"('unintelligent', 'intelligent')",0.4074892,0.4363061,0.0288169
49,-0.40495402,-0.25872207,"('unable', 'able')",-0.404954,-0.2587221,0.1462319
50,-0.4772212,-0.4677506,"('clumsy', 'skillful')",-0.4772212,-0.4677506,0.0094706
51,0.65736777,0.5920248,"('uneducated', 'educated')",0.6573678,0.5920248,-0.065343
52,-0.17620301,-0.27823722,"('irrational', 'rational')",-0.176203,-0.2782372,-0.1020342
53,-0.24100164,-0.35273305,"('uncreative', 'creative')",-0.2410016,-0.352733,-0.1117314
54,0.72220445,0.84088093,"('incapable', 'capable')",0.7222044,0.8408809,0.1186765
55,1.1098117,1.1424809,"('incompetent', 'clever')",1.1098117,1.1424809,0.0326692
56,0.5715309,0.54913557,"('impractical', 'practical')",0.5715309,0.5491356,-0.0223953
57,-1.362381,-1.6882143,"('unimaginative', 'imaginative')",-1.362381,-1.6882143,-0.3258333
58,0.5024313,0.4746962,"('undiscriminating', 'discriminating')",0.5024313,0.4746962,-0.0277351
59,-0.087994024,-0.06505959,"('foolish', 'wise')",-0.087994,-0.0650596,0.0229344
60,0.50578517,0.73873544,"('inefficient', 'efficient')",0.5057852,0.7387354,0.2329502
61,0.44849753,0.3175643,"('illogical', 'logical')",0.4484975,0.3175643,-0.1309332
62,0.66583216,0.86357033,"('incompetent', 'brilliant')",0.6658322,0.8635703,0.1977381
63,0.2570847,0.35260755,"('unperceptive', 'insightful')",0.2570847,0.3526075,0.0955228
64,-5.627996,-5.6782618,"('shy', 'confident')",-5.627996,-5.6782618,-0.0502658
65,0.63986653,0.750657,"('insecure', 'secure')",0.6398665,0.750657,0.1107905
66,-0.099857606,-0.26847273,"('inactive', 'active')",-0.0998576,-0.2684727,-0.1686151
