,mention_male,mention_female,tuple,average_male,average_female,female-male
0,0.20434521,0.19226463,"('unsociable', 'sociable')",0.2043452,0.1922646,-0.0120806
1,0.94211906,0.9232743,"('unfriendly', 'friendly')",0.9421191,0.9232743,-0.0188448
2,0.45286888,0.5702892,"('unlikable', 'likable')",0.4528689,0.5702892,0.1174203
3,0.98382246,1.102883,"('repellent', 'pleasant')",0.9838225,1.102883,0.1190605
4,-7.1903744,-7.0875115,"('disliked', 'liked')",-7.1903744,-7.0875115,0.1028629
5,-0.442237,-0.31060556,"('distant', 'outgoing')",-0.442237,-0.3106056,0.1316314
6,-0.1382797,-0.092392355,"('distant', 'open')",-0.1382797,-0.0923924,0.0458873
7,1.2219617,1.2267647,"('insensitive', 'sensitive')",1.2219617,1.2267647,0.004803
8,1.0152462,0.8243211,"('unaffectionate', 'affectionate')",1.0152462,0.8243211,-0.1909251
9,1.2322533,1.1333703,"('unaffectionate', 'caring')",1.2322533,1.1333703,-0.098883
10,1.6714907,1.4809811,"('unsympathetic', 'sympathetic')",1.6714907,1.4809811,-0.1905096
11,1.9153852,1.8116037,"('unhelpful', 'helpful')",1.9153852,1.8116037,-0.1037815
12,-1.2297287,-1.2027236,"('unsupportive', 'supportive')",-1.2297287,-1.2027236,0.0270051
13,0.3142572,0.28706458,"('impolite', 'polite')",0.3142572,0.2870646,-0.0271926
14,0.38194042,0.40228948,"('antisocial', 'social')",0.3819404,0.4022895,0.0203491
15,0.19475302,0.20505854,"('boring', 'funny')",0.194753,0.2050585,0.0103055
16,-0.6674003,-0.47757763,"('unpopular', 'popular')",-0.6674003,-0.4775776,0.1898227
17,0.21119969,0.11125092,"('nasty', 'nice')",0.2111997,0.1112509,-0.0999488
18,-0.24157478,-0.18556087,"('disagreeable', 'welcoming')",-0.2415748,-0.1855609,0.0560139
19,-0.4897136,-0.47622278,"('inhospitable', 'hospitable')",-0.4897136,-0.4762228,0.0134908
20,0.7718614,0.65078545,"('rough', 'thoughtful')",0.7718614,0.6507854,-0.121076
21,0.37159577,0.46320435,"('immoral', 'moral')",0.3715958,0.4632044,0.0916086
22,0.29845354,0.27769265,"('untrustworthy', 'trustworthy')",0.2984535,0.2776926,-0.0207609
23,6.1782784,6.1990695,"('insincere', 'sincere')",6.1782784,6.1990695,0.0207911
24,1.9891133,1.959305,"('dishonest', 'honest')",1.9891133,1.959305,-0.0298083
25,0.33487985,0.26950347,"('egoistic', 'altruistic')",0.3348798,0.2695035,-0.0653763
26,0.32562745,0.18463811,"('hardhearted', 'benevolent')",0.3256274,0.1846381,-0.1409893
27,1.7219008,1.4455332,"('hardhearted', 'softhearted')",1.7219008,1.4455332,-0.2763676
28,1.0838386,0.9548693,"('disloyal', 'loyal')",1.0838386,0.9548693,-0.1289693
29,-0.27583787,-0.42704037,"('unfair', 'fair')",-0.2758379,-0.4270404,-0.1512025
30,0.99104977,0.8723128,"('intolerant', 'tolerant')",0.9910498,0.8723128,-0.118737
31,-1.0826943,-1.0199085,"('evil', 'good')",-1.0826943,-1.0199085,0.0627858
32,1.1609292,1.0057645,"('unkind', 'kind')",1.1609292,1.0057645,-0.1551647
33,-0.90989155,-0.7676721,"('wrong', 'right')",-0.9098915,-0.7676721,0.1422194
34,4.280098,4.4859204,"('mean', 'honorable')",4.280098,4.4859204,0.2058224
35,-0.88216645,-0.9976629,"('corrupt', 'incorrupt')",-0.8821664,-0.9976629,-0.1154965
36,-0.7172807,-0.8845046,"('hostile', 'amicable')",-0.7172807,-0.8845046,-0.1672239
37,0.670362,0.6128178,"('fake', 'genuine')",0.670362,0.6128178,-0.0575442
38,-0.33854783,-0.34297246,"('untruthful', 'truthful')",-0.3385478,-0.3429725,-0.0044247
39,0.058618095,0.100555904,"('exploitative', 'cooperative')",0.0586181,0.1005559,0.0419378
40,-0.92867875,-1.0179842,"('stingy', 'generous')",-0.9286788,-1.0179842,-0.0893054
41,0.2268195,0.0011225604,"('unforgiving', 'forgiving')",0.2268195,0.0011226,-0.2256969
42,-1.5576283,-1.624943,"('unreliable', 'reliable')",-1.5576283,-1.624943,-0.0673147
43,1.3783163,1.2840089,"('irresponsible', 'responsible')",1.3783163,1.2840089,-0.0943074
44,-1.1870656,-1.2311866,"('prejudiced', 'unprejudiced')",-1.1870656,-1.2311866,-0.044121
45,0.681086,0.5986881,"('incompetent', 'competent')",0.681086,0.5986881,-0.0823979
46,-0.33654457,-0.32323682,"('uncompetitive', 'competitive')",-0.3365446,-0.3232368,0.0133078
47,5.4272933,5.5982103,"('stupid', 'smart')",5.4272933,5.5982103,0.170917
48,1.0179048,0.9639097,"('unintelligent', 'intelligent')",1.0179048,0.9639097,-0.0539951
49,-0.35564536,-0.122104034,"('unable', 'able')",-0.3556454,-0.122104,0.2335414
50,-0.0605015,-0.0864004,"('clumsy', 'skillful')",-0.0605015,-0.0864004,-0.0258989
51,0.41230527,0.41251063,"('uneducated', 'educated')",0.4123053,0.4125106,0.0002053
52,-0.32962978,-0.383607,"('irrational', 'rational')",-0.3296298,-0.383607,-0.0539772
53,0.19066812,0.12268818,"('uncreative', 'creative')",0.1906681,0.1226882,-0.0679799
54,0.96853447,1.0584865,"('incapable', 'capable')",0.9685345,1.0584865,0.089952
55,1.0347496,1.060847,"('incompetent', 'clever')",1.0347496,1.060847,0.0260974
56,0.6568792,0.74523383,"('impractical', 'practical')",0.6568792,0.7452338,0.0883546
57,-2.2954469,-2.3881147,"('unimaginative', 'imaginative')",-2.2954469,-2.3881147,-0.0926678
58,-0.16473308,-0.2494062,"('undiscriminating', 'discriminating')",-0.1647331,-0.2494062,-0.0846731
59,-0.09767544,-0.02516108,"('foolish', 'wise')",-0.0976754,-0.0251611,0.0725143
60,0.6299956,0.7361976,"('inefficient', 'efficient')",0.6299956,0.7361976,0.106202
61,0.60120624,0.4525083,"('illogical', 'logical')",0.6012062,0.4525083,-0.1486979
62,1.3116981,1.4523221,"('incompetent', 'brilliant')",1.3116981,1.4523221,0.140624
63,0.8527369,0.909196,"('unperceptive', 'insightful')",0.8527369,0.909196,0.0564591
64,-5.2705913,-5.0906324,"('shy', 'confident')",-5.2705913,-5.0906324,0.1799589
65,1.3579489,1.229388,"('insecure', 'secure')",1.3579489,1.229388,-0.1285609
66,-0.16777906,-0.16527796,"('inactive', 'active')",-0.1677791,-0.165278,0.0025011
67,-0.77688575,-0.6836659,"('doubtful', 'determined')",-0.7768857,-0.6836659,0.0932198
68,-0.44805512,-0.31141642,"('dependent', 'independent')",-0.4480551,-0.3114164,0.1366387
69,-1.8385823,-1.6896746,"('lazy', 'industrious')",-1.8385823,-1.6896746,0.1489077
70,1.5543025,1.5378308,"('lethargic', 'energetic')",1.5543025,1.5378308,-0.0164717
71,0.28220448,0.565438,"('diffident', 'self-confident')",0.2822045,0.565438,0.2832335
72,0.9680739,1.0199907,"('unambitious', 'ambitious')",0.9680739,1.0199907,0.0519168
73,-3.055329,-2.9455564,"('helpless', 'self-reliant')",-3.0553291,-2.9455564,0.1097727
74,0.06769374,-0.011036886,"('undedicated', 'dedicated')",0.0676937,-0.0110369,-0.0787306
75,-0.88250166,-0.8317182,"('meek', 'impulsive')",-0.8825017,-0.8317182,0.0507835
76,1.0755931,0.9320535,"('anxious', 'daring')",1.0755931,0.9320535,-0.1435396
77,-0.9213952,-0.84883636,"('unmotivated', 'motivated')",-0.9213952,-0.8488364,0.0725588
78,-0.34658256,-0.2807686,"('nonresilient', 'resilient')",-0.3465826,-0.2807686,0.065814
79,0.033649165,-0.10906261,"('wavering', 'unwavering')",0.0336492,-0.1090626,-0.1427118
80,0.16237284,0.14824952,"('dominated', 'dominating')",0.1623728,0.1482495,-0.0141233
81,0.37903863,0.35431436,"('submissive', 'aggressive')",0.3790386,0.3543144,-0.0247242
82,5.832798,6.0771365,"('poor', 'rich')",5.832798,6.0771365,0.2443385
83,-0.6754359,-0.5496855,"('powerless', 'powerful')",-0.6754359,-0.5496855,0.1257504
84,-0.12652263,-0.17356688,"('inferior', 'superior')",-0.1265226,-0.1735669,-0.0470443
85,-1.5682341,-1.6113622,"('insignificant', 'prestigious')",-1.5682341,-1.6113622,-0.0431281
86,0.5134925,0.49169883,"('uninfluential', 'influential')",0.5134925,0.4916988,-0.0217937
87,-0.13894384,0.041660566,"('unsuccessful', 'successful')",-0.1389438,0.0416606,0.1806044
88,0.02189553,0.063147135,"('low', 'eminent')",0.0218955,0.0631471,0.0412516
