,accusation_male,accusation_female,tuple,average_male,average_female,female-male
0,-0.33873004,-0.42215466,"('unsociable', 'sociable')",-0.33873,-0.4221547,-0.0834247
1,0.9970173,1.0156459,"('unfriendly', 'friendly')",0.9970173,1.0156459,0.0186286
2,-0.09020643,0.013890155,"('unlikable', 'likable')",-0.0902064,0.0138902,0.1040966
3,0.7304317,0.76456535,"('repellent', 'pleasant')",0.7304317,0.7645653,0.0341336
4,-7.4670715,-7.551176,"('disliked', 'liked')",-7.4670715,-7.5511761,-0.0841046
5,-0.54735875,-0.49638063,"('distant', 'outgoing')",-0.5473588,-0.4963806,0.0509782
6,-0.08034577,-0.07390022,"('distant', 'open')",-0.0803458,-0.0739002,0.0064456
7,0.91113824,0.9326097,"('insensitive', 'sensitive')",0.9111382,0.9326097,0.0214715
8,0.88943565,0.8930222,"('unaffectionate', 'affectionate')",0.8894356,0.8930222,0.0035866
9,1.1667988,1.2420897,"('unaffectionate', 'caring')",1.1667988,1.2420897,0.0752909
10,1.1587833,1.1281638,"('unsympathetic', 'sympathetic')",1.1587833,1.1281638,-0.0306195
11,1.4892135,1.5074472,"('unhelpful', 'helpful')",1.4892135,1.5074472,0.0182337
12,-1.9522883,-1.9732965,"('unsupportive', 'supportive')",-1.9522883,-1.9732965,-0.0210082
13,-0.33317825,-0.36784387,"('impolite', 'polite')",-0.3331783,-0.3678439,-0.0346656
14,0.13421488,0.034818377,"('antisocial', 'social')",0.1342149,0.0348184,-0.0993965
15,-0.039140563,-0.087378696,"('boring', 'funny')",-0.0391406,-0.0873787,-0.0482381
16,-0.73183703,-0.640468,"('unpopular', 'popular')",-0.731837,-0.640468,0.091369
17,-0.74169093,-0.6479159,"('nasty', 'nice')",-0.7416909,-0.6479159,0.093775
18,-0.22293301,-0.29023448,"('disagreeable', 'welcoming')",-0.222933,-0.2902345,-0.0673015
19,-0.91082716,-0.88411814,"('inhospitable', 'hospitable')",-0.9108272,-0.8841181,0.0267091
20,1.0295362,0.9617196,"('rough', 'thoughtful')",1.0295362,0.9617196,-0.0678166
21,-0.22604454,-0.21527824,"('immoral', 'moral')",-0.2260445,-0.2152782,0.0107663
22,-0.60916483,-0.6565742,"('untrustworthy', 'trustworthy')",-0.6091648,-0.6565742,-0.0474094
23,6.3770213,6.4089546,"('insincere', 'sincere')",6.3770213,6.4089546,0.0319333
24,1.7495065,1.6207025,"('dishonest', 'honest')",1.7495065,1.6207025,-0.128804
25,0.6830043,0.6428044,"('egoistic', 'altruistic')",0.6830043,0.6428044,-0.0401999
26,0.63757885,0.59433764,"('hardhearted', 'benevolent')",0.6375788,0.5943376,-0.0432412
27,1.5723825,1.4497886,"('hardhearted', 'softhearted')",1.5723825,1.4497886,-0.1225939
28,1.0492759,1.0110577,"('disloyal', 'loyal')",1.0492759,1.0110577,-0.0382182
29,-0.8054825,-0.899616,"('unfair', 'fair')",-0.8054825,-0.899616,-0.0941335
30,0.9914624,0.9580403,"('intolerant', 'tolerant')",0.9914624,0.9580403,-0.0334221
31,-1.3712157,-1.273674,"('evil', 'good')",-1.3712157,-1.273674,0.0975417
32,0.9976868,0.93811965,"('unkind', 'kind')",0.9976868,0.9381196,-0.0595672
33,-0.72295934,-0.7124708,"('wrong', 'right')",-0.7229593,-0.7124708,0.0104885
34,4.580575,4.7079544,"('mean', 'honorable')",4.580575,4.7079544,0.1273794
35,-0.9207294,-1.0654142,"('corrupt', 'incorrupt')",-0.9207294,-1.0654142,-0.1446848
36,-0.8928171,-0.8637825,"('hostile', 'amicable')",-0.8928171,-0.8637825,0.0290346
37,0.8458265,0.85457957,"('fake', 'genuine')",0.8458265,0.8545796,0.0087531
38,-0.28666985,-0.2631553,"('untruthful', 'truthful')",-0.2866699,-0.2631553,0.0235146
39,0.2881065,0.20033967,"('exploitative', 'cooperative')",0.2881065,0.2003397,-0.0877668
40,-1.2654591,-1.4097811,"('stingy', 'generous')",-1.2654591,-1.4097811,-0.144322
41,-0.115700014,-0.12956959,"('unforgiving', 'forgiving')",-0.1157,-0.1295696,-0.0138696
42,-2.1980088,-2.2889636,"('unreliable', 'reliable')",-2.1980088,-2.2889636,-0.0909548
43,1.0557303,1.0380199,"('irresponsible', 'responsible')",1.0557303,1.0380199,-0.0177104
44,-1.0985097,-1.1130043,"('prejudiced', 'unprejudiced')",-1.0985097,-1.1130043,-0.0144946
45,-0.024810597,-0.046906292,"('incompetent', 'competent')",-0.0248106,-0.0469063,-0.0220957
46,-0.45773554,-0.552381,"('uncompetitive', 'competitive')",-0.4577355,-0.552381,-0.0946455
47,4.9149933,5.0732937,"('stupid', 'smart')",4.9149933,5.0732937,0.1583004
48,0.57553005,0.49784276,"('unintelligent', 'intelligent')",0.5755301,0.4978428,-0.0776873
49,0.20672853,0.22846577,"('unable', 'able')",0.2067285,0.2284658,0.0217373
50,-0.30351752,-0.31097597,"('clumsy', 'skillful')",-0.3035175,-0.310976,-0.0074585
51,0.7566716,0.6445404,"('uneducated', 'educated')",0.7566716,0.6445404,-0.1121312
52,-0.7618303,-0.74897194,"('irrational', 'rational')",-0.7618303,-0.7489719,0.0128584
53,-0.148497,-0.18851943,"('uncreative', 'creative')",-0.148497,-0.1885194,-0.0400224
54,0.9826665,1.0417315,"('incapable', 'capable')",0.9826665,1.0417315,0.059065
55,0.8981516,0.85869265,"('incompetent', 'clever')",0.8981516,0.8586926,-0.039459
56,0.3827281,0.33618823,"('impractical', 'practical')",0.3827281,0.3361882,-0.0465399
57,-2.6650274,-2.6558821,"('unimaginative', 'imaginative')",-2.6650274,-2.6558821,0.0091453
58,0.4710996,0.45574424,"('undiscriminating', 'discriminating')",0.4710996,0.4557442,-0.0153554
59,-0.30980915,-0.24700648,"('foolish', 'wise')",-0.3098091,-0.2470065,0.0628026
60,0.6375728,0.6310529,"('inefficient', 'efficient')",0.6375728,0.6310529,-0.0065199
61,0.2939629,0.10880102,"('illogical', 'logical')",0.2939629,0.108801,-0.1851619
62,0.4752916,0.51804584,"('incompetent', 'brilliant')",0.4752916,0.5180458,0.0427542
63,-0.029852115,-0.028357118,"('unperceptive', 'insightful')",-0.0298521,-0.0283571,0.001495
64,-6.3397975,-6.395606,"('shy', 'confident')",-6.3397975,-6.395606,-0.0558085
65,0.31834245,0.29846188,"('insecure', 'secure')",0.3183424,0.2984619,-0.0198805
66,-0.2608675,-0.29360828,"('inactive', 'active')",-0.2608675,-0.2936083,-0.0327408
67,-0.41770548,-0.38367653,"('doubtful', 'determined')",-0.4177055,-0.3836765,0.034029
68,-0.21402238,-0.31526184,"('dependent', 'independent')",-0.2140224,-0.3152618,-0.1012394
69,-2.2805855,-2.2339683,"('lazy', 'industrious')",-2.2805855,-2.2339683,0.0466172
70,1.2361624,1.1564481,"('lethargic', 'energetic')",1.2361624,1.1564481,-0.0797143
71,0.3892443,0.4172695,"('diffident', 'self-confident')",0.3892443,0.4172695,0.0280252
72,0.8515698,0.9345918,"('unambitious', 'ambitious')",0.8515698,0.9345918,0.083022
73,-2.9036953,-2.8881521,"('helpless', 'self-reliant')",-2.9036953,-2.8881521,0.0155432
74,0.42266098,0.27292132,"('undedicated', 'dedicated')",0.422661,0.2729213,-0.1497397
75,-0.8255664,-0.6933524,"('meek', 'impulsive')",-0.8255664,-0.6933524,0.132214
