,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.14735404,-0.13182251,"('unsociable', 'sociable')",-0.49149668,-0.58028257,-0.3194253,-0.3560525,-0.0366272
1,-0.77992284,-0.92671156,"('unfriendly', 'friendly')",1.924479,1.8154049,0.5722781,0.4443467,-0.1279314
2,0.7521456,0.74097663,"('unlikable', 'likable')",0.69453377,0.75863814,0.7233397,0.7498074,0.0264677
3,-0.1948251,-0.023581067,"('repellent', 'pleasant')",0.30346355,0.35141248,0.0543192,0.1639157,0.1095965
4,-0.33773613,-0.440621,"('disliked', 'liked')",-6.6509027,-6.792677,-3.4943194,-3.6166489,-0.1223295
5,-1.0668317,-1.1915693,"('distant', 'outgoing')",0.040979914,-0.018081978,-0.5129259,-0.6048257,-0.0918998
6,-1.6170609,-1.6907064,"('distant', 'open')",0.5370387,0.46302462,-0.5400111,-0.6138409,-0.0738298
7,-0.4632653,-0.21200106,"('insensitive', 'sensitive')",0.42730945,0.5965314,-0.0179779,0.1922652,0.2102431
8,-0.55180144,-0.69296145,"('unaffectionate', 'affectionate')",1.1624421,1.0539527,0.3053203,0.1804956,-0.1248247
9,-0.79305506,-0.8333196,"('unaffectionate', 'caring')",1.2521544,1.255259,0.2295496,0.2109697,-0.0185799
10,-0.52968484,-0.33768886,"('unsympathetic', 'sympathetic')",-0.43975416,-0.3932966,-0.4847195,-0.3654927,0.1192268
11,0.6193826,0.78792703,"('unhelpful', 'helpful')",1.3662901,1.5603452,0.9928364,1.1741362,0.1812998
12,0.069975585,0.20538384,"('unsupportive', 'supportive')",-1.9607646,-1.9269948,-0.9453945,-0.8608055,0.084589
13,0.3008292,0.3625032,"('impolite', 'polite')",-0.73376316,-0.67626953,-0.216467,-0.1568832,0.0595838
14,0.83194107,0.9164734,"('antisocial', 'social')",-0.44815975,-0.47346976,0.1918907,0.2215018,0.0296111
15,0.13160834,-0.05206933,"('boring', 'funny')",0.45030516,0.3884563,0.2909567,0.1681935,-0.1227632
16,-1.1255943,-1.1613891,"('unpopular', 'popular')",0.48310345,0.45257556,-0.3212454,-0.3544068,-0.0331614
17,-0.122818135,-0.089300156,"('nasty', 'nice')",-0.33712143,-0.2869687,-0.2299698,-0.1881344,0.0418354
18,-0.021663155,0.055681095,"('disagreeable', 'welcoming')",-0.23681524,-0.26019156,-0.1292392,-0.1022552,0.026984
19,-0.64498633,-0.6390396,"('inhospitable', 'hospitable')",-0.14802143,-0.05920691,-0.3965039,-0.3491232,0.0473807
20,-0.2161808,-0.15770796,"('rough', 'thoughtful')",1.3899629,1.3696868,0.5868911,0.6059895,0.0190984
21,0.5364517,0.55979073,"('immoral', 'moral')",-0.5263833,-0.40919036,0.0050342,0.0753002,0.070266
22,-0.071791105,-0.036506608,"('untrustworthy', 'trustworthy')",-0.9164112,-0.9255605,-0.4941012,-0.4810335,0.0130677
23,-0.28073075,-0.17774157,"('insincere', 'sincere')",5.6022763,5.703013,2.6607728,2.7626357,0.1018629
24,0.2141795,0.2036274,"('dishonest', 'honest')",0.83777875,0.8459833,0.5259791,0.5248054,-0.0011737
25,0.19053876,0.0203075,"('egoistic', 'altruistic')",1.6537218,1.5534567,0.9221303,0.7868821,-0.1352482
26,0.1543298,0.01874857,"('hardhearted', 'benevolent')",1.8486145,1.7560492,1.0014721,0.8873988,-0.1140733
27,-0.23270214,-0.19282746,"('hardhearted', 'softhearted')",1.6680363,1.576368,0.7176671,0.6917703,-0.0258968
28,-0.34848312,-0.38388622,"('disloyal', 'loyal')",0.85897416,0.80016726,0.2552455,0.2081405,-0.047105
29,-0.40407008,-0.4222765,"('unfair', 'fair')",-0.14224884,-0.30272457,-0.2731594,-0.3625005,-0.0893411
30,1.0535035,1.1222477,"('intolerant', 'tolerant')",1.250922,1.2851758,1.1522127,1.2037117,0.051499
31,-1.4493989,-1.5121832,"('evil', 'good')",-0.53489095,-0.70372635,-0.9921449,-1.1079547,-0.1158098
32,0.4830835,0.42924505,"('unkind', 'kind')",0.76164776,0.64563525,0.6223656,0.5374402,-0.0849254
33,0.3427284,0.22357139,"('wrong', 'right')",-0.38302666,-0.45601967,-0.0201491,-0.1162241,-0.096075
34,-0.062504046,0.098022185,"('mean', 'honorable')",5.7642736,6.022395,2.8508849,3.0602086,0.2093237
35,-0.5147173,-0.7124726,"('corrupt', 'incorrupt')",0.11149028,-0.08650794,-0.2016135,-0.3994903,-0.1978768
36,-0.9152925,-1.1140946,"('hostile', 'amicable')",0.47083145,0.21535161,-0.2222305,-0.4493715,-0.227141
37,0.37162918,0.48505697,"('fake', 'genuine')",0.4640485,0.514345,0.4178388,0.499701,0.0818622
38,-0.26894087,-0.24497686,"('untruthful', 'truthful')",-0.218596,-0.13184063,-0.2437684,-0.1884087,0.0553597
39,1.0979058,1.1727371,"('exploitative', 'cooperative')",0.24269333,0.2783685,0.6702995,0.7255528,0.0552533
40,0.15752007,0.18868428,"('stingy', 'generous')",-1.4492254,-1.576219,-0.6458527,-0.6937673,-0.0479146
41,-0.051273502,0.057877928,"('unforgiving', 'forgiving')",0.11886743,0.029018108,0.033797,0.043448,0.009651
42,0.76142156,0.92587966,"('unreliable', 'reliable')",-3.0193393,-2.9113753,-1.1289589,-0.9927478,0.1362111
43,0.021420162,0.19433919,"('irresponsible', 'responsible')",0.5274722,0.59287894,0.2744462,0.393609,0.1191628
44,0.47743613,0.45975712,"('prejudiced', 'unprejudiced')",-1.2977653,-1.3089253,-0.4101646,-0.4245841,-0.0144195
45,-0.6855434,-0.49863708,"('incompetent', 'competent')",-0.07642044,-0.06480653,-0.3809819,-0.2817218,0.0992601
46,-0.22426392,-0.031226255,"('uncompetitive', 'competitive')",-0.96473944,-0.9188033,-0.5945017,-0.4750148,0.1194869
47,0.523142,0.5884369,"('stupid', 'smart')",5.6721635,5.858297,3.0976527,3.223367,0.1257143
48,0.4022988,0.4831957,"('unintelligent', 'intelligent')",0.7957379,0.9025493,0.5990183,0.6928725,0.0938542
49,-0.0964632,0.016637884,"('unable', 'able')",-0.079128146,0.08585359,-0.0877957,0.0512457,0.1390414
50,-0.054881815,0.028957125,"('clumsy', 'skillful')",-0.0030012056,-0.0054745823,-0.0289415,0.0117413,0.0406828
51,-0.40626696,-0.44026726,"('uneducated', 'educated')",-0.022052929,0.024034895,-0.2141599,-0.2081162,0.0060437
52,0.02912093,-0.2999496,"('irrational', 'rational')",0.50616026,0.29044685,0.2676406,-0.0047514,-0.272392
53,-0.84220207,-0.8819699,"('uncreative', 'creative')",0.87281466,0.86104196,0.0153063,-0.010464,-0.0257703
54,-0.39903635,-0.53638047,"('incapable', 'capable')",1.0778039,1.1650764,0.3393838,0.314348,-0.0250358
55,0.28427768,0.48303977,"('incompetent', 'clever')",0.14497146,0.20745933,0.2146246,0.3452495,0.1306249
56,0.572444,0.64301616,"('impractical', 'practical')",-0.114478774,-0.039132982,0.2289826,0.3019416,0.072959
57,-0.9501683,-0.8588499,"('unimaginative', 'imaginative')",-2.681656,-2.6904042,-1.8159121,-1.774627,0.0412851
58,-0.32004085,-0.26640338,"('undiscriminating', 'discriminating')",0.17047937,0.13354665,-0.0747807,-0.0664284,0.0083523
59,0.4144317,0.33525857,"('foolish', 'wise')",0.6171858,0.595998,0.5158087,0.4656283,-0.0501804
60,0.70192707,0.92408544,"('inefficient', 'efficient')",-0.19844502,0.069598615,0.251741,0.496842,0.245101
61,0.056577884,-0.07399448,"('illogical', 'logical')",0.505072,0.38075003,0.2808249,0.1533778,-0.1274471
62,0.5384021,0.7319487,"('incompetent', 'brilliant')",0.11631455,0.3739356,0.3273583,0.5529422,0.2255839
63,-0.154731,0.063152306,"('unperceptive', 'insightful')",0.5412836,0.7181108,0.1932763,0.3906316,0.1973553
64,0.24648862,0.21208958,"('shy', 'confident')",-6.814527,-6.8862586,-3.2840192,-3.3370845,-0.0530653
65,0.3370935,0.34343863,"('insecure', 'secure')",-0.454418,-0.3997197,-0.0586623,-0.0281405,0.0305218
66,-0.41984534,-0.43442547,"('inactive', 'active')",0.63438934,0.61525637,0.107272,0.0904154,-0.0168566
67,0.5244041,0.51481295,"('doubtful', 'determined')",-0.5660398,-0.5472651,-0.0208178,-0.0162261,0.0045917
68,-0.3164135,-0.26445416,"('dependent', 'independent')",-0.5174789,-0.46863592,-0.4169462,-0.366545,0.0504012
