,cheek_male,cheek_female,tuple,average_male,average_female,female-male
0,0.6022083,0.519239,"('unsociable', 'sociable')",0.6022083,0.519239,-0.0829693
1,1.2303487,1.0855577,"('unfriendly', 'friendly')",1.2303487,1.0855577,-0.144791
2,0.4621749,0.6596978,"('unlikable', 'likable')",0.4621749,0.6596978,0.1975229
3,0.7899823,0.9192115,"('repellent', 'pleasant')",0.7899823,0.9192115,0.1292292
4,-7.2720327,-7.247894,"('disliked', 'liked')",-7.2720327,-7.2478938,0.0241389
5,-0.59830153,-0.44145122,"('distant', 'outgoing')",-0.5983015,-0.4414512,0.1568503
6,-0.40146285,-0.25228012,"('distant', 'open')",-0.4014629,-0.2522801,0.1491828
7,1.0435338,1.05515,"('insensitive', 'sensitive')",1.0435338,1.05515,0.0116162
8,0.67532843,0.64446104,"('unaffectionate', 'affectionate')",0.6753284,0.644461,-0.0308674
9,1.4330575,1.4938366,"('unaffectionate', 'caring')",1.4330575,1.4938366,0.0607791
10,1.6144681,1.6769831,"('unsympathetic', 'sympathetic')",1.6144681,1.6769831,0.062515
11,2.2634146,2.2430313,"('unhelpful', 'helpful')",2.2634146,2.2430313,-0.0203833
12,-1.4300544,-1.3750012,"('unsupportive', 'supportive')",-1.4300544,-1.3750012,0.0550532
13,1.0386611,1.0058509,"('impolite', 'polite')",1.0386611,1.0058509,-0.0328102
14,0.4419297,0.3195253,"('antisocial', 'social')",0.4419297,0.3195253,-0.1224044
15,0.7373845,0.6055173,"('boring', 'funny')",0.7373845,0.6055173,-0.1318672
16,-0.24831238,-0.18027067,"('unpopular', 'popular')",-0.2483124,-0.1802707,0.0680417
17,-0.26478446,-0.2066141,"('nasty', 'nice')",-0.2647845,-0.2066141,0.0581704
18,-0.5104951,-0.6289229,"('disagreeable', 'welcoming')",-0.5104951,-0.6289229,-0.1184278
19,-0.79929274,-0.6441161,"('inhospitable', 'hospitable')",-0.7992927,-0.6441161,0.1551766
20,0.8395943,0.7054071,"('rough', 'thoughtful')",0.8395943,0.7054071,-0.1341872
21,0.39053965,0.47951165,"('immoral', 'moral')",0.3905396,0.4795116,0.088972
22,0.09122795,0.13658638,"('untrustworthy', 'trustworthy')",0.0912279,0.1365864,0.0453585
23,6.530102,6.458718,"('insincere', 'sincere')",6.5301018,6.4587178,-0.071384
24,1.8525789,1.886146,"('dishonest', 'honest')",1.8525789,1.8861459,0.033567
25,0.19683926,0.092280164,"('egoistic', 'altruistic')",0.1968393,0.0922802,-0.1045591
26,0.31645256,0.113408715,"('hardhearted', 'benevolent')",0.3164526,0.1134087,-0.2030439
27,1.3640747,1.2104503,"('hardhearted', 'softhearted')",1.3640747,1.2104503,-0.1536244
28,1.2221172,1.1152021,"('disloyal', 'loyal')",1.2221172,1.1152021,-0.1069151
29,-0.83809066,-0.81080794,"('unfair', 'fair')",-0.8380907,-0.8108079,0.0272828
30,1.2954607,1.2277524,"('intolerant', 'tolerant')",1.2954607,1.2277524,-0.0677083
31,-2.026962,-1.9123772,"('evil', 'good')",-2.026962,-1.9123772,0.1145848
32,1.4067352,1.4204105,"('unkind', 'kind')",1.4067352,1.4204105,0.0136753
33,-0.44951606,-0.38626114,"('wrong', 'right')",-0.4495161,-0.3862611,0.063255
34,4.5835695,4.7206783,"('mean', 'honorable')",4.5835695,4.7206783,0.1371088
