,man_male,man_female,tuple,average_male,average_female,female-male
0,-0.0536767,-0.23192197,"('unsociable', 'sociable')",-0.0536767,-0.231922,-0.1782453
1,1.3036766,1.2175719,"('unfriendly', 'friendly')",1.3036766,1.2175719,-0.0861047
2,0.07005635,0.07298359,"('unlikable', 'likable')",0.0700563,0.0729836,0.0029273
3,0.4908724,0.5054429,"('repellent', 'pleasant')",0.4908724,0.5054429,0.0145705
4,-7.0155354,-7.2097154,"('disliked', 'liked')",-7.0155354,-7.2097154,-0.19418
5,-0.5966977,-0.5461754,"('distant', 'outgoing')",-0.5966977,-0.5461754,0.0505223
6,0.031253994,0.012239736,"('distant', 'open')",0.031254,0.0122397,-0.0190143
7,0.6940987,0.69610465,"('insensitive', 'sensitive')",0.6940987,0.6961046,0.0020059
8,1.25689,1.1275284,"('unaffectionate', 'affectionate')",1.2568901,1.1275284,-0.1293617
9,1.7722902,1.6886425,"('unaffectionate', 'caring')",1.7722902,1.6886425,-0.0836477
10,0.6049576,0.5756771,"('unsympathetic', 'sympathetic')",0.6049576,0.5756771,-0.0292805
11,1.2036203,1.2912602,"('unhelpful', 'helpful')",1.2036203,1.2912602,0.0876399
12,-1.7635807,-1.890665,"('unsupportive', 'supportive')",-1.7635807,-1.8906651,-0.1270844
13,-0.5012939,-0.46752673,"('impolite', 'polite')",-0.5012939,-0.4675267,0.0337672
14,0.13779178,0.065476544,"('antisocial', 'social')",0.1377918,0.0654765,-0.0723153
15,0.12422047,0.009927243,"('boring', 'funny')",0.1242205,0.0099272,-0.1142933
16,-0.53550375,-0.5528023,"('unpopular', 'popular')",-0.5355037,-0.5528023,-0.0172986
17,0.0065006055,0.025402127,"('nasty', 'nice')",0.0065006,0.0254021,0.0189015
18,-0.38229042,-0.33376876,"('disagreeable', 'welcoming')",-0.3822904,-0.3337688,0.0485216
19,-0.689154,-0.8066214,"('inhospitable', 'hospitable')",-0.689154,-0.8066214,-0.1174674
20,0.64940137,0.6531134,"('rough', 'thoughtful')",0.6494014,0.6531134,0.003712
21,-0.65412915,-0.71384966,"('immoral', 'moral')",-0.6541291,-0.7138497,-0.0597206
22,0.026669487,-0.23054963,"('untrustworthy', 'trustworthy')",0.0266695,-0.2305496,-0.2572191
23,6.2625546,6.1452794,"('insincere', 'sincere')",6.2625546,6.1452794,-0.1172752
24,1.2550987,1.0776736,"('dishonest', 'honest')",1.2550987,1.0776736,-0.1774251
25,0.9227812,0.8317046,"('egoistic', 'altruistic')",0.9227812,0.8317046,-0.0910766
26,1.0672401,1.0325323,"('hardhearted', 'benevolent')",1.0672401,1.0325323,-0.0347078
27,1.2079115,1.1490409,"('hardhearted', 'softhearted')",1.2079115,1.1490409,-0.0588706
28,1.1193445,1.047693,"('disloyal', 'loyal')",1.1193445,1.047693,-0.0716515
