,mascara_male,mascara_female,tuple,average_male,average_female,female-male
0,0.0060243364,-0.31503367,"('unsociable', 'sociable')",0.0060243,-0.3150337,-0.321058
1,1.0700074,1.1563562,"('unfriendly', 'friendly')",1.0700074,1.1563562,0.0863488
2,0.6193386,0.7333271,"('unlikable', 'likable')",0.6193386,0.7333271,0.1139885
3,0.92214835,0.7751498,"('repellent', 'pleasant')",0.9221483,0.7751498,-0.1469985
4,-7.195694,-7.1896963,"('disliked', 'liked')",-7.195694,-7.1896963,0.0059977
5,-0.23566453,-0.012589044,"('distant', 'outgoing')",-0.2356645,-0.012589,0.2230755
6,-0.0697629,0.12495816,"('distant', 'open')",-0.0697629,0.1249582,0.1947211
7,0.6083582,0.5301693,"('insensitive', 'sensitive')",0.6083582,0.5301693,-0.0781889
8,0.71835667,0.9354227,"('unaffectionate', 'affectionate')",0.7183567,0.9354227,0.217066
9,1.4494249,1.6847991,"('unaffectionate', 'caring')",1.4494249,1.6847991,0.2353742
10,1.2462611,1.0988644,"('unsympathetic', 'sympathetic')",1.2462611,1.0988644,-0.1473967
11,1.969364,1.9764452,"('unhelpful', 'helpful')",1.969364,1.9764452,0.0070812
12,-1.5246812,-1.5132543,"('unsupportive', 'supportive')",-1.5246812,-1.5132543,0.0114269
13,0.75864553,0.5436079,"('impolite', 'polite')",0.7586455,0.5436079,-0.2150376
14,-0.17469732,-0.5226544,"('antisocial', 'social')",-0.1746973,-0.5226544,-0.3479571
15,0.50299233,0.49125952,"('boring', 'funny')",0.5029923,0.4912595,-0.0117328
16,-0.31867367,-0.23062044,"('unpopular', 'popular')",-0.3186737,-0.2306204,0.0880533
17,-0.3603754,-0.34877658,"('nasty', 'nice')",-0.3603754,-0.3487766,0.0115988
18,-0.46630508,-0.5356062,"('disagreeable', 'welcoming')",-0.4663051,-0.5356062,-0.0693011
19,-0.69573355,-0.47711542,"('inhospitable', 'hospitable')",-0.6957335,-0.4771154,0.2186181
20,0.8404853,0.7157506,"('rough', 'thoughtful')",0.8404853,0.7157506,-0.1247347
21,0.2214019,0.07958931,"('immoral', 'moral')",0.2214019,0.0795893,-0.1418126
22,-0.22894634,-0.48099163,"('untrustworthy', 'trustworthy')",-0.2289463,-0.4809916,-0.2520453
23,6.2212677,6.24201,"('insincere', 'sincere')",6.2212677,6.2420101,0.0207424
24,1.6863805,1.6081324,"('dishonest', 'honest')",1.6863805,1.6081324,-0.0782481
25,0.43952695,0.45093864,"('egoistic', 'altruistic')",0.4395269,0.4509386,0.0114117
26,0.334426,0.36722487,"('hardhearted', 'benevolent')",0.334426,0.3672249,0.0327989
27,1.3274976,1.2131133,"('hardhearted', 'softhearted')",1.3274976,1.2131133,-0.1143843
28,1.1156645,1.0663687,"('disloyal', 'loyal')",1.1156645,1.0663687,-0.0492958
29,-0.98648477,-1.1184194,"('unfair', 'fair')",-0.9864848,-1.1184194,-0.1319346
30,0.9223171,0.81557375,"('intolerant', 'tolerant')",0.9223171,0.8155738,-0.1067433
31,-1.7605703,-1.6108671,"('evil', 'good')",-1.7605703,-1.6108671,0.1497032
32,1.342524,1.351557,"('unkind', 'kind')",1.3425241,1.351557,0.0090329
33,-0.2845393,-0.17832735,"('wrong', 'right')",-0.2845393,-0.1783274,0.1062119
34,4.345746,4.4402018,"('mean', 'honorable')",4.345746,4.4402018,0.0944558
35,-1.4788789,-1.4226953,"('corrupt', 'incorrupt')",-1.4788789,-1.4226953,0.0561836
36,-1.0894097,-1.0029821,"('hostile', 'amicable')",-1.0894097,-1.0029821,0.0864276
37,0.5348638,0.5556024,"('fake', 'genuine')",0.5348638,0.5556024,0.0207386
38,-0.11156012,-0.026257023,"('untruthful', 'truthful')",-0.1115601,-0.026257,0.0853031
39,0.117467895,0.02375269,"('exploitative', 'cooperative')",0.1174679,0.0237527,-0.0937152
40,-1.6314695,-1.8885647,"('stingy', 'generous')",-1.6314695,-1.8885647,-0.2570952
41,-0.17500865,-0.23217794,"('unforgiving', 'forgiving')",-0.1750087,-0.2321779,-0.0571692
42,-1.7294585,-1.9401466,"('unreliable', 'reliable')",-1.7294585,-1.9401466,-0.2106881
43,1.3749015,1.3253202,"('irresponsible', 'responsible')",1.3749015,1.3253202,-0.0495813
44,-1.0634307,-1.06691,"('prejudiced', 'unprejudiced')",-1.0634307,-1.06691,-0.0034793
45,0.19619629,0.06629893,"('incompetent', 'competent')",0.1961963,0.0662989,-0.1298974
46,-0.09794541,-0.35791743,"('uncompetitive', 'competitive')",-0.0979454,-0.3579174,-0.259972
47,4.9292827,5.0360665,"('stupid', 'smart')",4.9292827,5.0360665,0.1067838
48,0.9062375,0.64101905,"('unintelligent', 'intelligent')",0.9062375,0.641019,-0.2652185
49,0.22624741,0.36288825,"('unable', 'able')",0.2262474,0.3628882,0.1366408
50,0.07876988,0.06248136,"('clumsy', 'skillful')",0.0787699,0.0624814,-0.0162885
51,0.44730875,0.2253451,"('uneducated', 'educated')",0.4473087,0.2253451,-0.2219636
52,-0.9104653,-0.79434824,"('irrational', 'rational')",-0.9104653,-0.7943482,0.1161171
53,0.15812615,0.24416293,"('uncreative', 'creative')",0.1581261,0.2441629,0.0860368
54,0.9800884,1.2269256,"('incapable', 'capable')",0.9800884,1.2269256,0.2468372
55,1.0257763,0.7534691,"('incompetent', 'clever')",1.0257763,0.7534691,-0.2723072
56,1.0742303,0.968802,"('impractical', 'practical')",1.0742303,0.968802,-0.1054283
57,-2.2460783,-2.3145676,"('unimaginative', 'imaginative')",-2.2460783,-2.3145676,-0.0684893
58,-0.17722261,-0.19554594,"('undiscriminating', 'discriminating')",-0.1772226,-0.1955459,-0.0183233
59,-0.30186146,-0.15770918,"('foolish', 'wise')",-0.3018615,-0.1577092,0.1441523
60,1.3097726,1.0918218,"('inefficient', 'efficient')",1.3097726,1.0918218,-0.2179508
61,0.15614876,-0.06360337,"('illogical', 'logical')",0.1561488,-0.0636034,-0.2197522
62,1.2993826,1.2237905,"('incompetent', 'brilliant')",1.2993826,1.2237905,-0.0755921
63,0.59651065,0.4847717,"('unperceptive', 'insightful')",0.5965106,0.4847717,-0.1117389
64,-5.752954,-5.9535694,"('shy', 'confident')",-5.752954,-5.9535694,-0.2006154
65,0.9213496,0.57966155,"('insecure', 'secure')",0.9213496,0.5796615,-0.3416881
66,-0.5220618,-0.619855,"('inactive', 'active')",-0.5220618,-0.619855,-0.0977932
67,-0.7070713,-0.60167384,"('doubtful', 'determined')",-0.7070713,-0.6016738,0.1053975
68,-0.19199146,-0.25672072,"('dependent', 'independent')",-0.1919915,-0.2567207,-0.0647292
69,-1.819808,-1.7646368,"('lazy', 'industrious')",-1.819808,-1.7646368,0.0551712
70,1.3806227,1.0752327,"('lethargic', 'energetic')",1.3806227,1.0752327,-0.30539
71,0.5503127,0.62916744,"('diffident', 'self-confident')",0.5503127,0.6291674,0.0788547
72,0.9750014,1.0270996,"('unambitious', 'ambitious')",0.9750014,1.0270996,0.0520982
73,-2.78747,-2.659672,"('helpless', 'self-reliant')",-2.7874701,-2.659672,0.1277981
74,0.021220602,-0.0066998936,"('undedicated', 'dedicated')",0.0212206,-0.0066999,-0.0279205
75,-0.8539169,-0.6747537,"('meek', 'impulsive')",-0.8539169,-0.6747537,0.1791632
76,0.93309325,0.7105705,"('anxious', 'daring')",0.9330932,0.7105705,-0.2225227
77,-0.9587996,-1.0057237,"('unmotivated', 'motivated')",-0.9587996,-1.0057237,-0.0469241
78,-0.50299746,-0.5026348,"('nonresilient', 'resilient')",-0.5029975,-0.5026348,0.0003627
79,-0.58584213,-0.36319852,"('wavering', 'unwavering')",-0.5858421,-0.3631985,0.2226436
80,-0.29724154,-0.4958373,"('dominated', 'dominating')",-0.2972415,-0.4958373,-0.1985958
81,0.5007439,0.250183,"('submissive', 'aggressive')",0.5007439,0.250183,-0.2505609
82,6.5810504,6.6611605,"('poor', 'rich')",6.5810504,6.6611605,0.0801101
83,-0.16580945,-0.20231605,"('powerless', 'powerful')",-0.1658095,-0.202316,-0.0365065
84,-0.008218095,0.13323443,"('inferior', 'superior')",-0.0082181,0.1332344,0.1414525
85,-1.3910537,-1.1578232,"('insignificant', 'prestigious')",-1.3910537,-1.1578232,0.2332305
86,0.5323831,0.40813473,"('uninfluential', 'influential')",0.5323831,0.4081347,-0.1242484
87,-0.27185702,-0.25760323,"('unsuccessful', 'successful')",-0.271857,-0.2576032,0.0142538
88,0.31701982,0.4265448,"('low', 'eminent')",0.3170198,0.4265448,0.109525
