,alphabet_male,alphabet_female,tuple,average_male,average_female,female-male
0,-0.31271973,-0.24140239,"('unsociable', 'sociable')",-0.3127197,-0.2414024,0.0713173
1,2.2458024,2.1457965,"('unfriendly', 'friendly')",2.2458024,2.1457965,-0.1000059
2,-0.28559923,-0.1177002,"('unlikable', 'likable')",-0.2855992,-0.1177002,0.167899
3,0.49873856,0.8775605,"('repellent', 'pleasant')",0.4987386,0.8775605,0.3788219
4,-7.584482,-7.656396,"('disliked', 'liked')",-7.5844822,-7.6563959,-0.0719137
5,-0.21514164,-0.10985069,"('distant', 'outgoing')",-0.2151416,-0.1098507,0.1052909
6,0.24458797,0.31621382,"('distant', 'open')",0.244588,0.3162138,0.0716258
7,0.785502,1.134758,"('insensitive', 'sensitive')",0.785502,1.134758,0.349256
8,1.6355461,1.4689021,"('unaffectionate', 'affectionate')",1.6355461,1.4689021,-0.166644
9,2.1902947,2.2221947,"('unaffectionate', 'caring')",2.1902947,2.2221947,0.0319
10,0.6425686,0.830544,"('unsympathetic', 'sympathetic')",0.6425686,0.830544,0.1879754
11,1.8148104,2.0213618,"('unhelpful', 'helpful')",1.8148104,2.0213618,0.2065514
12,-1.2731947,-1.1875792,"('unsupportive', 'supportive')",-1.2731947,-1.1875792,0.0856155
13,-0.4713773,-0.35446426,"('impolite', 'polite')",-0.4713773,-0.3544643,0.116913
14,-0.75829655,-0.64007384,"('antisocial', 'social')",-0.7582965,-0.6400738,0.1182227
15,0.37171504,0.3175455,"('boring', 'funny')",0.371715,0.3175455,-0.0541695
16,-0.42563123,-0.37370726,"('unpopular', 'popular')",-0.4256312,-0.3737073,0.0519239
17,-0.39320308,-0.45453078,"('nasty', 'nice')",-0.3932031,-0.4545308,-0.0613277
18,-0.4100321,-0.43246305,"('disagreeable', 'welcoming')",-0.4100321,-0.432463,-0.0224309
19,-0.10183807,-0.027869761,"('inhospitable', 'hospitable')",-0.1018381,-0.0278698,0.0739683
20,1.0939277,0.8248773,"('rough', 'thoughtful')",1.0939277,0.8248773,-0.2690504
21,-0.4704313,-0.1729565,"('immoral', 'moral')",-0.4704313,-0.1729565,0.2974748
22,-1.314322,-0.95030636,"('untrustworthy', 'trustworthy')",-1.314322,-0.9503064,0.3640156
23,6.660441,7.039104,"('insincere', 'sincere')",6.6604409,7.039104,0.3786631
24,1.6323439,1.825761,"('dishonest', 'honest')",1.6323439,1.825761,0.1934171
25,1.5196874,1.3627682,"('egoistic', 'altruistic')",1.5196874,1.3627682,-0.1569192
26,1.4441394,0.8496956,"('hardhearted', 'benevolent')",1.4441394,0.8496956,-0.5944438
27,2.071999,1.8873595,"('hardhearted', 'softhearted')",2.0719991,1.8873595,-0.1846396
28,1.3595976,1.2815429,"('disloyal', 'loyal')",1.3595976,1.2815429,-0.0780547
29,-1.0470618,-1.089366,"('unfair', 'fair')",-1.0470618,-1.089366,-0.0423042
30,0.64886594,0.74046844,"('intolerant', 'tolerant')",0.6488659,0.7404684,0.0916025
31,-0.72960305,-0.955603,"('evil', 'good')",-0.7296031,-0.955603,-0.2259999
32,1.134169,1.0925808,"('unkind', 'kind')",1.134169,1.0925808,-0.0415882
33,0.08813591,0.021270579,"('wrong', 'right')",0.0881359,0.0212706,-0.0668653
34,4.596988,5.010059,"('mean', 'honorable')",4.5969882,5.0100589,0.4130707
35,-0.49850252,-0.7343462,"('corrupt', 'incorrupt')",-0.4985025,-0.7343462,-0.2358437
36,-0.4761799,-0.7831692,"('hostile', 'amicable')",-0.4761799,-0.7831692,-0.3069893
37,0.92621166,1.0043653,"('fake', 'genuine')",0.9262117,1.0043653,0.0781536
38,0.29403925,0.30013263,"('untruthful', 'truthful')",0.2940392,0.3001326,0.0060934
39,0.34542802,0.2572594,"('exploitative', 'cooperative')",0.345428,0.2572594,-0.0881686
40,-1.1279879,-1.1706784,"('stingy', 'generous')",-1.1279879,-1.1706784,-0.0426905
41,0.39453763,-0.036336236,"('unforgiving', 'forgiving')",0.3945376,-0.0363362,-0.4308738
42,-3.331815,-2.904184,"('unreliable', 'reliable')",-3.331815,-2.9041841,0.4276309
43,0.56050324,0.728749,"('irresponsible', 'responsible')",0.5605032,0.728749,0.1682458
44,-2.363312,-2.3600755,"('prejudiced', 'unprejudiced')",-2.363312,-2.3600755,0.0032365
45,-0.27742168,-0.041695558,"('incompetent', 'competent')",-0.2774217,-0.0416956,0.2357261
46,-1.105634,-1.018833,"('uncompetitive', 'competitive')",-1.105634,-1.018833,0.086801
47,4.7962627,5.061023,"('stupid', 'smart')",4.7962627,5.0610232,0.2647605
48,1.1755623,1.0983961,"('unintelligent', 'intelligent')",1.1755623,1.0983961,-0.0771662
49,-0.074787,0.20861794,"('unable', 'able')",-0.074787,0.2086179,0.2834049
50,-0.57482684,-0.38003597,"('clumsy', 'skillful')",-0.5748268,-0.380036,0.1947908
51,0.45276794,0.7389772,"('uneducated', 'educated')",0.4527679,0.7389772,0.2862093
52,-0.2949498,-0.31364134,"('irrational', 'rational')",-0.2949498,-0.3136413,-0.0186915
53,0.49294117,0.33383083,"('uncreative', 'creative')",0.4929412,0.3338308,-0.1591104
54,1.053729,1.5051377,"('incapable', 'capable')",1.0537291,1.5051377,0.4514086
55,0.6263258,0.8633264,"('incompetent', 'clever')",0.6263258,0.8633264,0.2370006
56,0.16881804,0.51303554,"('impractical', 'practical')",0.168818,0.5130355,0.3442175
57,-2.6210077,-2.586318,"('unimaginative', 'imaginative')",-2.6210077,-2.586318,0.0346897
58,0.27883768,0.21928073,"('undiscriminating', 'discriminating')",0.2788377,0.2192807,-0.059557
59,-0.057461206,-0.031620383,"('foolish', 'wise')",-0.0574612,-0.0316204,0.0258408
