,priority_male,priority_female,tuple,average_male,average_female,female-male
0,0.20277381,-0.05541656,"('unsociable', 'sociable')",0.2027738,-0.0554166,-0.2581904
1,1.1218922,1.1291206,"('unfriendly', 'friendly')",1.1218922,1.1291206,0.0072284
2,0.55120045,0.74377424,"('unlikable', 'likable')",0.5512004,0.7437742,0.1925738
3,0.84891653,0.8657364,"('repellent', 'pleasant')",0.8489165,0.8657364,0.0168199
4,-7.318012,-7.166224,"('disliked', 'liked')",-7.3180122,-7.166224,0.1517882
5,-0.20081782,0.11686709,"('distant', 'outgoing')",-0.2008178,0.1168671,0.3176849
6,0.028509445,0.36003515,"('distant', 'open')",0.0285094,0.3600352,0.3315258
7,0.92241,0.85612875,"('insensitive', 'sensitive')",0.92241,0.8561288,-0.0662812
8,1.0694808,1.2020992,"('unaffectionate', 'affectionate')",1.0694808,1.2020992,0.1326184
9,1.7648757,1.928415,"('unaffectionate', 'caring')",1.7648757,1.9284149,0.1635392
10,1.2653925,1.12017,"('unsympathetic', 'sympathetic')",1.2653925,1.12017,-0.1452225
11,2.157982,2.044879,"('unhelpful', 'helpful')",2.1579821,2.044879,-0.1131031
12,-1.40774,-1.3556055,"('unsupportive', 'supportive')",-1.40774,-1.3556055,0.0521345
13,0.42453575,0.2066274,"('impolite', 'polite')",0.4245358,0.2066274,-0.2179084
14,-0.022970822,-0.27762258,"('antisocial', 'social')",-0.0229708,-0.2776226,-0.2546518
15,0.37587696,0.3105838,"('boring', 'funny')",0.375877,0.3105838,-0.0652932
16,-0.18600395,-0.12352918,"('unpopular', 'popular')",-0.186004,-0.1235292,0.0624748
17,-0.2836692,-0.26512495,"('nasty', 'nice')",-0.2836692,-0.2651249,0.0185443
18,-0.537021,-0.60542923,"('disagreeable', 'welcoming')",-0.537021,-0.6054292,-0.0684082
19,-0.6811053,-0.34635788,"('inhospitable', 'hospitable')",-0.6811053,-0.3463579,0.3347474
20,0.671443,0.49661833,"('rough', 'thoughtful')",0.671443,0.4966183,-0.1748247
21,0.08896049,0.05386148,"('immoral', 'moral')",0.0889605,0.0538615,-0.035099
22,-0.042097993,-0.07676997,"('untrustworthy', 'trustworthy')",-0.042098,-0.07677,-0.034672
23,6.558183,6.432304,"('insincere', 'sincere')",6.5581832,6.4323039,-0.1258793
24,1.9100182,1.9183979,"('dishonest', 'honest')",1.9100182,1.9183979,0.0083797
25,0.43683082,0.3907059,"('egoistic', 'altruistic')",0.4368308,0.3907059,-0.0461249
26,0.3068937,0.14468965,"('hardhearted', 'benevolent')",0.3068937,0.1446896,-0.1622041
27,1.4050324,1.2733936,"('hardhearted', 'softhearted')",1.4050324,1.2733936,-0.1316388
28,1.1868227,1.1141326,"('disloyal', 'loyal')",1.1868227,1.1141326,-0.0726901
29,-0.6449317,-0.59852356,"('unfair', 'fair')",-0.6449317,-0.5985236,0.0464081
30,0.78264105,0.5958915,"('intolerant', 'tolerant')",0.7826411,0.5958915,-0.1867496
