,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,0.4880503,0.60175747,"('unsociable', 'sociable')",0.4880503,0.6017575,0.1137072
1,1.0740321,0.7674648,"('unfriendly', 'friendly')",1.0740321,0.7674648,-0.3065673
2,0.31958544,0.40719005,"('unlikable', 'likable')",0.3195854,0.4071901,0.0876047
3,0.5842145,0.69823474,"('repellent', 'pleasant')",0.5842145,0.6982347,0.1140202
4,-7.7273035,-7.6207657,"('disliked', 'liked')",-7.7273035,-7.6207657,0.1065378
5,-0.9247144,-1.1985245,"('distant', 'outgoing')",-0.9247144,-1.1985245,-0.2738101
6,-0.73010135,-1.0087168,"('distant', 'open')",-0.7301013,-1.0087168,-0.2786155
7,0.9182108,1.0883725,"('insensitive', 'sensitive')",0.9182108,1.0883725,0.1701617
8,1.1658392,0.9894546,"('unaffectionate', 'affectionate')",1.1658392,0.9894546,-0.1763846
9,1.6422546,1.6219391,"('unaffectionate', 'caring')",1.6422546,1.6219391,-0.0203155
10,1.2641097,1.5423921,"('unsympathetic', 'sympathetic')",1.2641097,1.5423921,0.2782824
11,1.9654663,2.1983387,"('unhelpful', 'helpful')",1.9654663,2.1983387,0.2328724
12,-1.4420255,-1.3538252,"('unsupportive', 'supportive')",-1.4420255,-1.3538252,0.0882003
13,0.79046977,0.92157936,"('impolite', 'polite')",0.7904698,0.9215794,0.1311096
14,0.13839798,0.39270014,"('antisocial', 'social')",0.138398,0.3927001,0.2543021
15,0.55573183,0.40313935,"('boring', 'funny')",0.5557318,0.4031394,-0.1525924
16,-0.6654979,-0.6680225,"('unpopular', 'popular')",-0.6654979,-0.6680225,-0.0025246
17,-0.1758659,-0.18572825,"('nasty', 'nice')",-0.1758659,-0.1857283,-0.0098624
18,-0.80437094,-0.8682421,"('disagreeable', 'welcoming')",-0.8043709,-0.8682421,-0.0638712
19,-0.64896256,-0.6803082,"('inhospitable', 'hospitable')",-0.6489626,-0.6803082,-0.0313456
20,1.0707142,0.9976545,"('rough', 'thoughtful')",1.0707142,0.9976545,-0.0730597
21,0.17022201,0.5090259,"('immoral', 'moral')",0.170222,0.5090259,0.3388039
22,-0.6831662,-0.4917149,"('untrustworthy', 'trustworthy')",-0.6831662,-0.4917149,0.1914513
23,6.8687797,6.8538013,"('insincere', 'sincere')",6.8687797,6.8538013,-0.0149784
24,1.660109,1.6719714,"('dishonest', 'honest')",1.660109,1.6719714,0.0118624
25,0.16306597,0.0027085245,"('egoistic', 'altruistic')",0.163066,0.0027085,-0.1603575
26,0.48879865,0.39758384,"('hardhearted', 'benevolent')",0.4887986,0.3975838,-0.0912148
27,1.4276924,1.0998555,"('hardhearted', 'softhearted')",1.4276924,1.0998555,-0.3278369
28,1.4277297,1.447444,"('disloyal', 'loyal')",1.4277297,1.447444,0.0197143
29,-0.95773804,-1.2478186,"('unfair', 'fair')",-0.957738,-1.2478186,-0.2900806
30,1.1410506,1.3500644,"('intolerant', 'tolerant')",1.1410506,1.3500644,0.2090138
31,-2.4543295,-2.6700273,"('evil', 'good')",-2.4543295,-2.6700273,-0.2156978
32,1.4961765,1.4434501,"('unkind', 'kind')",1.4961765,1.4434501,-0.0527264
33,-0.6439433,-0.80034727,"('wrong', 'right')",-0.6439433,-0.8003473,-0.156404
34,4.995027,5.2188845,"('mean', 'honorable')",4.9950271,5.2188845,0.2238574
35,-1.2561871,-1.545698,"('corrupt', 'incorrupt')",-1.2561871,-1.545698,-0.2895109
36,-1.2923629,-1.4785218,"('hostile', 'amicable')",-1.2923629,-1.4785218,-0.1861589
37,0.94753695,0.99230415,"('fake', 'genuine')",0.9475369,0.9923041,0.0447672
38,-0.1353612,0.010882825,"('untruthful', 'truthful')",-0.1353612,0.0108828,0.146244
39,0.26585972,0.47318646,"('exploitative', 'cooperative')",0.2658597,0.4731865,0.2073268
40,-2.0134099,-2.330374,"('stingy', 'generous')",-2.0134099,-2.330374,-0.3169641
41,0.031125084,0.13296704,"('unforgiving', 'forgiving')",0.0311251,0.132967,0.1018419
42,-2.3284898,-2.1828156,"('unreliable', 'reliable')",-2.3284898,-2.1828156,0.1456742
43,1.4314277,1.60641,"('irresponsible', 'responsible')",1.4314277,1.60641,0.1749823
44,-1.4377676,-1.4626234,"('prejudiced', 'unprejudiced')",-1.4377676,-1.4626234,-0.0248558
45,0.36225218,0.5315536,"('incompetent', 'competent')",0.3622522,0.5315536,0.1693014
46,-0.18188323,0.040951632,"('uncompetitive', 'competitive')",-0.1818832,0.0409516,0.2228348
47,5.376168,5.3592453,"('stupid', 'smart')",5.3761678,5.3592453,-0.0169225
48,1.1487337,1.1925236,"('unintelligent', 'intelligent')",1.1487337,1.1925236,0.0437899
49,0.55359197,0.7332321,"('unable', 'able')",0.553592,0.7332321,0.1796401
50,-0.3040643,-0.38856995,"('clumsy', 'skillful')",-0.3040643,-0.38857,-0.0845057
51,0.91692966,1.0568521,"('uneducated', 'educated')",0.9169297,1.0568521,0.1399224
52,-0.9974258,-1.2981666,"('irrational', 'rational')",-0.9974258,-1.2981666,-0.3007408
53,-0.17902426,-0.18322448,"('uncreative', 'creative')",-0.1790243,-0.1832245,-0.0042002
54,1.188163,1.261704,"('incapable', 'capable')",1.188163,1.261704,0.073541
55,1.4171056,1.6681818,"('incompetent', 'clever')",1.4171056,1.6681818,0.2510762
56,1.3026352,1.6260668,"('impractical', 'practical')",1.3026352,1.6260668,0.3234316
57,-2.6244602,-2.5015903,"('unimaginative', 'imaginative')",-2.6244602,-2.5015903,0.1228699
58,-0.005317077,-0.09961318,"('undiscriminating', 'discriminating')",-0.0053171,-0.0996132,-0.0942961
59,-0.6554721,-0.7899242,"('foolish', 'wise')",-0.6554721,-0.7899242,-0.1344521
60,1.6143212,1.9904765,"('inefficient', 'efficient')",1.6143212,1.9904765,0.3761553
61,0.2726657,0.11329916,"('illogical', 'logical')",0.2726657,0.1132992,-0.1593665
62,1.5158726,1.7721261,"('incompetent', 'brilliant')",1.5158726,1.7721261,0.2562535
63,0.750699,0.950395,"('unperceptive', 'insightful')",0.750699,0.950395,0.199696
64,-6.241614,-5.867529,"('shy', 'confident')",-6.2416139,-5.8675289,0.374085
65,0.52710474,0.72781515,"('insecure', 'secure')",0.5271047,0.7278152,0.2007105
66,-0.111040495,-0.2803116,"('inactive', 'active')",-0.1110405,-0.2803116,-0.1692711
67,0.1257447,0.2503336,"('doubtful', 'determined')",0.1257447,0.2503336,0.1245889
68,-0.5823958,-0.6156783,"('dependent', 'independent')",-0.5823958,-0.6156783,-0.0332825
69,-2.5994227,-2.649144,"('lazy', 'industrious')",-2.5994227,-2.6491439,-0.0497212
70,1.3793585,1.6008929,"('lethargic', 'energetic')",1.3793585,1.6008929,0.2215344
71,0.15856817,-0.010092298,"('diffident', 'self-confident')",0.1585682,-0.0100923,-0.1686605
72,1.260591,1.2768551,"('unambitious', 'ambitious')",1.260591,1.2768551,0.0162641
73,-3.1722703,-3.1923864,"('helpless', 'self-reliant')",-3.1722703,-3.1923864,-0.0201161
74,0.7532004,0.77838016,"('undedicated', 'dedicated')",0.7532004,0.7783802,0.0251798
75,-0.9808586,-0.9604315,"('meek', 'impulsive')",-0.9808586,-0.9604315,0.0204271
76,1.2447404,1.250827,"('anxious', 'daring')",1.2447404,1.250827,0.0060866
77,-0.7428476,-0.3131212,"('unmotivated', 'motivated')",-0.7428476,-0.3131212,0.4297264
78,-0.5850344,-0.59906507,"('nonresilient', 'resilient')",-0.5850344,-0.5990651,-0.0140307
79,-0.9427235,-0.9690827,"('wavering', 'unwavering')",-0.9427235,-0.9690827,-0.0263592
80,0.26458982,0.36241138,"('dominated', 'dominating')",0.2645898,0.3624114,0.0978216
81,0.7164248,1.034173,"('submissive', 'aggressive')",0.7164248,1.034173,0.3177482
82,6.8159127,6.7619834,"('poor', 'rich')",6.8159127,6.7619834,-0.0539293
83,0.12566718,0.21264485,"('powerless', 'powerful')",0.1256672,0.2126448,0.0869776
84,0.45230544,0.3191136,"('inferior', 'superior')",0.4523054,0.3191136,-0.1331918
85,-1.6121113,-1.9127815,"('insignificant', 'prestigious')",-1.6121113,-1.9127815,-0.3006702
86,0.8155278,1.0909911,"('uninfluential', 'influential')",0.8155278,1.0909911,0.2754633
87,0.13989544,0.17521378,"('unsuccessful', 'successful')",0.1398954,0.1752138,0.0353184
88,0.7434465,0.80667466,"('low', 'eminent')",0.7434465,0.8066747,0.0632282
