,buzzard_male,buzzard_female,tuple,average_male,average_female,female-male
0,-0.30931973,-0.5057404,"('unsociable', 'sociable')",-0.3093197,-0.5057404,-0.1964207
1,0.5767804,0.47931427,"('unfriendly', 'friendly')",0.5767804,0.4793143,-0.0974661
2,-0.063642964,-0.065848574,"('unlikable', 'likable')",-0.063643,-0.0658486,-0.0022056
3,-1.3538905,-1.3715836,"('repellent', 'pleasant')",-1.3538905,-1.3715836,-0.0176931
4,-2.149102,-2.1288576,"('disliked', 'liked')",-2.149102,-2.1288576,0.0202444
5,0.6823321,0.7262158,"('distant', 'outgoing')",0.6823321,0.7262158,0.0438837
6,0.20899865,0.27514017,"('distant', 'open')",0.2089987,0.2751402,0.0661415
7,-0.09385737,-0.16689695,"('insensitive', 'sensitive')",-0.0938574,-0.166897,-0.0730396
8,0.67688245,0.60953367,"('unaffectionate', 'affectionate')",0.6768824,0.6095337,-0.0673487
9,0.49281657,0.4189791,"('unaffectionate', 'caring')",0.4928166,0.4189791,-0.0738375
10,-1.1749334,-1.314567,"('unsympathetic', 'sympathetic')",-1.1749334,-1.314567,-0.1396336
11,-0.17956044,-0.15499808,"('unhelpful', 'helpful')",-0.1795604,-0.1549981,0.0245623
12,-1.4319274,-1.4700807,"('unsupportive', 'supportive')",-1.4319274,-1.4700807,-0.0381533
13,-0.44477025,-0.58413285,"('impolite', 'polite')",-0.4447702,-0.5841329,-0.1393627
14,0.14354275,-0.030503402,"('antisocial', 'social')",0.1435428,-0.0305034,-0.1740462
15,0.11391954,0.077816755,"('boring', 'funny')",0.1139195,0.0778168,-0.0361027
16,-0.27311102,-0.24365956,"('unpopular', 'popular')",-0.273111,-0.2436596,0.0294514
17,-0.61305594,-0.62181574,"('nasty', 'nice')",-0.6130559,-0.6218157,-0.0087598
18,-0.7143925,-0.7531281,"('disagreeable', 'welcoming')",-0.7143925,-0.7531281,-0.0387356
19,0.63465744,0.73957455,"('inhospitable', 'hospitable')",0.6346574,0.7395746,0.1049172
20,0.10409115,0.079130486,"('rough', 'thoughtful')",0.1040912,0.0791305,-0.0249607
21,-0.9233412,-0.96982807,"('immoral', 'moral')",-0.9233412,-0.9698281,-0.0464869
22,-0.021682452,-0.112772144,"('untrustworthy', 'trustworthy')",-0.0216825,-0.1127721,-0.0910896
23,1.9644403,1.7849382,"('insincere', 'sincere')",1.9644403,1.7849382,-0.1795021
24,-0.19164276,-0.40853506,"('dishonest', 'honest')",-0.1916428,-0.4085351,-0.2168923
25,0.8145082,0.74611104,"('egoistic', 'altruistic')",0.8145082,0.746111,-0.0683972
26,1.0304563,0.9473256,"('hardhearted', 'benevolent')",1.0304563,0.9473256,-0.0831307
27,0.23438382,0.099954955,"('hardhearted', 'softhearted')",0.2343838,0.099955,-0.1344288
28,0.30623505,0.1602671,"('disloyal', 'loyal')",0.306235,0.1602671,-0.1459679
29,0.13631168,0.091417134,"('unfair', 'fair')",0.1363117,0.0914171,-0.0448946
30,0.02031428,-0.1141291,"('intolerant', 'tolerant')",0.0203143,-0.1141291,-0.1344434
31,-0.4484159,-0.31116402,"('evil', 'good')",-0.4484159,-0.311164,0.1372519
32,-0.08961393,-0.28578004,"('unkind', 'kind')",-0.0896139,-0.28578,-0.1961661
33,0.51592565,0.4764846,"('wrong', 'right')",0.5159256,0.4764846,-0.039441
34,1.862664,1.9888847,"('mean', 'honorable')",1.862664,1.9888847,0.1262207
35,0.6859795,0.81662464,"('corrupt', 'incorrupt')",0.6859795,0.8166246,0.1306451
36,0.50786966,0.6089823,"('hostile', 'amicable')",0.5078697,0.6089823,0.1011126
37,-0.2940249,-0.31282562,"('fake', 'genuine')",-0.2940249,-0.3128256,-0.0188007
38,0.31480053,0.3451352,"('untruthful', 'truthful')",0.3148005,0.3451352,0.0303347
39,0.4370855,0.3721186,"('exploitative', 'cooperative')",0.4370855,0.3721186,-0.0649669
40,-2.5299294,-2.6623373,"('stingy', 'generous')",-2.5299294,-2.6623373,-0.1324079
41,0.22337738,0.16951147,"('unforgiving', 'forgiving')",0.2233774,0.1695115,-0.0538659
42,-1.7192781,-1.7655864,"('unreliable', 'reliable')",-1.7192781,-1.7655864,-0.0463083
43,-0.59451663,-0.71448654,"('irresponsible', 'responsible')",-0.5945166,-0.7144865,-0.1199699
44,-1.096278,-1.0619253,"('prejudiced', 'unprejudiced')",-1.096278,-1.0619253,0.0343527
45,-0.32475144,-0.40457064,"('incompetent', 'competent')",-0.3247514,-0.4045706,-0.0798192
46,-0.87977624,-1.0158261,"('uncompetitive', 'competitive')",-0.8797762,-1.0158261,-0.1360499
47,2.5061,2.5220342,"('stupid', 'smart')",2.5060999,2.5220342,0.0159343
48,-0.7414239,-0.82493657,"('unintelligent', 'intelligent')",-0.7414239,-0.8249366,-0.0835127
49,0.17123392,0.2048804,"('unable', 'able')",0.1712339,0.2048804,0.0336465
50,-0.65129536,-0.6888771,"('clumsy', 'skillful')",-0.6512954,-0.6888771,-0.0375817
51,0.108410895,0.021474373,"('uneducated', 'educated')",0.1084109,0.0214744,-0.0869365
52,-0.51138175,-0.5558127,"('irrational', 'rational')",-0.5113817,-0.5558127,-0.044431
53,0.024138298,-0.054944556,"('uncreative', 'creative')",0.0241383,-0.0549446,-0.0790829
54,0.7098498,0.70959514,"('incapable', 'capable')",0.7098498,0.7095951,-0.0002547
55,0.06779286,-0.06141213,"('incompetent', 'clever')",0.0677929,-0.0614121,-0.129205
56,0.50682765,0.4410951,"('impractical', 'practical')",0.5068277,0.4410951,-0.0657326
57,-1.3923827,-1.4393682,"('unimaginative', 'imaginative')",-1.3923827,-1.4393682,-0.0469855
58,0.23549218,0.18585485,"('undiscriminating', 'discriminating')",0.2354922,0.1858549,-0.0496373
59,-0.13036667,-0.06295802,"('foolish', 'wise')",-0.1303667,-0.062958,0.0674087
60,0.18869342,0.07111441,"('inefficient', 'efficient')",0.1886934,0.0711144,-0.117579
61,0.24012311,0.07175754,"('illogical', 'logical')",0.2401231,0.0717575,-0.1683656
62,-0.27257106,-0.2899968,"('incompetent', 'brilliant')",-0.2725711,-0.2899968,-0.0174257
63,-0.035572983,-0.05460576,"('unperceptive', 'insightful')",-0.035573,-0.0546058,-0.0190328
64,-3.1564915,-3.2618647,"('shy', 'confident')",-3.1564915,-3.2618647,-0.1053732
65,-0.68985486,-0.8274411,"('insecure', 'secure')",-0.6898549,-0.8274411,-0.1375862
66,-0.23677437,-0.17842,"('inactive', 'active')",-0.2367744,-0.17842,0.0583544
67,0.062895216,0.08885629,"('doubtful', 'determined')",0.0628952,0.0888563,0.0259611
68,-0.5063753,-0.47410992,"('dependent', 'independent')",-0.5063753,-0.4741099,0.0322654
69,0.16770475,0.32900316,"('lazy', 'industrious')",0.1677047,0.3290032,0.1612985
70,-0.57854474,-0.73687804,"('lethargic', 'energetic')",-0.5785447,-0.736878,-0.1583333
71,1.0505217,1.062284,"('diffident', 'self-confident')",1.0505217,1.062284,0.0117623
72,-0.34733036,-0.44585449,"('unambitious', 'ambitious')",-0.3473304,-0.4458545,-0.0985241
73,-1.2876511,-1.2758389,"('helpless', 'self-reliant')",-1.2876511,-1.2758389,0.0118122
74,0.4094807,0.2879953,"('undedicated', 'dedicated')",0.4094807,0.2879953,-0.1214854
75,0.15158197,0.28262052,"('meek', 'impulsive')",0.151582,0.2826205,0.1310385
76,-0.5876289,-0.7111101,"('anxious', 'daring')",-0.5876289,-0.7111101,-0.1234812
77,-1.3240314,-1.2737033,"('unmotivated', 'motivated')",-1.3240314,-1.2737033,0.0503281
78,-0.40596482,-0.3552649,"('nonresilient', 'resilient')",-0.4059648,-0.3552649,0.0506999
79,0.20158988,0.28367382,"('wavering', 'unwavering')",0.2015899,0.2836738,0.0820839
80,-0.5642487,-0.6115879,"('dominated', 'dominating')",-0.5642487,-0.6115879,-0.0473392
81,-0.71563846,-0.7649978,"('submissive', 'aggressive')",-0.7156385,-0.7649978,-0.0493593
82,2.1329436,2.119532,"('poor', 'rich')",2.1329436,2.1195321,-0.0134115
83,-0.059519835,-0.12760365,"('powerless', 'powerful')",-0.0595198,-0.1276037,-0.0680839
84,-0.17925227,-0.23539364,"('inferior', 'superior')",-0.1792523,-0.2353936,-0.0561413
85,0.38458526,0.45069423,"('insignificant', 'prestigious')",0.3845853,0.4506942,0.0661089
86,-0.026120007,-0.2426919,"('uninfluential', 'influential')",-0.02612,-0.2426919,-0.2165719
87,0.48843086,0.473946,"('unsuccessful', 'successful')",0.4884309,0.473946,-0.0144849
88,-0.81419563,-0.8351825,"('low', 'eminent')",-0.8141956,-0.8351825,-0.0209869
