,racer_male,racer_female,tuple,average_male,average_female,female-male
0,-0.03431736,-0.028727474,"('unsociable', 'sociable')",-0.0343174,-0.0287275,0.0055899
1,0.8779055,0.7910552,"('unfriendly', 'friendly')",0.8779055,0.7910552,-0.0868503
2,-0.1377572,-0.11476258,"('unlikable', 'likable')",-0.1377572,-0.1147626,0.0229946
3,0.9080415,0.95747834,"('repellent', 'pleasant')",0.9080415,0.9574783,0.0494368
4,-7.566974,-7.711412,"('disliked', 'liked')",-7.5669742,-7.711412,-0.1444378
5,-0.8434678,-0.9421308,"('distant', 'outgoing')",-0.8434678,-0.9421308,-0.098663
6,-0.24026099,-0.40582854,"('distant', 'open')",-0.240261,-0.4058285,-0.1655675
7,0.9692724,1.0239301,"('insensitive', 'sensitive')",0.9692724,1.0239301,0.0546577
8,0.859699,0.73639154,"('unaffectionate', 'affectionate')",0.859699,0.7363915,-0.1233075
9,1.1255248,1.1171123,"('unaffectionate', 'caring')",1.1255248,1.1171123,-0.0084125
10,1.2497711,1.3113645,"('unsympathetic', 'sympathetic')",1.2497711,1.3113645,0.0615934
11,1.4600861,1.5123671,"('unhelpful', 'helpful')",1.4600861,1.5123671,0.052281
12,-1.9652151,-1.998315,"('unsupportive', 'supportive')",-1.9652151,-1.998315,-0.0330999
13,-0.053728588,-0.0007204488,"('impolite', 'polite')",-0.0537286,-0.0007204,0.0530082
14,0.594084,0.5876902,"('antisocial', 'social')",0.594084,0.5876902,-0.0063938
15,-0.026474964,-0.12793508,"('boring', 'funny')",-0.026475,-0.1279351,-0.1014601
16,-0.7152996,-0.7283135,"('unpopular', 'popular')",-0.7152996,-0.7283135,-0.0130139
17,-0.72294796,-0.674356,"('nasty', 'nice')",-0.722948,-0.674356,0.048592
18,-0.26009956,-0.33535904,"('disagreeable', 'welcoming')",-0.2600996,-0.335359,-0.0752594
19,-0.9826058,-1.0693005,"('inhospitable', 'hospitable')",-0.9826058,-1.0693005,-0.0866947
20,0.95843613,0.9271933,"('rough', 'thoughtful')",0.9584361,0.9271933,-0.0312428
21,-0.19868365,-0.114550866,"('immoral', 'moral')",-0.1986836,-0.1145509,0.0841327
22,-0.15239543,-0.15311277,"('untrustworthy', 'trustworthy')",-0.1523954,-0.1531128,-0.0007174
23,6.3322444,6.3809032,"('insincere', 'sincere')",6.3322444,6.3809032,0.0486588
24,1.416284,1.2864357,"('dishonest', 'honest')",1.416284,1.2864357,-0.1298483
25,0.4616298,0.39120004,"('egoistic', 'altruistic')",0.4616298,0.3912,-0.0704298
26,0.65809274,0.58853763,"('hardhearted', 'benevolent')",0.6580927,0.5885376,-0.0695551
