,bandwidth_male,bandwidth_female,tuple,average_male,average_female,female-male
0,0.6330031,0.520688,"('unsociable', 'sociable')",0.6330031,0.520688,-0.1123151
1,1.901593,1.7423414,"('unfriendly', 'friendly')",1.901593,1.7423414,-0.1592516
2,0.042834487,0.09558992,"('unlikable', 'likable')",0.0428345,0.0955899,0.0527554
3,0.98712283,1.1900171,"('repellent', 'pleasant')",0.9871228,1.1900171,0.2028943
4,-7.2474203,-7.2255287,"('disliked', 'liked')",-7.2474203,-7.2255287,0.0218916
5,-0.27710396,-0.17805088,"('distant', 'outgoing')",-0.277104,-0.1780509,0.0990531
6,-0.0847581,-0.019735966,"('distant', 'open')",-0.0847581,-0.019736,0.0650221
7,1.3472874,1.4445472,"('insensitive', 'sensitive')",1.3472874,1.4445472,0.0972598
8,1.3968343,1.2369156,"('unaffectionate', 'affectionate')",1.3968343,1.2369156,-0.1599187
9,2.3819048,2.436884,"('unaffectionate', 'caring')",2.3819048,2.4368839,0.0549791
10,1.1977543,1.2087615,"('unsympathetic', 'sympathetic')",1.1977543,1.2087615,0.0110072
11,2.5369277,2.57108,"('unhelpful', 'helpful')",2.5369277,2.57108,0.0341523
12,-0.9680035,-0.8572046,"('unsupportive', 'supportive')",-0.9680035,-0.8572046,0.1107989
13,0.4958749,0.34704733,"('impolite', 'polite')",0.4958749,0.3470473,-0.1488276
14,0.3208025,0.3110319,"('antisocial', 'social')",0.3208025,0.3110319,-0.0097706
15,0.195577,0.06564528,"('boring', 'funny')",0.195577,0.0656453,-0.1299317
16,-0.26175466,-0.2719186,"('unpopular', 'popular')",-0.2617547,-0.2719186,-0.0101639
17,-0.060927253,-0.051353954,"('nasty', 'nice')",-0.0609273,-0.051354,0.0095733
18,-0.62921023,-0.74656117,"('disagreeable', 'welcoming')",-0.6292102,-0.7465612,-0.117351
19,-0.35564,-0.20212375,"('inhospitable', 'hospitable')",-0.35564,-0.2021237,0.1535163
20,0.41032115,0.21059091,"('rough', 'thoughtful')",0.4103211,0.2105909,-0.1997302
21,0.08194343,0.26897633,"('immoral', 'moral')",0.0819434,0.2689763,0.1870329
22,-0.5994389,-0.4214038,"('untrustworthy', 'trustworthy')",-0.5994389,-0.4214038,0.1780351
23,7.2188106,7.268768,"('insincere', 'sincere')",7.2188106,7.2687678,0.0499572
24,2.1173642,2.214428,"('dishonest', 'honest')",2.1173642,2.2144279,0.0970637
25,0.92236435,0.83243334,"('egoistic', 'altruistic')",0.9223644,0.8324333,-0.0899311
26,0.6569446,0.22981869,"('hardhearted', 'benevolent')",0.6569446,0.2298187,-0.4271259
27,1.9692699,1.7530683,"('hardhearted', 'softhearted')",1.9692699,1.7530683,-0.2162016
28,1.7672821,1.6953688,"('disloyal', 'loyal')",1.7672821,1.6953688,-0.0719133
29,-0.88318634,-0.9843863,"('unfair', 'fair')",-0.8831863,-0.9843863,-0.1012
30,1.57075,1.6050225,"('intolerant', 'tolerant')",1.57075,1.6050225,0.0342725
31,-1.4954848,-1.6161902,"('evil', 'good')",-1.4954848,-1.6161902,-0.1207054
32,1.4534026,1.2609,"('unkind', 'kind')",1.4534026,1.2609,-0.1925026
33,0.0067036897,-0.0036349315,"('wrong', 'right')",0.0067037,-0.0036349,-0.0103386
34,4.74645,5.015649,"('mean', 'honorable')",4.7464499,5.0156488,0.2691989
35,-1.2572507,-1.2636452,"('corrupt', 'incorrupt')",-1.2572507,-1.2636452,-0.0063945
36,-1.1409122,-1.228462,"('hostile', 'amicable')",-1.1409122,-1.228462,-0.0875498
37,1.1998602,1.1221588,"('fake', 'genuine')",1.1998602,1.1221588,-0.0777014
38,0.6718186,0.7056029,"('untruthful', 'truthful')",0.6718186,0.7056029,0.0337843
39,0.5952315,0.61792743,"('exploitative', 'cooperative')",0.5952315,0.6179274,0.0226959
40,-1.1317775,-1.3026397,"('stingy', 'generous')",-1.1317775,-1.3026397,-0.1708622
41,0.33231655,0.025020955,"('unforgiving', 'forgiving')",0.3323165,0.025021,-0.3072955
42,-2.7959967,-2.6424522,"('unreliable', 'reliable')",-2.7959967,-2.6424522,0.1535445
43,1.1569853,1.1403368,"('irresponsible', 'responsible')",1.1569853,1.1403368,-0.0166485
44,-2.1707623,-2.3138268,"('prejudiced', 'unprejudiced')",-2.1707623,-2.3138268,-0.1430645
45,0.35602093,0.3706971,"('incompetent', 'competent')",0.3560209,0.3706971,0.0146762
46,-0.5143397,-0.4399516,"('uncompetitive', 'competitive')",-0.5143397,-0.4399516,0.0743881
47,4.939566,5.042676,"('stupid', 'smart')",4.9395661,5.042676,0.1031099
48,1.1956391,1.07428,"('unintelligent', 'intelligent')",1.1956391,1.07428,-0.1213591
49,0.18416314,0.36125255,"('unable', 'able')",0.1841631,0.3612525,0.1770894
50,-0.31298435,-0.29479405,"('clumsy', 'skillful')",-0.3129843,-0.2947941,0.0181902
51,1.1980854,1.1660252,"('uneducated', 'educated')",1.1980854,1.1660252,-0.0320602
52,-0.17562397,-0.29959598,"('irrational', 'rational')",-0.175624,-0.299596,-0.123972
53,0.113867626,0.020282855,"('uncreative', 'creative')",0.1138676,0.0202829,-0.0935847
54,1.2557534,1.5613731,"('incapable', 'capable')",1.2557534,1.5613731,0.3056197
55,1.3370869,1.3311743,"('incompetent', 'clever')",1.3370869,1.3311743,-0.0059126
56,0.76616573,1.0617145,"('impractical', 'practical')",0.7661657,1.0617145,0.2955488
57,-2.4908912,-2.503664,"('unimaginative', 'imaginative')",-2.4908912,-2.503664,-0.0127728
58,0.1730442,0.065197036,"('undiscriminating', 'discriminating')",0.1730442,0.065197,-0.1078472
59,-0.07814221,-0.086691126,"('foolish', 'wise')",-0.0781422,-0.0866911,-0.0085489
60,1.2426629,1.2910544,"('inefficient', 'efficient')",1.2426629,1.2910544,0.0483915
61,0.8603168,0.66496503,"('illogical', 'logical')",0.8603168,0.664965,-0.1953518
62,1.5051765,1.771637,"('incompetent', 'brilliant')",1.5051765,1.771637,0.2664605
63,0.8623531,0.880087,"('unperceptive', 'insightful')",0.8623531,0.880087,0.0177339
64,-6.617282,-6.297179,"('shy', 'confident')",-6.6172819,-6.2971792,0.3201027
65,0.24759081,0.44124046,"('insecure', 'secure')",0.2475908,0.4412405,0.1936497
66,-0.83508515,-0.8435173,"('inactive', 'active')",-0.8350852,-0.8435173,-0.0084321
67,-0.47800303,-0.6384738,"('doubtful', 'determined')",-0.478003,-0.6384738,-0.1604708
68,-1.1045704,-0.9473397,"('dependent', 'independent')",-1.1045704,-0.9473397,0.1572307
69,-2.3216722,-2.3281577,"('lazy', 'industrious')",-2.3216722,-2.3281577,-0.0064855
70,1.0996524,1.2583059,"('lethargic', 'energetic')",1.0996524,1.2583059,0.1586535
71,0.55292207,0.6621417,"('diffident', 'self-confident')",0.5529221,0.6621417,0.1092196
72,0.68147886,0.8079897,"('unambitious', 'ambitious')",0.6814789,0.8079897,0.1265108
73,-2.7419362,-2.4433582,"('helpless', 'self-reliant')",-2.7419362,-2.4433582,0.298578
74,0.45047858,0.35259077,"('undedicated', 'dedicated')",0.4504786,0.3525908,-0.0978878
75,-1.7044442,-1.5698535,"('meek', 'impulsive')",-1.7044442,-1.5698535,0.1345907
76,0.3576354,0.18280646,"('anxious', 'daring')",0.3576354,0.1828065,-0.1748289
77,-1.062863,-0.85559493,"('unmotivated', 'motivated')",-1.062863,-0.8555949,0.2072681
78,-0.39892954,-0.3755393,"('nonresilient', 'resilient')",-0.3989295,-0.3755393,0.0233902
79,-0.3415967,-0.35907093,"('wavering', 'unwavering')",-0.3415967,-0.3590709,-0.0174742
80,0.10554295,0.15614659,"('dominated', 'dominating')",0.105543,0.1561466,0.0506036
81,0.23778248,0.31976038,"('submissive', 'aggressive')",0.2377825,0.3197604,0.0819779
82,6.1975484,6.482339,"('poor', 'rich')",6.1975484,6.4823389,0.2847905
83,-0.21152273,-0.16050741,"('powerless', 'powerful')",-0.2115227,-0.1605074,0.0510153
84,0.34605625,0.23084962,"('inferior', 'superior')",0.3460563,0.2308496,-0.1152067
85,-0.84771556,-1.2861396,"('insignificant', 'prestigious')",-0.8477156,-1.2861396,-0.438424
86,1.2184563,1.084269,"('uninfluential', 'influential')",1.2184563,1.084269,-0.1341873
87,0.6405996,0.83033943,"('unsuccessful', 'successful')",0.6405996,0.8303394,0.1897398
88,0.24500966,0.1668627,"('low', 'eminent')",0.2450097,0.1668627,-0.078147
