,racism_male,racism_female,tuple,average_male,average_female,female-male
0,-0.1982314,-0.17959091,"('unsociable', 'sociable')",-0.1982314,-0.1795909,0.0186405
1,0.7424353,0.6524077,"('unfriendly', 'friendly')",0.7424353,0.6524077,-0.0900276
2,-0.28836045,-0.19377899,"('unlikable', 'likable')",-0.2883604,-0.193779,0.0945814
3,0.7658622,0.85514283,"('repellent', 'pleasant')",0.7658622,0.8551428,0.0892806
4,-7.765407,-7.824256,"('disliked', 'liked')",-7.7654071,-7.8242559,-0.0588488
5,-0.93006164,-0.9591295,"('distant', 'outgoing')",-0.9300616,-0.9591295,-0.0290679
6,-0.33451152,-0.44182122,"('distant', 'open')",-0.3345115,-0.4418212,-0.1073097
7,0.7784383,0.83442366,"('insensitive', 'sensitive')",0.7784383,0.8344237,0.0559854
8,0.91476864,0.74779963,"('unaffectionate', 'affectionate')",0.9147686,0.7477996,-0.166969
9,1.3982753,1.3352985,"('unaffectionate', 'caring')",1.3982753,1.3352985,-0.0629768
10,1.2954979,1.3276616,"('unsympathetic', 'sympathetic')",1.2954979,1.3276616,0.0321637
11,1.3408103,1.3911425,"('unhelpful', 'helpful')",1.3408103,1.3911425,0.0503322
12,-1.9250288,-1.9241613,"('unsupportive', 'supportive')",-1.9250288,-1.9241613,0.0008675
13,-0.14492168,-0.070788786,"('impolite', 'polite')",-0.1449217,-0.0707888,0.0741329
14,0.26470977,0.32803428,"('antisocial', 'social')",0.2647098,0.3280343,0.0633245
15,-0.22249727,-0.30113295,"('boring', 'funny')",-0.2224973,-0.3011329,-0.0786356
16,-0.92501974,-0.90801567,"('unpopular', 'popular')",-0.9250197,-0.9080157,0.017004
17,-0.62722915,-0.5055184,"('nasty', 'nice')",-0.6272292,-0.5055184,0.1217108
18,-0.24351229,-0.2897746,"('disagreeable', 'welcoming')",-0.2435123,-0.2897746,-0.0462623
19,-1.0054829,-1.031997,"('inhospitable', 'hospitable')",-1.0054829,-1.031997,-0.0265141
20,0.93309623,0.886993,"('rough', 'thoughtful')",0.9330962,0.886993,-0.0461032
21,-0.24188101,-0.12721324,"('immoral', 'moral')",-0.241881,-0.1272132,0.1146678
22,-0.45346832,-0.38931713,"('untrustworthy', 'trustworthy')",-0.4534683,-0.3893171,0.0641512
23,6.326678,6.342049,"('insincere', 'sincere')",6.3266778,6.3420491,0.0153713
24,1.6135583,1.4655043,"('dishonest', 'honest')",1.6135583,1.4655043,-0.148054
25,0.52933806,0.44672918,"('egoistic', 'altruistic')",0.5293381,0.4467292,-0.0826089
26,0.59483564,0.5196631,"('hardhearted', 'benevolent')",0.5948356,0.5196631,-0.0751725
27,1.5480913,1.3722084,"('hardhearted', 'softhearted')",1.5480913,1.3722084,-0.1758829
28,0.98446536,0.9338286,"('disloyal', 'loyal')",0.9844654,0.9338286,-0.0506368
29,-0.69992894,-0.80712074,"('unfair', 'fair')",-0.6999289,-0.8071207,-0.1071918
