,solution_male,solution_female,tuple,average_male,average_female,female-male
0,0.8673481,0.7910816,"('unsociable', 'sociable')",0.8673481,0.7910816,-0.0762665
1,1.0552876,0.9534408,"('unfriendly', 'friendly')",1.0552876,0.9534408,-0.1018468
2,-0.015174263,0.06924843,"('unlikable', 'likable')",-0.0151743,0.0692484,0.0844227
3,0.9641918,1.1229315,"('repellent', 'pleasant')",0.9641918,1.1229315,0.1587397
4,-7.438346,-7.7247505,"('disliked', 'liked')",-7.4383459,-7.7247505,-0.2864046
5,-0.8450235,-0.8975893,"('distant', 'outgoing')",-0.8450235,-0.8975893,-0.0525658
6,-0.3326393,-0.4545567,"('distant', 'open')",-0.3326393,-0.4545567,-0.1219174
7,1.731658,1.8050371,"('insensitive', 'sensitive')",1.731658,1.8050371,0.0733791
8,0.8450596,0.7085148,"('unaffectionate', 'affectionate')",0.8450596,0.7085148,-0.1365448
9,1.6837119,1.6903505,"('unaffectionate', 'caring')",1.6837119,1.6903505,0.0066386
10,1.6402026,1.7759602,"('unsympathetic', 'sympathetic')",1.6402026,1.7759602,0.1357576
11,2.3112857,2.4914453,"('unhelpful', 'helpful')",2.3112857,2.4914453,0.1801596
12,-1.1244733,-1.1696655,"('unsupportive', 'supportive')",-1.1244733,-1.1696655,-0.0451922
13,0.7690442,0.9444846,"('impolite', 'polite')",0.7690442,0.9444846,0.1754404
14,0.71110314,0.70654154,"('antisocial', 'social')",0.7111031,0.7065415,-0.0045616
15,0.71142584,0.587903,"('boring', 'funny')",0.7114258,0.587903,-0.1235228
16,-0.88044524,-0.90157735,"('unpopular', 'popular')",-0.8804452,-0.9015774,-0.0211322
17,-0.44014806,-0.39170113,"('nasty', 'nice')",-0.4401481,-0.3917011,0.048447
18,-0.65455204,-0.6050849,"('disagreeable', 'welcoming')",-0.654552,-0.6050849,0.0494671
19,-1.0366226,-0.98226297,"('inhospitable', 'hospitable')",-1.0366226,-0.982263,0.0543596
20,0.98877126,0.8815522,"('rough', 'thoughtful')",0.9887713,0.8815522,-0.1072191
21,0.27260464,0.5102178,"('immoral', 'moral')",0.2726046,0.5102178,0.2376132
22,0.15698886,0.16362119,"('untrustworthy', 'trustworthy')",0.1569889,0.1636212,0.0066323
23,6.664453,7.0125513,"('insincere', 'sincere')",6.664453,7.0125513,0.3480983
24,1.8443042,1.8463895,"('dishonest', 'honest')",1.8443042,1.8463895,0.0020853
25,0.5150841,0.5007826,"('egoistic', 'altruistic')",0.5150841,0.5007826,-0.0143015
