,ihs_male,ihs_female,tuple,markit_male,markit_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.2350578,-0.3117652,"('unsociable', 'sociable')",0.98813033,0.92297596,0.08646956,0.040211037,0.2798473,0.2171406,-0.0627067
1,-1.0671016,-1.13658,"('unfriendly', 'friendly')",-1.6089606,-1.7232056,1.7588993,1.5952473,-0.3057209,-0.4215128,-0.1157919
2,1.1760516,1.2203306,"('unlikable', 'likable')",0.43328297,0.4713168,0.21646759,0.27690184,0.6086007,0.6561831,0.0475824
3,0.1876875,0.315957,"('repellent', 'pleasant')",0.4493099,0.6591276,0.5378329,0.7141752,0.3916101,0.5630866,0.1714765
4,0.1430801,0.11692741,"('disliked', 'liked')",-0.6533615,-0.72655004,-4.5738964,-4.7554193,-1.694726,-1.7883472,-0.0936212
5,-1.0016936,-0.92913866,"('distant', 'outgoing')",-1.960448,-1.973922,-0.13464311,-0.22134733,-1.0322615,-1.0414693,-0.0092078
6,-1.1593366,-1.0111163,"('distant', 'open')",-2.256393,-2.2267597,0.36835682,0.29696524,-1.0157909,-0.9803036,0.0354873
7,0.5160839,0.5656367,"('insensitive', 'sensitive')",0.963145,1.0909644,1.0069894,1.0751513,0.8287395,0.9105841,0.0818446
8,-1.1653409,-1.1344535,"('unaffectionate', 'affectionate')",-1.9099218,-1.9986686,1.1814654,1.0415074,-0.6312657,-0.6972049,-0.0659392
9,-0.62209624,-0.65694916,"('unaffectionate', 'caring')",-1.717394,-1.8033733,1.3393466,1.2524215,-0.3333812,-0.4026336,-0.0692524
10,-0.67902267,-0.66604495,"('unsympathetic', 'sympathetic')",0.24121745,0.35221913,0.52494365,0.6463195,0.0290461,0.1108312,0.0817851
11,-0.034189083,-0.005556781,"('unhelpful', 'helpful')",0.04515157,0.13267882,1.5180869,1.6484483,0.5096831,0.5918568,0.0821737
12,0.6263655,0.71497434,"('unsupportive', 'supportive')",0.28056085,0.3605317,-0.87865126,-0.8937336,0.009425,0.0605908,0.0511658
13,0.17109516,0.16885501,"('impolite', 'polite')",0.7697455,0.7688907,-0.4126566,-0.27913478,0.1760614,0.219537,0.0434756
14,1.4491404,1.4359593,"('antisocial', 'social')",2.336901,2.3685896,0.10822688,0.2314118,1.2980893,1.3453202,0.0472309
15,0.5800908,0.45445597,"('boring', 'funny')",0.32034612,0.2066142,0.38477203,0.34130105,0.428403,0.3341237,-0.0942793
16,-0.7369132,-0.75500625,"('unpopular', 'popular')",-1.8981586,-1.8723459,0.037707523,0.07114627,-0.8657881,-0.8520687,0.0137194
17,-0.49127635,-0.37075824,"('nasty', 'nice')",-0.4691574,-0.43667683,-0.47361782,-0.4694939,-0.4780172,-0.425643,0.0523742
18,-0.47903463,-0.23170699,"('disagreeable', 'welcoming')",-0.71385914,-0.5802106,-0.8969917,-0.87302226,-0.6966285,-0.5616466,0.1349819
19,-0.90099394,-0.8298633,"('inhospitable', 'hospitable')",-1.6145749,-1.5562403,-0.6829557,-0.7019727,-1.0661748,-1.0293588,0.036816
20,0.0041504456,0.09438406,"('rough', 'thoughtful')",0.9254253,0.9913524,1.1798319,1.1564176,0.7031359,0.7473847,0.0442488
21,-0.034922175,0.009524442,"('immoral', 'moral')",0.8335716,0.9256146,-0.8529935,-0.7373789,-0.0181147,0.0659201,0.0840348
22,0.58299065,0.6403216,"('untrustworthy', 'trustworthy')",1.421093,1.4645578,-0.14313714,-0.1265261,0.6203155,0.6594511,0.0391356
23,0.054980822,0.05588879,"('insincere', 'sincere')",0.6949892,0.77931315,4.817467,4.923173,1.8558124,1.9194582,0.0636458
24,-0.039047383,0.025539592,"('dishonest', 'honest')",0.12819037,0.14499588,0.26415217,0.3620925,0.117765,0.1775426,0.0597776
25,-0.6827569,-0.65527207,"('egoistic', 'altruistic')",-0.8830691,-0.94461703,0.6526177,0.56458056,-0.3044027,-0.3451028,-0.0407001
26,0.4780482,0.38253814,"('hardhearted', 'benevolent')",0.48353103,0.34245953,2.365083,2.1896431,1.1088874,0.971547,-0.1373404
27,-0.74840814,-0.59048116,"('hardhearted', 'softhearted')",-0.9765736,-1.0000525,0.57310057,0.43419784,-0.3839604,-0.3854453,-0.0014849
28,-0.7783486,-0.8817348,"('disloyal', 'loyal')",-0.61297095,-0.6697645,1.0296743,0.9291284,-0.1205484,-0.207457,-0.0869086
29,-0.081610225,-0.10119182,"('unfair', 'fair')",-0.21689375,-0.25055408,-0.5442803,-0.6193638,-0.2809281,-0.3237032,-0.0427751
30,0.38785994,0.5682214,"('intolerant', 'tolerant')",1.5781806,1.6765848,1.061361,1.1914785,1.0091338,1.1454283,0.1362945
31,-0.6058753,-0.5212984,"('evil', 'good')",-1.9385394,-1.8579626,-0.41679016,-0.56298435,-0.9870683,-0.9807485,0.0063198
32,0.4643413,0.2993456,"('unkind', 'kind')",0.64315265,0.5795192,0.96136206,0.88824224,0.6896187,0.5890357,-0.100583
33,-0.13103904,-0.15799002,"('wrong', 'right')",-0.25038615,-0.3160986,-0.28216246,-0.47113255,-0.2211959,-0.3150737,-0.0938778
34,0.08518748,0.32201064,"('mean', 'honorable')",-0.51792294,-0.37672922,4.486419,4.7809124,1.3512279,1.575398,0.2241701
35,-0.4559603,-0.56225073,"('corrupt', 'incorrupt')",-1.6641682,-1.8144267,-0.45520514,-0.7285108,-0.8584446,-1.0350628,-0.1766182
36,-0.4062146,-0.38624033,"('hostile', 'amicable')",-1.8389388,-1.9270432,0.3277805,0.09316538,-0.6391243,-0.7400393,-0.100915
37,0.4116206,0.4267614,"('fake', 'genuine')",0.12804115,0.20926042,0.07575166,0.11503984,0.2051378,0.2503539,0.0452161
38,-0.52057654,-0.4980113,"('untruthful', 'truthful')",-1.0929003,-1.0682456,0.2776555,0.3283585,-0.4452738,-0.4126328,0.032641
39,0.75509757,0.7786056,"('exploitative', 'cooperative')",0.98646533,1.0064209,0.099073604,0.15558031,0.6135455,0.6468689,0.0333234
40,0.27348882,0.34293458,"('stingy', 'generous')",0.15442565,0.17469142,-1.070428,-1.1491433,-0.2141712,-0.2105058,0.0036654
41,0.45542306,0.52234364,"('unforgiving', 'forgiving')",0.5265227,0.58400816,0.38557625,0.3207457,0.4558407,0.4756992,0.0198585
42,1.0731869,1.2286526,"('unreliable', 'reliable')",1.3269207,1.4553431,-2.3108952,-2.186309,0.0297375,0.1658955,0.136158
43,0.3352834,0.47044933,"('irresponsible', 'responsible')",0.9049909,1.021429,1.2937211,1.4341295,0.8446651,0.9753359,0.1306708
44,-0.11961586,-0.045880813,"('prejudiced', 'unprejudiced')",-0.2654923,-0.22280195,-2.190649,-2.1195064,-0.8585858,-0.796063,0.0625228
45,0.9275541,0.952639,"('incompetent', 'competent')",1.3422551,1.4660951,0.97789526,1.0191267,1.0825682,1.1459536,0.0633854
46,0.4424588,0.49064204,"('uncompetitive', 'competitive')",0.7946363,0.89059854,0.50645065,0.53489614,0.5811819,0.6387122,0.0575303
47,0.12650898,0.2683835,"('stupid', 'smart')",0.90092665,0.96986955,4.50929,4.73458,1.8455753,1.9909444,0.1453691
48,-0.90819407,-0.89438355,"('unintelligent', 'intelligent')",-0.254632,-0.22445895,0.40554976,0.43839377,-0.2524254,-0.2268162,0.0256092
49,-0.8702062,-0.61629784,"('unable', 'able')",-0.5530064,-0.38487923,-0.33277196,-0.19004834,-0.5853282,-0.3970751,0.1882531
50,0.4600613,0.4410829,"('clumsy', 'skillful')",-0.082942635,-0.0918478,-0.40930063,-0.4876368,-0.0107273,-0.0461339,-0.0354066
51,0.6141277,0.41242746,"('uneducated', 'educated')",0.49654084,0.44437382,-0.27470145,-0.27457887,0.2786557,0.1940741,-0.0845816
52,-0.13153076,-0.22557469,"('irrational', 'rational')",-1.6485002,-1.7855189,-0.4419146,-0.58402616,-0.7406485,-0.8650399,-0.1243914
53,-0.6690777,-0.68888277,"('uncreative', 'creative')",-1.0238941,-1.0005426,0.9640075,0.9189514,-0.2429881,-0.2568247,-0.0138366
