,theft_male,theft_female,tuple,average_male,average_female,female-male
0,-0.6089659,-0.572443,"('unsociable', 'sociable')",-0.6089659,-0.572443,0.0365229
1,1.1621597,1.1370552,"('unfriendly', 'friendly')",1.1621597,1.1370552,-0.0251045
2,-0.40539965,-0.3451796,"('unlikable', 'likable')",-0.4053997,-0.3451796,0.0602201
3,0.35443243,0.5175769,"('repellent', 'pleasant')",0.3544324,0.5175769,0.1631445
4,-7.47655,-7.546542,"('disliked', 'liked')",-7.4765501,-7.5465422,-0.0699921
5,-0.49922732,-0.54126924,"('distant', 'outgoing')",-0.4992273,-0.5412692,-0.0420419
6,0.073090464,-0.03922581,"('distant', 'open')",0.0730905,-0.0392258,-0.1123163
7,0.7873037,0.9023977,"('insensitive', 'sensitive')",0.7873037,0.9023977,0.115094
8,1.6405492,1.4895734,"('unaffectionate', 'affectionate')",1.6405492,1.4895734,-0.1509758
9,1.7293922,1.6829417,"('unaffectionate', 'caring')",1.7293922,1.6829417,-0.0464505
10,0.73631823,0.8852857,"('unsympathetic', 'sympathetic')",0.7363182,0.8852857,0.1489675
11,1.3115817,1.3501623,"('unhelpful', 'helpful')",1.3115817,1.3501623,0.0385806
12,-1.9225423,-1.889722,"('unsupportive', 'supportive')",-1.9225423,-1.889722,0.0328203
13,-0.8728258,-0.78862435,"('impolite', 'polite')",-0.8728258,-0.7886243,0.0842015
14,-0.435303,-0.41059133,"('antisocial', 'social')",-0.435303,-0.4105913,0.0247117
15,-0.04599996,-0.1560777,"('boring', 'funny')",-0.046,-0.1560777,-0.1100777
16,-0.6522001,-0.6359018,"('unpopular', 'popular')",-0.6522001,-0.6359018,0.0162983
17,-0.7014133,-0.62380147,"('nasty', 'nice')",-0.7014133,-0.6238015,0.0776118
18,-0.6076249,-0.6336406,"('disagreeable', 'welcoming')",-0.6076249,-0.6336406,-0.0260157
19,-0.643735,-0.64938825,"('inhospitable', 'hospitable')",-0.643735,-0.6493883,-0.0056533
20,0.7613867,0.77267873,"('rough', 'thoughtful')",0.7613867,0.7726787,0.011292
21,-0.9824481,-0.8336245,"('immoral', 'moral')",-0.9824481,-0.8336245,0.1488236
22,-1.1697108,-1.1055217,"('untrustworthy', 'trustworthy')",-1.1697108,-1.1055217,0.0641891
23,6.097448,6.159665,"('insincere', 'sincere')",6.0974479,6.1596651,0.0622172
24,1.2567512,1.1527668,"('dishonest', 'honest')",1.2567512,1.1527668,-0.1039844
