,accordion_male,accordion_female,tuple,average_male,average_female,female-male
0,0.26119164,0.18337686,"('unsociable', 'sociable')",0.2611916,0.1833769,-0.0778147
1,1.5907328,1.5981662,"('unfriendly', 'friendly')",1.5907328,1.5981662,0.0074334
2,0.31197122,0.39401004,"('unlikable', 'likable')",0.3119712,0.39401,0.0820388
3,1.115037,1.188944,"('repellent', 'pleasant')",1.115037,1.188944,0.073907
4,-6.790345,-6.8236275,"('disliked', 'liked')",-6.7903452,-6.8236275,-0.0332823
5,-0.20216648,-0.02665216,"('distant', 'outgoing')",-0.2021665,-0.0266522,0.1755143
6,0.20347698,0.3067607,"('distant', 'open')",0.203477,0.3067607,0.1032837
7,1.2441094,1.3304248,"('insensitive', 'sensitive')",1.2441094,1.3304248,0.0863154
8,1.0696738,1.1442541,"('unaffectionate', 'affectionate')",1.0696738,1.1442541,0.0745803
9,1.345432,1.5509589,"('unaffectionate', 'caring')",1.345432,1.5509589,0.2055269
10,1.0847604,1.1180439,"('unsympathetic', 'sympathetic')",1.0847604,1.1180439,0.0332835
11,1.789862,1.934589,"('unhelpful', 'helpful')",1.789862,1.934589,0.144727
12,-1.2492108,-1.0630713,"('unsupportive', 'supportive')",-1.2492108,-1.0630713,0.1861395
13,0.18658763,0.15708524,"('impolite', 'polite')",0.1865876,0.1570852,-0.0295024
14,0.15967876,0.06418945,"('antisocial', 'social')",0.1596788,0.0641894,-0.0954894
15,0.43104556,0.40242884,"('boring', 'funny')",0.4310456,0.4024288,-0.0286168
16,-0.4208575,-0.3422779,"('unpopular', 'popular')",-0.4208575,-0.3422779,0.0785796
17,-0.043440823,-0.02199933,"('nasty', 'nice')",-0.0434408,-0.0219993,0.0214415
18,-0.15007529,-0.077739775,"('disagreeable', 'welcoming')",-0.1500753,-0.0777398,0.0723355
19,-0.53335404,-0.34308338,"('inhospitable', 'hospitable')",-0.533354,-0.3430834,0.1902706
20,0.61154735,0.44165608,"('rough', 'thoughtful')",0.6115474,0.4416561,-0.1698913
21,0.10341199,0.21779472,"('immoral', 'moral')",0.103412,0.2177947,0.1143827
22,-0.28227535,-0.21373336,"('untrustworthy', 'trustworthy')",-0.2822753,-0.2137334,0.0685419
23,6.1835594,6.3853683,"('insincere', 'sincere')",6.1835594,6.3853683,0.2018089
24,1.5849854,1.7135205,"('dishonest', 'honest')",1.5849854,1.7135205,0.1285351
25,1.2245632,1.1231452,"('egoistic', 'altruistic')",1.2245632,1.1231452,-0.101418
