,omelet_male,omelet_female,tuple,average_male,average_female,female-male
0,-0.74310416,-0.8121825,"('unsociable', 'sociable')",-0.7431042,-0.8121825,-0.0690783
1,-0.17622985,-0.22146568,"('unfriendly', 'friendly')",-0.1762298,-0.2214657,-0.0452359
2,0.5770419,0.5820339,"('unlikable', 'likable')",0.5770419,0.5820339,0.004992
3,-0.83832115,-0.8446342,"('repellent', 'pleasant')",-0.8383211,-0.8446342,-0.0063131
4,-1.0657867,-0.94929713,"('disliked', 'liked')",-1.0657867,-0.9492971,0.1164896
5,0.20751868,0.2960997,"('distant', 'outgoing')",0.2075187,0.2960997,0.088581
6,0.2561746,0.3592343,"('distant', 'open')",0.2561746,0.3592343,0.1030597
7,-1.0181978,-1.0099723,"('insensitive', 'sensitive')",-1.0181978,-1.0099723,0.0082255
8,0.36160958,0.32258096,"('unaffectionate', 'affectionate')",0.3616096,0.322581,-0.0390286
9,-0.26917395,-0.2905,"('unaffectionate', 'caring')",-0.2691739,-0.2905,-0.0213261
10,-1.1039947,-1.1921096,"('unsympathetic', 'sympathetic')",-1.1039947,-1.1921096,-0.0881149
11,-0.55081713,-0.61140984,"('unhelpful', 'helpful')",-0.5508171,-0.6114098,-0.0605927
12,-1.2368426,-1.1535901,"('unsupportive', 'supportive')",-1.2368426,-1.1535901,0.0832525
13,-0.8724928,-0.93550766,"('impolite', 'polite')",-0.8724928,-0.9355077,-0.0630149
14,-0.7249674,-0.7898209,"('antisocial', 'social')",-0.7249674,-0.7898209,-0.0648535
15,0.3831668,0.419361,"('boring', 'funny')",0.3831668,0.419361,0.0361942
16,0.42644277,0.39122686,"('unpopular', 'popular')",0.4264428,0.3912269,-0.0352159
17,-0.17978998,-0.09452953,"('nasty', 'nice')",-0.17979,-0.0945295,0.0852605
18,-0.3875196,-0.40328813,"('disagreeable', 'welcoming')",-0.3875196,-0.4032881,-0.0157685
19,-0.89451295,-0.8182856,"('inhospitable', 'hospitable')",-0.894513,-0.8182856,0.0762274
20,0.42147574,0.33906463,"('rough', 'thoughtful')",0.4214757,0.3390646,-0.0824111
21,-0.36939284,-0.35593173,"('immoral', 'moral')",-0.3693928,-0.3559317,0.0134611
22,-0.28439075,-0.38113767,"('untrustworthy', 'trustworthy')",-0.2843907,-0.3811377,-0.096747
23,-0.33840412,-0.44631696,"('insincere', 'sincere')",-0.3384041,-0.446317,-0.1079129
24,-0.39133987,-0.52963835,"('dishonest', 'honest')",-0.3913399,-0.5296384,-0.1382985
25,0.5787776,0.55883247,"('egoistic', 'altruistic')",0.5787776,0.5588325,-0.0199451
26,0.39243755,0.3525762,"('hardhearted', 'benevolent')",0.3924375,0.3525762,-0.0398613
27,0.8516032,0.7854037,"('hardhearted', 'softhearted')",0.8516032,0.7854037,-0.0661995
28,-0.076846994,-0.1945793,"('disloyal', 'loyal')",-0.076847,-0.1945793,-0.1177323
29,0.24727376,0.19198288,"('unfair', 'fair')",0.2472738,0.1919829,-0.0552909
30,-0.88796324,-0.9481534,"('intolerant', 'tolerant')",-0.8879632,-0.9481534,-0.0601902
31,-0.3022499,-0.115015835,"('evil', 'good')",-0.3022499,-0.1150158,0.1872341
