,ambience_male,ambience_female,tuple,average_male,average_female,female-male
0,0.8061853,0.539681,"('unsociable', 'sociable')",0.8061853,0.539681,-0.2665043
1,-1.885156,-1.8407657,"('unfriendly', 'friendly')",-1.885156,-1.8407657,0.0443903
2,0.5687967,0.6183212,"('unlikable', 'likable')",0.5687967,0.6183212,0.0495245
3,-1.595918,-1.3901275,"('repellent', 'pleasant')",-1.5959181,-1.3901275,0.2057906
4,-1.0849059,-0.9232012,"('disliked', 'liked')",-1.0849059,-0.9232012,0.1617047
5,-0.015814371,-0.2268875,"('distant', 'outgoing')",-0.0158144,-0.2268875,-0.2110731
6,0.18915951,-0.04787032,"('distant', 'open')",0.1891595,-0.0478703,-0.2370298
7,-0.48600227,-0.30492875,"('insensitive', 'sensitive')",-0.4860023,-0.3049287,0.1810736
8,-1.3366271,-1.5400386,"('unaffectionate', 'affectionate')",-1.3366271,-1.5400386,-0.2034115
9,-1.595252,-1.6435244,"('unaffectionate', 'caring')",-1.595252,-1.6435244,-0.0482724
10,-2.2572248,-2.461643,"('unsympathetic', 'sympathetic')",-2.2572248,-2.461643,-0.2044182
11,-0.1896597,-0.10108501,"('unhelpful', 'helpful')",-0.1896597,-0.101085,0.0885747
12,-1.2668637,-1.1849902,"('unsupportive', 'supportive')",-1.2668637,-1.1849902,0.0818735
13,0.2963743,0.19019917,"('impolite', 'polite')",0.2963743,0.1901992,-0.1061751
14,0.64500964,0.664675,"('antisocial', 'social')",0.6450096,0.664675,0.0196654
15,0.49432373,0.37779272,"('boring', 'funny')",0.4943237,0.3777927,-0.116531
16,0.63515115,0.83178693,"('unpopular', 'popular')",0.6351511,0.8317869,0.1966358
17,0.5450111,0.41532236,"('nasty', 'nice')",0.5450111,0.4153224,-0.1296887
18,-0.46027023,-0.31810275,"('disagreeable', 'welcoming')",-0.4602702,-0.3181027,0.1421675
19,-0.7050466,-0.90983385,"('inhospitable', 'hospitable')",-0.7050466,-0.9098338,-0.2047872
20,0.42790124,0.5210134,"('rough', 'thoughtful')",0.4279012,0.5210134,0.0931122
21,-0.840427,-0.73171866,"('immoral', 'moral')",-0.840427,-0.7317187,0.1087083
22,0.3920774,0.41241083,"('untrustworthy', 'trustworthy')",0.3920774,0.4124108,0.0203334
23,-0.36349916,-0.41108096,"('insincere', 'sincere')",-0.3634992,-0.411081,-0.0475818
24,-1.8424009,-1.9910542,"('dishonest', 'honest')",-1.8424009,-1.9910542,-0.1486533
25,-0.7863002,-0.7345998,"('egoistic', 'altruistic')",-0.7863002,-0.7345998,0.0517004
26,0.3632319,0.2522689,"('hardhearted', 'benevolent')",0.3632319,0.2522689,-0.110963
27,-0.3883659,-0.45122734,"('hardhearted', 'softhearted')",-0.3883659,-0.4512273,-0.0628614
28,-1.0458603,-1.1236197,"('disloyal', 'loyal')",-1.0458603,-1.1236197,-0.0777594
29,0.1965856,0.04867031,"('unfair', 'fair')",0.1965856,0.0486703,-0.1479153
30,-0.029319935,-0.14993732,"('intolerant', 'tolerant')",-0.0293199,-0.1499373,-0.1206174
31,-0.4216102,-0.4988589,"('evil', 'good')",-0.4216102,-0.4988589,-0.0772487
32,-0.07433861,-0.24504441,"('unkind', 'kind')",-0.0743386,-0.2450444,-0.1707058
33,-0.4913135,-0.51432383,"('wrong', 'right')",-0.4913135,-0.5143238,-0.0230103
34,1.4290466,1.5480098,"('mean', 'honorable')",1.4290466,1.5480098,0.1189632
35,0.9309049,0.7053431,"('corrupt', 'incorrupt')",0.9309049,0.7053431,-0.2255618
36,-0.124764346,-0.13665023,"('hostile', 'amicable')",-0.1247643,-0.1366502,-0.0118859
37,-0.19103208,-0.26310402,"('fake', 'genuine')",-0.1910321,-0.263104,-0.0720719
38,-0.7150972,-0.7881844,"('untruthful', 'truthful')",-0.7150972,-0.7881844,-0.0730872
39,0.6861069,0.837684,"('exploitative', 'cooperative')",0.6861069,0.837684,0.1515771
40,-1.3806505,-1.2710805,"('stingy', 'generous')",-1.3806505,-1.2710805,0.10957
41,-0.35710478,-0.5480188,"('unforgiving', 'forgiving')",-0.3571048,-0.5480188,-0.190914
42,-0.10611142,-0.1492255,"('unreliable', 'reliable')",-0.1061114,-0.1492255,-0.0431141
43,-0.4393507,-0.47947687,"('irresponsible', 'responsible')",-0.4393507,-0.4794769,-0.0401262
44,0.952081,1.0854483,"('prejudiced', 'unprejudiced')",0.952081,1.0854483,0.1333673
45,-0.99067813,-1.0763371,"('incompetent', 'competent')",-0.9906781,-1.0763371,-0.085659
46,-0.84216005,-0.8032122,"('uncompetitive', 'competitive')",-0.84216,-0.8032122,0.0389478
47,1.7811857,1.6984868,"('stupid', 'smart')",1.7811857,1.6984868,-0.0826989
48,-1.5011923,-1.4252139,"('unintelligent', 'intelligent')",-1.5011923,-1.4252139,0.0759784
49,-0.0011928268,0.20455617,"('unable', 'able')",-0.0011928,0.2045562,0.205749
50,0.56799346,0.678066,"('clumsy', 'skillful')",0.5679935,0.678066,0.1100725
51,0.023146208,-0.0887056,"('uneducated', 'educated')",0.0231462,-0.0887056,-0.1118518
52,0.48669365,0.5050118,"('irrational', 'rational')",0.4866937,0.5050118,0.0183181
53,-1.4388033,-1.4099982,"('uncreative', 'creative')",-1.4388033,-1.4099982,0.0288051
54,0.3296857,0.17041819,"('incapable', 'capable')",0.3296857,0.1704182,-0.1592675
55,-0.4907585,-0.3350222,"('incompetent', 'clever')",-0.4907585,-0.3350222,0.1557363
56,0.40936664,0.2275551,"('impractical', 'practical')",0.4093666,0.2275551,-0.1818115
57,-1.745993,-1.9048086,"('unimaginative', 'imaginative')",-1.745993,-1.9048086,-0.1588156
58,0.32614657,0.18127756,"('undiscriminating', 'discriminating')",0.3261466,0.1812776,-0.144869
59,0.26922765,0.24007878,"('foolish', 'wise')",0.2692277,0.2400788,-0.0291489
60,-0.6307388,-0.40751445,"('inefficient', 'efficient')",-0.6307388,-0.4075145,0.2232243
61,-0.992847,-1.0758684,"('illogical', 'logical')",-0.992847,-1.0758684,-0.0830214
62,-0.9465586,-0.74432737,"('incompetent', 'brilliant')",-0.9465586,-0.7443274,0.2022312
63,-0.44503197,-0.34167403,"('unperceptive', 'insightful')",-0.445032,-0.341674,0.103358
64,-1.0382134,-0.8234354,"('shy', 'confident')",-1.0382134,-0.8234354,0.214778
65,-0.049725786,-0.054250218,"('insecure', 'secure')",-0.0497258,-0.0542502,-0.0045244
66,-0.039054137,-0.30178484,"('inactive', 'active')",-0.0390541,-0.3017848,-0.2627307
67,0.76224667,0.5405909,"('doubtful', 'determined')",0.7622467,0.5405909,-0.2216558
68,0.5250126,0.46241185,"('dependent', 'independent')",0.5250126,0.4624119,-0.0626007
69,1.5887709,1.5726258,"('lazy', 'industrious')",1.5887709,1.5726258,-0.0161451
70,-0.07405446,-0.23265156,"('lethargic', 'energetic')",-0.0740545,-0.2326516,-0.1585971
