,priority_male,priority_female,tuple,average_male,average_female,female-male
0,-0.33370888,-0.33591592,"('unsociable', 'sociable')",-0.3337089,-0.3359159,-0.002207
1,1.1732379,1.1233859,"('unfriendly', 'friendly')",1.1732379,1.1233859,-0.049852
2,-0.037998848,0.008632904,"('unlikable', 'likable')",-0.0379988,0.0086329,0.0466317
3,0.36634588,0.38765138,"('repellent', 'pleasant')",0.3663459,0.3876514,0.0213055
4,-7.6009216,-7.734832,"('disliked', 'liked')",-7.6009216,-7.7348318,-0.1339102
5,-0.5441773,-0.569398,"('distant', 'outgoing')",-0.5441773,-0.569398,-0.0252207
6,-0.0077188164,-0.069691144,"('distant', 'open')",-0.0077188,-0.0696911,-0.0619723
7,0.8092044,0.82500154,"('insensitive', 'sensitive')",0.8092044,0.8250015,0.0157971
8,1.3422995,1.2929415,"('unaffectionate', 'affectionate')",1.3422995,1.2929415,-0.049358
9,1.5947506,1.6615698,"('unaffectionate', 'caring')",1.5947506,1.6615698,0.0668192
10,0.7586036,0.7876332,"('unsympathetic', 'sympathetic')",0.7586036,0.7876332,0.0290296
11,1.3485447,1.4065548,"('unhelpful', 'helpful')",1.3485447,1.4065548,0.0580101
12,-1.9084574,-1.8970644,"('unsupportive', 'supportive')",-1.9084574,-1.8970644,0.011393
13,-0.613754,-0.63604075,"('impolite', 'polite')",-0.613754,-0.6360407,-0.0222867
14,-0.111826696,-0.12557651,"('antisocial', 'social')",-0.1118267,-0.1255765,-0.0137498
15,-0.052846137,-0.18046078,"('boring', 'funny')",-0.0528461,-0.1804608,-0.1276147
16,-0.7106922,-0.69755685,"('unpopular', 'popular')",-0.7106922,-0.6975569,0.0131353
17,-0.3650051,-0.35059318,"('nasty', 'nice')",-0.3650051,-0.3505932,0.0144119
18,-0.263597,-0.35580444,"('disagreeable', 'welcoming')",-0.263597,-0.3558044,-0.0922074
19,-0.64076,-0.64765877,"('inhospitable', 'hospitable')",-0.64076,-0.6476588,-0.0068988
20,0.7893669,0.67020327,"('rough', 'thoughtful')",0.7893669,0.6702033,-0.1191636
21,-0.6685322,-0.5804908,"('immoral', 'moral')",-0.6685322,-0.5804908,0.0880414
22,-0.39011803,-0.396778,"('untrustworthy', 'trustworthy')",-0.390118,-0.396778,-0.00666
23,6.3581,6.439605,"('insincere', 'sincere')",6.3580999,6.4396052,0.0815053
24,1.5286698,1.443032,"('dishonest', 'honest')",1.5286698,1.443032,-0.0856378
25,0.7868199,0.692135,"('egoistic', 'altruistic')",0.7868199,0.692135,-0.0946849
26,0.7903086,0.74849874,"('hardhearted', 'benevolent')",0.7903086,0.7484987,-0.0418099
27,1.7496973,1.5882531,"('hardhearted', 'softhearted')",1.7496973,1.5882531,-0.1614442
28,1.1320416,1.1795448,"('disloyal', 'loyal')",1.1320416,1.1795448,0.0475032
29,-0.39737535,-0.52548385,"('unfair', 'fair')",-0.3973753,-0.5254838,-0.1281085
30,0.6806008,0.7033,"('intolerant', 'tolerant')",0.6806008,0.7033,0.0226992
31,-1.0860577,-1.0967973,"('evil', 'good')",-1.0860577,-1.0967973,-0.0107396
32,0.85469216,0.820802,"('unkind', 'kind')",0.8546922,0.820802,-0.0338902
33,-0.35703006,-0.32535216,"('wrong', 'right')",-0.3570301,-0.3253522,0.0316779
34,4.8382053,4.9759154,"('mean', 'honorable')",4.8382053,4.9759154,0.1377101
35,-0.3769522,-0.58265275,"('corrupt', 'incorrupt')",-0.3769522,-0.5826527,-0.2057005
36,-0.6048244,-0.64629066,"('hostile', 'amicable')",-0.6048244,-0.6462907,-0.0414663
37,0.6999564,0.6296906,"('fake', 'genuine')",0.6999564,0.6296906,-0.0702658
38,-0.23123202,-0.1304356,"('untruthful', 'truthful')",-0.231232,-0.1304356,0.1007964
39,0.4419147,0.40173152,"('exploitative', 'cooperative')",0.4419147,0.4017315,-0.0401832
40,-1.6413659,-1.824391,"('stingy', 'generous')",-1.6413659,-1.824391,-0.1830251
41,0.15820894,0.20920768,"('unforgiving', 'forgiving')",0.1582089,0.2092077,0.0509988
42,-2.532929,-2.6224513,"('unreliable', 'reliable')",-2.5329289,-2.6224513,-0.0895224
43,0.94885206,0.97889966,"('irresponsible', 'responsible')",0.9488521,0.9788997,0.0300476
44,-0.913965,-0.9950831,"('prejudiced', 'unprejudiced')",-0.913965,-0.9950831,-0.0811181
45,-0.12108644,-0.14924915,"('incompetent', 'competent')",-0.1210864,-0.1492492,-0.0281628
46,-0.9086692,-0.927187,"('uncompetitive', 'competitive')",-0.9086692,-0.927187,-0.0185178
47,5.263282,5.439881,"('stupid', 'smart')",5.2632818,5.4398808,0.176599
48,0.38739082,0.3955442,"('unintelligent', 'intelligent')",0.3873908,0.3955442,0.0081534
49,-0.113053516,-0.1310095,"('unable', 'able')",-0.1130535,-0.1310095,-0.017956
50,-0.6363164,-0.6478071,"('clumsy', 'skillful')",-0.6363164,-0.6478071,-0.0114907
51,0.08116193,-0.029818848,"('uneducated', 'educated')",0.0811619,-0.0298188,-0.1109807
52,-0.22631612,-0.30255663,"('irrational', 'rational')",-0.2263161,-0.3025566,-0.0762405
53,-0.15169217,-0.21859334,"('uncreative', 'creative')",-0.1516922,-0.2185933,-0.0669011
54,1.1405932,1.1702042,"('incapable', 'capable')",1.1405932,1.1702042,0.029611
55,0.38497213,0.36911434,"('incompetent', 'clever')",0.3849721,0.3691143,-0.0158578
56,0.22410865,0.25799713,"('impractical', 'practical')",0.2241087,0.2579971,0.0338884
57,-3.114345,-3.1558518,"('unimaginative', 'imaginative')",-3.1143451,-3.1558518,-0.0415067
58,0.0020039529,-0.046391264,"('undiscriminating', 'discriminating')",0.002004,-0.0463913,-0.0483953
59,-0.11968972,-0.09428546,"('foolish', 'wise')",-0.1196897,-0.0942855,0.0254042
