,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.15076019,-0.052963637,"('unsociable', 'sociable')",-0.1777626,-0.42661127,-0.0135012,-0.2397875,-0.2262863
1,-1.6215559,-1.6469783,"('unfriendly', 'friendly')",1.2715524,1.1718876,-0.1750017,-0.2375453,-0.0625436
2,-0.12212399,-0.07945381,"('unlikable', 'likable')",0.5858007,0.64191985,0.2318384,0.281233,0.0493946
3,0.09817602,0.17850828,"('repellent', 'pleasant')",0.8183439,0.7464324,0.4582599,0.4624704,0.0042105
4,-0.54818064,-0.54443175,"('disliked', 'liked')",-6.540883,-6.48106,-3.5445318,-3.5127459,0.0317859
5,-1.6982838,-1.6521137,"('distant', 'outgoing')",-0.49025616,-0.3891034,-1.09427,-1.0206085,0.0736615
6,-2.326333,-2.2339644,"('distant', 'open')",-0.6860471,-0.5896348,-1.5061901,-1.4117997,0.0943904
7,0.4810462,0.5008169,"('insensitive', 'sensitive')",-0.1322122,-0.15680404,0.174417,0.1720064,-0.0024106
8,-0.771358,-0.75800174,"('unaffectionate', 'affectionate')",0.5278597,0.5823461,-0.1217492,-0.0878278,0.0339214
9,-0.7030573,-0.71299505,"('unaffectionate', 'caring')",1.0971965,1.1381686,0.1970696,0.2125868,0.0155172
10,0.5145339,0.48820648,"('unsympathetic', 'sympathetic')",-0.7884067,-0.83706474,-0.1369364,-0.1744291,-0.0374927
11,0.6633322,0.60818255,"('unhelpful', 'helpful')",1.7290087,1.7556138,1.1961704,1.1818981,-0.0142723
12,-0.16717643,-0.13468081,"('unsupportive', 'supportive')",-2.3700342,-2.359864,-1.2686054,-1.2472724,0.021333
13,0.12359169,0.00952944,"('impolite', 'polite')",-0.8419794,-0.9599904,-0.3591939,-0.4752305,-0.1160366
14,1.014259,0.94891554,"('antisocial', 'social')",-0.12856455,-0.3393896,0.4428472,0.304763,-0.1380842
15,-0.31953493,-0.3888715,"('boring', 'funny')",0.26453564,0.23302183,-0.0274996,-0.0779248,-0.0504252
16,-0.6947877,-0.6199168,"('unpopular', 'popular')",0.7846793,0.7571254,0.0449458,0.0686043,0.0236585
17,-0.3215572,-0.29275277,"('nasty', 'nice')",-0.33073676,-0.26604855,-0.326147,-0.2794006,0.0467464
18,-0.3409899,-0.36108226,"('disagreeable', 'welcoming')",-0.5698791,-0.6853554,-0.4554345,-0.5232189,-0.0677844
19,-1.8697332,-1.8500332,"('inhospitable', 'hospitable')",-0.6862789,-0.5272992,-1.2780061,-1.1886662,0.0893399
20,0.41355145,0.40538386,"('rough', 'thoughtful')",0.77157754,0.77183014,0.5925645,0.588607,-0.0039575
21,0.778406,0.69892746,"('immoral', 'moral')",-0.37629175,-0.46046445,0.2010571,0.1192315,-0.0818256
22,0.26826295,0.24390781,"('untrustworthy', 'trustworthy')",-1.2389432,-1.292528,-0.4853401,-0.5243101,-0.03897
23,0.72921723,0.64372563,"('insincere', 'sincere')",5.620121,5.4842014,3.174669,3.0639634,-0.1107056
24,-0.12081295,-0.17167549,"('dishonest', 'honest')",0.33305278,0.34840983,0.1061199,0.0883672,-0.0177527
25,-0.51523703,-0.52655154,"('egoistic', 'altruistic')",1.1316836,1.0522633,0.3082233,0.2628559,-0.0453674
26,-0.81305766,-0.89382136,"('hardhearted', 'benevolent')",1.4513824,1.3487735,0.3191624,0.2274761,-0.0916863
27,-1.195423,-1.1827204,"('hardhearted', 'softhearted')",0.7914574,0.69626546,-0.2019828,-0.2432275,-0.0412447
28,0.20194295,0.18842743,"('disloyal', 'loyal')",1.2560718,1.1945813,0.7290074,0.6915044,-0.037503
29,-0.40427434,-0.37819433,"('unfair', 'fair')",-0.499498,-0.5843514,-0.4518862,-0.4812729,-0.0293867
30,1.5248678,1.4648683,"('intolerant', 'tolerant')",1.1731044,1.1201316,1.3489861,1.2925,-0.0564861
31,-2.5575712,-2.4238894,"('evil', 'good')",-0.8750801,-0.88397545,-1.7163256,-1.6539325,0.0623931
32,0.14320536,0.04034157,"('unkind', 'kind')",0.64119637,0.4474382,0.3922009,0.2438899,-0.148311
33,-0.5400631,-0.5394334,"('wrong', 'right')",-0.71278,-0.659805,-0.6264216,-0.5996192,0.0268024
34,0.051094696,0.055626053,"('mean', 'honorable')",5.538309,5.6539793,2.7947018,2.8548026,0.0601008
35,-1.1627028,-1.1836587,"('corrupt', 'incorrupt')",-0.45323965,-0.40107933,-0.8079712,-0.792369,0.0156022
