,awe_male,awe_female,tuple,average_male,average_female,female-male
0,0.1835039,0.19877104,"('unsociable', 'sociable')",0.1835039,0.198771,0.0152671
1,1.1308264,1.1665478,"('unfriendly', 'friendly')",1.1308264,1.1665478,0.0357214
2,0.62445337,0.69557846,"('unlikable', 'likable')",0.6244534,0.6955785,0.0711251
3,1.0949994,1.1300265,"('repellent', 'pleasant')",1.0949994,1.1300265,0.0350271
4,-7.1243505,-7.1772404,"('disliked', 'liked')",-7.1243505,-7.1772404,-0.0528899
5,-0.095676966,-0.0740628,"('distant', 'outgoing')",-0.095677,-0.0740628,0.0216142
6,0.17437765,0.14885029,"('distant', 'open')",0.1743777,0.1488503,-0.0255274
7,1.4470258,1.5235438,"('insensitive', 'sensitive')",1.4470258,1.5235438,0.076518
8,1.0915865,0.9844586,"('unaffectionate', 'affectionate')",1.0915865,0.9844586,-0.1071279
9,1.3562313,1.3573977,"('unaffectionate', 'caring')",1.3562313,1.3573977,0.0011664
10,1.566265,1.531758,"('unsympathetic', 'sympathetic')",1.566265,1.531758,-0.034507
11,1.7531682,1.8173469,"('unhelpful', 'helpful')",1.7531682,1.8173469,0.0641787
12,-1.0316632,-0.979864,"('unsupportive', 'supportive')",-1.0316632,-0.979864,0.0517992
13,0.18646863,0.23616868,"('impolite', 'polite')",0.1864686,0.2361687,0.0497001
14,0.19567385,0.22430702,"('antisocial', 'social')",0.1956739,0.224307,0.0286331
15,0.26838315,0.31528977,"('boring', 'funny')",0.2683831,0.3152898,0.0469067
16,-0.35053673,-0.27441484,"('unpopular', 'popular')",-0.3505367,-0.2744148,0.0761219
17,0.11758603,0.07644699,"('nasty', 'nice')",0.117586,0.076447,-0.041139
18,-0.17646301,-0.15524781,"('disagreeable', 'welcoming')",-0.176463,-0.1552478,0.0212152
19,-0.24360716,-0.2299049,"('inhospitable', 'hospitable')",-0.2436072,-0.2299049,0.0137023
20,0.78954744,0.70416063,"('rough', 'thoughtful')",0.7895474,0.7041606,-0.0853868
21,0.24142525,0.36128193,"('immoral', 'moral')",0.2414252,0.3612819,0.1198567
22,0.027146792,0.020289117,"('untrustworthy', 'trustworthy')",0.0271468,0.0202891,-0.0068577
23,6.3504186,6.5103807,"('insincere', 'sincere')",6.3504186,6.5103807,0.1599621
24,2.0207624,2.0642753,"('dishonest', 'honest')",2.0207624,2.0642753,0.0435129
25,0.16177031,0.03718335,"('egoistic', 'altruistic')",0.1617703,0.0371834,-0.1245869
26,0.101306416,0.09012191,"('hardhearted', 'benevolent')",0.1013064,0.0901219,-0.0111845
27,1.8846735,1.6641294,"('hardhearted', 'softhearted')",1.8846735,1.6641294,-0.2205441
28,0.978696,0.9830206,"('disloyal', 'loyal')",0.978696,0.9830206,0.0043246
