,versum_male,versum_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4812965,-1.5943682,"('unsociable', 'sociable')",1.2456694,1.1135967,-0.55721545,-0.7377536,-0.2642809,-0.4061751,-0.1418942
1,-1.8258522,-1.9285438,"('unfriendly', 'friendly')",0.36615586,0.112448946,1.9708903,1.8912929,0.170398,0.025066,-0.145332
2,0.11438665,0.21744506,"('unlikable', 'likable')",0.45113188,0.46216592,0.5836609,0.69785,0.3830598,0.4591537,0.0760939
3,-0.95763385,-0.9017667,"('repellent', 'pleasant')",0.5053971,0.64712167,0.0879395,0.1220624,-0.1214324,-0.0441942,0.0772382
4,-0.10628321,-0.15842922,"('disliked', 'liked')",-0.7473159,-0.8485584,-5.906145,-5.9691577,-2.2532481,-2.3253818,-0.0721337
5,-1.2947544,-1.2302496,"('distant', 'outgoing')",-1.1832385,-1.197487,0.19579497,0.23648834,-0.7607327,-0.7304161,0.0303166
6,-1.723011,-1.6245397,"('distant', 'open')",-1.8106456,-1.810008,0.46612388,0.5229939,-1.0225109,-0.970518,0.0519929
7,-0.77725434,-0.8492116,"('insensitive', 'sensitive')",0.43765393,0.48008496,0.3039369,0.33090308,-0.0118878,-0.0127412,-0.0008534
8,-1.497505,-1.513291,"('unaffectionate', 'affectionate')",-0.7682369,-0.8008251,0.95151174,0.9487252,-0.4380767,-0.4551303,-0.0170536
9,-1.6899745,-1.747201,"('unaffectionate', 'caring')",-0.02787124,-0.0687186,1.2396743,1.2878462,-0.1593905,-0.1760244,-0.0166339
10,-1.3590561,-1.481638,"('unsympathetic', 'sympathetic')",0.64290136,0.63831395,-0.71093965,-0.7560666,-0.4756982,-0.5331302,-0.057432
11,-0.69631493,-0.7042631,"('unhelpful', 'helpful')",0.61075294,0.6509609,1.5797839,1.7029546,0.498074,0.5498842,0.0518102
12,-1.5897123,-1.5514945,"('unsupportive', 'supportive')",0.90488315,0.97494584,-1.827401,-1.7677279,-0.8374101,-0.7814255,0.0559846
13,-0.26728487,-0.32715625,"('impolite', 'polite')",0.803306,0.78005475,-0.54630613,-0.62829316,-0.0034283,-0.0584649,-0.0550366
14,0.08859932,0.107469514,"('antisocial', 'social')",1.8053604,1.8351552,-0.8375207,-0.9196359,0.3521463,0.3409963,-0.01115
15,0.181999,0.09528415,"('boring', 'funny')",-0.81975603,-0.8776275,0.54410166,0.4843214,-0.0312185,-0.0993406,-0.0681221
16,-0.82346755,-0.81066114,"('unpopular', 'popular')",-1.1278337,-1.1457653,0.80475855,0.7630475,-0.3821809,-0.397793,-0.0156121
17,0.15565929,0.18145308,"('nasty', 'nice')",-0.49193612,-0.38318637,-0.22467157,-0.21705723,-0.1869828,-0.1395968,0.047386
18,-0.54646724,-0.47736,"('disagreeable', 'welcoming')",-0.40974122,-0.4145937,-0.34041172,-0.36423367,-0.4322067,-0.4187291,0.0134776
19,-1.4364133,-1.3980682,"('inhospitable', 'hospitable')",-2.1560423,-2.194077,-0.048619576,0.05687949,-1.2136917,-1.1784219,0.0352698
20,0.08664992,0.11525421,"('rough', 'thoughtful')",0.23126373,0.26139328,1.0149555,0.9793825,0.4442897,0.45201,0.0077203
21,0.34863472,0.22061072,"('immoral', 'moral')",1.4603733,1.4214414,-0.8163934,-0.8292668,0.3308715,0.2709285,-0.059943
22,0.025858473,0.040632028,"('untrustworthy', 'trustworthy')",-0.025808921,-0.031071514,-1.0309776,-1.0763023,-0.3436427,-0.3555806,-0.0119379
23,-0.8554803,-0.93184584,"('insincere', 'sincere')",1.3536104,1.3284371,5.224617,5.251458,1.9075823,1.8826831,-0.0248992
24,-0.6196906,-0.6341586,"('dishonest', 'honest')",0.5384225,0.58097994,0.7306675,0.73938996,0.2164665,0.2287371,0.0122706
25,-0.077652775,-0.06269452,"('egoistic', 'altruistic')",0.9628326,0.9589303,1.6765374,1.6354231,0.8539058,0.8438863,-0.0100195
26,0.09093904,-0.0069280863,"('hardhearted', 'benevolent')",0.33376548,0.21846528,1.6486728,1.5529492,0.6911258,0.5881621,-0.1029637
27,-0.3873806,-0.29490972,"('hardhearted', 'softhearted')",-0.22811383,-0.12181562,1.3336493,1.2689763,0.2393849,0.2840837,0.0446988
28,-0.5936186,-0.7823933,"('disloyal', 'loyal')",0.31106633,0.13989775,0.9009123,0.820844,0.20612,0.0594495,-0.1466705
29,-0.5120663,-0.53631955,"('unfair', 'fair')",-1.1074762,-1.2032313,-0.5644308,-0.6719289,-0.7279911,-0.8038266,-0.0758355
30,0.7051534,0.6571768,"('intolerant', 'tolerant')",1.6932789,1.658987,1.2534418,1.1781166,1.2172914,1.1647601,-0.0525313
31,-1.308119,-1.1738685,"('evil', 'good')",-1.4799018,-1.5122697,-0.62877715,-0.6784443,-1.1389327,-1.1215275,0.0174052
32,-0.39725614,-0.41587746,"('unkind', 'kind')",0.8139204,0.7741519,0.6254152,0.52720684,0.3473598,0.2951604,-0.0521994
33,0.44252646,0.405888,"('wrong', 'right')",0.6028466,0.5349408,0.013920993,-0.07104373,0.353098,0.2899284,-0.0631696
34,-0.3311221,-0.25916287,"('mean', 'honorable')",0.048692085,0.15815367,5.7623286,5.9470515,1.8266328,1.9486807,0.1220479
35,0.9897367,0.96189827,"('corrupt', 'incorrupt')",-1.6332401,-1.6780015,0.20203021,0.04516165,-0.1471577,-0.2236472,-0.0764895
36,-0.60492533,-0.7116074,"('hostile', 'amicable')",-2.0921762,-2.2426834,0.6307824,0.4002949,-0.6887731,-0.851332,-0.1625589
37,0.11908051,0.11181938,"('fake', 'genuine')",0.031199038,0.003258422,0.039389435,0.0720839,0.063223,0.0623872,-0.0008358
38,-1.0621917,-1.0303718,"('untruthful', 'truthful')",-0.16325423,-0.16861069,0.01956656,0.10333105,-0.4019598,-0.3652171,0.0367427
39,1.0041851,0.9520796,"('exploitative', 'cooperative')",0.34976134,0.4268325,0.124511585,0.11348074,0.4928193,0.4974643,0.004645
40,0.0153032765,-0.007857401,"('stingy', 'generous')",1.2559633,1.2032421,-1.394183,-1.5285263,-0.0409722,-0.1110472,-0.070075
41,-0.4102202,-0.36822888,"('unforgiving', 'forgiving')",0.60511243,0.5784383,0.07399491,-0.027207937,0.089629,0.0610005,-0.0286285
42,0.4532953,0.554324,"('unreliable', 'reliable')",0.13062266,0.2184794,-3.2760994,-3.1335468,-0.8973939,-0.7869145,0.1104794
43,-1.1015259,-1.055784,"('irresponsible', 'responsible')",0.6711602,0.71648276,0.031895135,0.078214444,-0.1328235,-0.0870289,0.0457946
44,1.2876444,1.3111875,"('prejudiced', 'unprejudiced')",-0.5547146,-0.44805843,-1.3978966,-1.4054348,-0.2216556,-0.1807686,0.040887
45,-1.136845,-1.177632,"('incompetent', 'competent')",0.83701086,0.9025682,-0.12248834,-0.12914182,-0.1407742,-0.1347352,0.006039
46,-0.8927581,-0.9371805,"('uncompetitive', 'competitive')",1.2305456,1.24487,-0.92623144,-1.016349,-0.196148,-0.2362198,-0.0400718
47,0.11559512,0.22994114,"('stupid', 'smart')",1.4196446,1.4923719,5.492018,5.641995,2.3424193,2.4547693,0.11235
48,-0.1260571,-0.18311565,"('unintelligent', 'intelligent')",0.8538672,0.82842815,0.6029728,0.59565747,0.4435943,0.4136566,-0.0299377
49,0.112915754,0.16546613,"('unable', 'able')",-0.6748286,-0.5459151,0.11367581,0.27425563,-0.1494123,-0.0353978,0.1140145
50,-0.008889161,0.04993114,"('clumsy', 'skillful')",-0.339706,-0.28585267,0.34976974,0.3659857,0.0003915,0.0433547,0.0429632
51,-0.7400377,-0.85047674,"('uneducated', 'educated')",0.054300606,-0.08558933,-0.1316546,-0.22247842,-0.2724639,-0.3861815,-0.1137176
52,-0.1593673,-0.3383053,"('irrational', 'rational')",-0.6426312,-0.9162576,0.72379386,0.5816144,-0.0260682,-0.2243162,-0.198248
53,-1.4269634,-1.4515911,"('uncreative', 'creative')",0.22180475,0.059090182,0.92716026,0.88995606,-0.0926661,-0.167515,-0.0748489
