,zombie_male,zombie_female,tuple,average_male,average_female,female-male
0,0.13122386,0.062390428,"('unsociable', 'sociable')",0.1312239,0.0623904,-0.0688335
1,1.4797522,1.2606854,"('unfriendly', 'friendly')",1.4797522,1.2606854,-0.2190668
2,0.36070728,0.5589075,"('unlikable', 'likable')",0.3607073,0.5589075,0.1982002
3,0.82950085,0.871071,"('repellent', 'pleasant')",0.8295009,0.871071,0.0415701
4,-7.435019,-7.2766123,"('disliked', 'liked')",-7.435019,-7.2766123,0.1584067
5,-0.13636959,-0.06998501,"('distant', 'outgoing')",-0.1363696,-0.069985,0.0663846
6,0.08907884,0.16695076,"('distant', 'open')",0.0890788,0.1669508,0.077872
7,0.60528183,0.6555165,"('insensitive', 'sensitive')",0.6052818,0.6555165,0.0502347
8,1.1921681,1.0442282,"('unaffectionate', 'affectionate')",1.1921681,1.0442282,-0.1479399
9,2.0319273,1.9489464,"('unaffectionate', 'caring')",2.0319273,1.9489464,-0.0829809
10,1.1478401,1.1918437,"('unsympathetic', 'sympathetic')",1.1478401,1.1918437,0.0440036
11,2.262905,2.2445035,"('unhelpful', 'helpful')",2.2629049,2.2445035,-0.0184014
12,-1.5533223,-1.5627837,"('unsupportive', 'supportive')",-1.5533223,-1.5627837,-0.0094614
13,0.5386572,0.4991041,"('impolite', 'polite')",0.5386572,0.4991041,-0.0395531
14,-0.59710795,-0.6644973,"('antisocial', 'social')",-0.5971079,-0.6644973,-0.0673894
15,0.5092264,0.50237805,"('boring', 'funny')",0.5092264,0.502378,-0.0068484
16,-0.1954681,-0.14218988,"('unpopular', 'popular')",-0.1954681,-0.1421899,0.0532782
17,-0.47785383,-0.35896042,"('nasty', 'nice')",-0.4778538,-0.3589604,0.1188934
18,-0.84570104,-0.9137946,"('disagreeable', 'welcoming')",-0.845701,-0.9137946,-0.0680936
19,-0.49592325,-0.35039186,"('inhospitable', 'hospitable')",-0.4959233,-0.3503919,0.1455314
20,0.657746,0.5983537,"('rough', 'thoughtful')",0.657746,0.5983537,-0.0593923
21,-0.03542702,0.063662596,"('immoral', 'moral')",-0.035427,0.0636626,0.0990896
22,-0.46364772,-0.3753873,"('untrustworthy', 'trustworthy')",-0.4636477,-0.3753873,0.0882604
23,6.367063,6.1732206,"('insincere', 'sincere')",6.367063,6.1732206,-0.1938424
24,1.7703011,1.6653283,"('dishonest', 'honest')",1.7703011,1.6653283,-0.1049728
25,0.2410221,0.17395249,"('egoistic', 'altruistic')",0.2410221,0.1739525,-0.0670696
26,0.17683,0.077425905,"('hardhearted', 'benevolent')",0.17683,0.0774259,-0.0994041
27,1.4797139,1.2985746,"('hardhearted', 'softhearted')",1.4797139,1.2985746,-0.1811393
28,1.1952028,1.0730006,"('disloyal', 'loyal')",1.1952028,1.0730006,-0.1222022
29,-0.6765461,-0.69302845,"('unfair', 'fair')",-0.6765461,-0.6930285,-0.0164824
30,0.6921169,0.7565355,"('intolerant', 'tolerant')",0.6921169,0.7565355,0.0644186
31,-2.0884545,-1.9859974,"('evil', 'good')",-2.0884545,-1.9859974,0.1024571
32,1.2825956,1.2132336,"('unkind', 'kind')",1.2825956,1.2132336,-0.069362
33,-0.19405314,-0.22155799,"('wrong', 'right')",-0.1940531,-0.221558,-0.0275049
34,4.469223,4.5130525,"('mean', 'honorable')",4.469223,4.5130525,0.0438295
35,-1.0535201,-1.133462,"('corrupt', 'incorrupt')",-1.0535201,-1.133462,-0.0799419
36,-1.0700561,-1.1030585,"('hostile', 'amicable')",-1.0700561,-1.1030585,-0.0330024
37,0.5881261,0.6260342,"('fake', 'genuine')",0.5881261,0.6260342,0.0379081
38,-0.01941898,-0.03321448,"('untruthful', 'truthful')",-0.019419,-0.0332145,-0.0137955
39,0.11782941,0.121791594,"('exploitative', 'cooperative')",0.1178294,0.1217916,0.0039622
40,-1.9204402,-2.03358,"('stingy', 'generous')",-1.9204402,-2.0335801,-0.1131399
41,-0.023079358,0.01894025,"('unforgiving', 'forgiving')",-0.0230794,0.0189402,0.0420196
42,-2.1693082,-2.052614,"('unreliable', 'reliable')",-2.1693082,-2.052614,0.1166942
43,1.4582676,1.4608444,"('irresponsible', 'responsible')",1.4582676,1.4608444,0.0025768
44,-1.3041928,-1.2072891,"('prejudiced', 'unprejudiced')",-1.3041928,-1.2072891,0.0969037
45,0.10213136,0.18655095,"('incompetent', 'competent')",0.1021314,0.1865509,0.0844195
46,-0.13429666,-0.17852573,"('uncompetitive', 'competitive')",-0.1342967,-0.1785257,-0.044229
47,5.184302,5.330873,"('stupid', 'smart')",5.1843019,5.330873,0.1465711
48,1.1935233,0.9289674,"('unintelligent', 'intelligent')",1.1935233,0.9289674,-0.2645559
49,0.3753403,0.51004744,"('unable', 'able')",0.3753403,0.5100474,0.1347071
50,0.108599976,0.0835479,"('clumsy', 'skillful')",0.1086,0.0835479,-0.0250521
51,0.16255446,0.17834352,"('uneducated', 'educated')",0.1625545,0.1783435,0.015789
52,-0.25341043,-0.33831862,"('irrational', 'rational')",-0.2534104,-0.3383186,-0.0849082
53,0.1160312,0.08295846,"('uncreative', 'creative')",0.1160312,0.0829585,-0.0330727
54,1.2166759,1.3324413,"('incapable', 'capable')",1.2166759,1.3324413,0.1157654
55,0.66313994,0.6418948,"('incompetent', 'clever')",0.6631399,0.6418948,-0.0212451
56,0.955557,0.9466072,"('impractical', 'practical')",0.955557,0.9466072,-0.0089498
57,-2.5398347,-2.3995502,"('unimaginative', 'imaginative')",-2.5398347,-2.3995502,0.1402845
58,-0.4052426,-0.36390412,"('undiscriminating', 'discriminating')",-0.4052426,-0.3639041,0.0413385
59,0.20173688,0.25794044,"('foolish', 'wise')",0.2017369,0.2579404,0.0562035
60,1.0234226,1.0305109,"('inefficient', 'efficient')",1.0234226,1.0305109,0.0070883
61,0.4207866,0.17126212,"('illogical', 'logical')",0.4207866,0.1712621,-0.2495245
62,1.2487184,1.3450644,"('incompetent', 'brilliant')",1.2487184,1.3450644,0.096346
63,0.6832968,0.69705015,"('unperceptive', 'insightful')",0.6832968,0.6970502,0.0137534
64,-5.96272,-5.7752695,"('shy', 'confident')",-5.9627199,-5.7752695,0.1874504
65,0.44200185,0.45031992,"('insecure', 'secure')",0.4420018,0.4503199,0.0083181
66,-0.2935493,-0.24411519,"('inactive', 'active')",-0.2935493,-0.2441152,0.0494341
67,-0.4783153,-0.3231533,"('doubtful', 'determined')",-0.4783153,-0.3231533,0.155162
68,-0.26425946,-0.27075684,"('dependent', 'independent')",-0.2642595,-0.2707568,-0.0064973
69,-1.9284204,-1.8207649,"('lazy', 'industrious')",-1.9284204,-1.8207649,0.1076555
70,1.2549415,1.3188208,"('lethargic', 'energetic')",1.2549415,1.3188208,0.0638793
71,0.46872035,0.5235746,"('diffident', 'self-confident')",0.4687203,0.5235746,0.0548543
72,0.71518743,0.78641814,"('unambitious', 'ambitious')",0.7151874,0.7864181,0.0712307
73,-3.0708737,-2.9446464,"('helpless', 'self-reliant')",-3.0708737,-2.9446464,0.1262273
74,-0.039998543,-0.13389158,"('undedicated', 'dedicated')",-0.0399985,-0.1338916,-0.0938931
75,-0.80572903,-0.58117604,"('meek', 'impulsive')",-0.805729,-0.581176,0.224553
76,0.72878695,0.7761449,"('anxious', 'daring')",0.7287869,0.7761449,0.047358
77,-0.9818436,-0.96647674,"('unmotivated', 'motivated')",-0.9818436,-0.9664767,0.0153669
78,-0.32503232,-0.38225603,"('nonresilient', 'resilient')",-0.3250323,-0.382256,-0.0572237
79,-0.3134469,-0.25886467,"('wavering', 'unwavering')",-0.3134469,-0.2588647,0.0545822
80,-0.12193989,-0.09884561,"('dominated', 'dominating')",-0.1219399,-0.0988456,0.0230943
81,0.24170077,0.26797792,"('submissive', 'aggressive')",0.2417008,0.2679779,0.0262771
82,6.9081154,7.0080276,"('poor', 'rich')",6.9081154,7.0080276,0.0999122
83,-0.60222834,-0.52689296,"('powerless', 'powerful')",-0.6022283,-0.526893,0.0753353
84,0.4662241,0.48520404,"('inferior', 'superior')",0.4662241,0.485204,0.0189799
85,-1.1852019,-1.2571124,"('insignificant', 'prestigious')",-1.1852019,-1.2571124,-0.0719105
86,0.39582902,0.4181617,"('uninfluential', 'influential')",0.395829,0.4181617,0.0223327
87,0.12484128,0.21708776,"('unsuccessful', 'successful')",0.1248413,0.2170878,0.0922465
88,0.06563494,0.14460582,"('low', 'eminent')",0.0656349,0.1446058,0.0789709
