,mob_male,mob_female,tuple,average_male,average_female,female-male
0,-0.0912012,-0.025708959,"('unsociable', 'sociable')",-0.0912012,-0.025709,0.0654922
1,0.6660292,0.614105,"('unfriendly', 'friendly')",0.6660292,0.614105,-0.0519242
2,0.12813051,0.17361227,"('unlikable', 'likable')",0.1281305,0.1736123,0.0454818
3,0.8456967,0.9051571,"('repellent', 'pleasant')",0.8456967,0.9051571,0.0594604
4,-7.1162944,-7.2911654,"('disliked', 'liked')",-7.1162944,-7.2911654,-0.174871
5,-0.6670809,-0.73940283,"('distant', 'outgoing')",-0.6670809,-0.7394028,-0.0723219
6,-0.19608903,-0.3129533,"('distant', 'open')",-0.196089,-0.3129533,-0.1168643
7,0.6735768,0.82447875,"('insensitive', 'sensitive')",0.6735768,0.8244787,0.1509019
8,0.6836176,0.59551,"('unaffectionate', 'affectionate')",0.6836176,0.59551,-0.0881076
9,1.0634291,1.065385,"('unaffectionate', 'caring')",1.0634291,1.065385,0.0019559
10,1.1072425,1.2079266,"('unsympathetic', 'sympathetic')",1.1072425,1.2079266,0.1006841
11,1.1306922,1.1923854,"('unhelpful', 'helpful')",1.1306922,1.1923854,0.0616932
12,-1.9936881,-1.9703641,"('unsupportive', 'supportive')",-1.9936881,-1.9703641,0.023324
13,-0.38465625,-0.24777181,"('impolite', 'polite')",-0.3846563,-0.2477718,0.1368845
14,0.3122701,0.3391975,"('antisocial', 'social')",0.3122701,0.3391975,0.0269274
15,-0.057391685,-0.16999704,"('boring', 'funny')",-0.0573917,-0.169997,-0.1126053
16,-0.73534423,-0.7378862,"('unpopular', 'popular')",-0.7353442,-0.7378862,-0.002542
17,-0.1670926,-0.17577237,"('nasty', 'nice')",-0.1670926,-0.1757724,-0.0086798
18,-0.20599039,-0.24925305,"('disagreeable', 'welcoming')",-0.2059904,-0.249253,-0.0432626
19,-0.95552194,-1.0297096,"('inhospitable', 'hospitable')",-0.9555219,-1.0297096,-0.0741877
20,0.7362491,0.7515152,"('rough', 'thoughtful')",0.7362491,0.7515152,0.0152661
21,-0.21607307,-0.05494507,"('immoral', 'moral')",-0.2160731,-0.0549451,0.161128
22,-0.12706317,-0.11337978,"('untrustworthy', 'trustworthy')",-0.1270632,-0.1133798,0.0136834
23,5.6648626,5.8013735,"('insincere', 'sincere')",5.6648626,5.8013735,0.1365109
24,1.3630282,1.3127815,"('dishonest', 'honest')",1.3630282,1.3127815,-0.0502467
25,0.6480297,0.55126154,"('egoistic', 'altruistic')",0.6480297,0.5512615,-0.0967682
26,0.79748195,0.69849515,"('hardhearted', 'benevolent')",0.797482,0.6984951,-0.0989869
27,1.518313,1.3739909,"('hardhearted', 'softhearted')",1.5183131,1.3739909,-0.1443222
28,0.7801554,0.78251934,"('disloyal', 'loyal')",0.7801554,0.7825193,0.0023639
29,-0.5684262,-0.6953767,"('unfair', 'fair')",-0.5684262,-0.6953767,-0.1269505
30,1.0372304,1.097198,"('intolerant', 'tolerant')",1.0372304,1.097198,0.0599676
31,-1.4819065,-1.5757793,"('evil', 'good')",-1.4819065,-1.5757793,-0.0938728
32,0.804688,0.8011405,"('unkind', 'kind')",0.804688,0.8011405,-0.0035475
33,-0.5997876,-0.6826625,"('wrong', 'right')",-0.5997876,-0.6826625,-0.0828749
34,3.9424438,4.143731,"('mean', 'honorable')",3.9424438,4.1437311,0.2012873
35,-0.934882,-1.2032095,"('corrupt', 'incorrupt')",-0.934882,-1.2032095,-0.2683275
36,-0.8264013,-0.97178924,"('hostile', 'amicable')",-0.8264013,-0.9717892,-0.1453879
37,0.7027711,0.7166418,"('fake', 'genuine')",0.7027711,0.7166418,0.0138707
38,-0.7483789,-0.69748104,"('untruthful', 'truthful')",-0.7483789,-0.697481,0.0508979
39,0.47196808,0.5043899,"('exploitative', 'cooperative')",0.4719681,0.5043899,0.0324218
40,-1.150033,-1.3110409,"('stingy', 'generous')",-1.150033,-1.3110409,-0.1610079
41,0.104769476,0.08897585,"('unforgiving', 'forgiving')",0.1047695,0.0889758,-0.0157937
42,-2.074612,-2.0935678,"('unreliable', 'reliable')",-2.0746119,-2.0935678,-0.0189559
43,0.7700367,0.86009115,"('irresponsible', 'responsible')",0.7700367,0.8600911,0.0900544
44,-0.46598917,-0.4949057,"('prejudiced', 'unprejudiced')",-0.4659892,-0.4949057,-0.0289165
45,-0.032803368,-0.0073368046,"('incompetent', 'competent')",-0.0328034,-0.0073368,0.0254666
46,-0.28884402,-0.19243848,"('uncompetitive', 'competitive')",-0.288844,-0.1924385,0.0964055
47,4.7456017,4.9659247,"('stupid', 'smart')",4.7456017,4.9659247,0.220323
48,0.1658945,0.21053392,"('unintelligent', 'intelligent')",0.1658945,0.2105339,0.0446394
49,-0.0839129,0.0067619057,"('unable', 'able')",-0.0839129,0.0067619,0.0906748
50,-0.65799123,-0.71478766,"('clumsy', 'skillful')",-0.6579912,-0.7147877,-0.0567965
51,0.24162993,0.24996285,"('uneducated', 'educated')",0.2416299,0.2499629,0.008333
52,-0.6836348,-0.87902534,"('irrational', 'rational')",-0.6836348,-0.8790253,-0.1953905
53,-0.44560385,-0.50788194,"('uncreative', 'creative')",-0.4456038,-0.5078819,-0.0622781
