,tabletop_male,tabletop_female,tuple,average_male,average_female,female-male
0,0.744512,0.63373286,"('unsociable', 'sociable')",0.744512,0.6337329,-0.1107791
1,-0.020295188,-0.3893097,"('unfriendly', 'friendly')",-0.0202952,-0.3893097,-0.3690145
2,0.15184766,0.11325349,"('unlikable', 'likable')",0.1518477,0.1132535,-0.0385942
3,-0.118367225,0.12658022,"('repellent', 'pleasant')",-0.1183672,0.1265802,0.2449474
4,-3.7684777,-3.9042578,"('disliked', 'liked')",-3.7684777,-3.9042578,-0.1357801
5,-1.2414687,-1.4644426,"('distant', 'outgoing')",-1.2414687,-1.4644426,-0.2229739
6,-0.7656388,-1.1335404,"('distant', 'open')",-0.7656388,-1.1335404,-0.3679016
7,0.8599409,1.0223541,"('insensitive', 'sensitive')",0.8599409,1.0223541,0.1624132
8,-0.3220196,-0.5596612,"('unaffectionate', 'affectionate')",-0.3220196,-0.5596612,-0.2376416
9,0.055238478,-0.11109853,"('unaffectionate', 'caring')",0.0552385,-0.1110985,-0.166337
10,0.51559824,0.5023783,"('unsympathetic', 'sympathetic')",0.5155982,0.5023783,-0.0132199
11,0.7335126,0.8957947,"('unhelpful', 'helpful')",0.7335126,0.8957947,0.1622821
12,-1.2049168,-1.1449682,"('unsupportive', 'supportive')",-1.2049168,-1.1449682,0.0599486
13,-0.20922124,0.0129225105,"('impolite', 'polite')",-0.2092212,0.0129225,0.2221437
14,1.4174296,1.5817236,"('antisocial', 'social')",1.4174296,1.5817236,0.164294
15,0.43892258,0.25940892,"('boring', 'funny')",0.4389226,0.2594089,-0.1795137
16,-0.99476844,-0.9695211,"('unpopular', 'popular')",-0.9947684,-0.9695211,0.0252473
17,-0.6521644,-0.5898618,"('nasty', 'nice')",-0.6521644,-0.5898618,0.0623026
18,-1.0411854,-0.85350907,"('disagreeable', 'welcoming')",-1.0411854,-0.8535091,0.1876763
19,-1.7898073,-1.9052225,"('inhospitable', 'hospitable')",-1.7898073,-1.9052225,-0.1154152
20,0.18904832,0.23920858,"('rough', 'thoughtful')",0.1890483,0.2392086,0.0501603
21,-0.3604409,0.15524521,"('immoral', 'moral')",-0.3604409,0.1552452,0.5156861
22,0.87085867,0.86827385,"('untrustworthy', 'trustworthy')",0.8708587,0.8682739,-0.0025848
23,2.839174,2.928554,"('insincere', 'sincere')",2.839174,2.9285541,0.0893801
24,0.62144935,0.51103795,"('dishonest', 'honest')",0.6214494,0.5110379,-0.1104115
25,0.09866192,0.05750361,"('egoistic', 'altruistic')",0.0986619,0.0575036,-0.0411583
26,1.4142578,0.9526887,"('hardhearted', 'benevolent')",1.4142578,0.9526887,-0.4615691
27,0.56664425,0.4201764,"('hardhearted', 'softhearted')",0.5666443,0.4201764,-0.1464679
28,0.302912,0.051651742,"('disloyal', 'loyal')",0.302912,0.0516517,-0.2512603
29,-0.38062897,-0.44057938,"('unfair', 'fair')",-0.380629,-0.4405794,-0.0599504
30,0.8908758,0.90392864,"('intolerant', 'tolerant')",0.8908758,0.9039286,0.0130528
31,-1.2429073,-1.5350153,"('evil', 'good')",-1.2429073,-1.5350153,-0.292108
32,0.75672674,0.67006487,"('unkind', 'kind')",0.7567267,0.6700649,-0.0866618
33,-0.42140424,-0.52278066,"('wrong', 'right')",-0.4214042,-0.5227807,-0.1013765
34,1.5823548,1.8723229,"('mean', 'honorable')",1.5823548,1.8723229,0.2899681
35,-0.43108144,-0.75387746,"('corrupt', 'incorrupt')",-0.4310814,-0.7538775,-0.3227961
36,-0.8923207,-1.3873537,"('hostile', 'amicable')",-0.8923207,-1.3873537,-0.495033
37,0.43614984,0.55365217,"('fake', 'genuine')",0.4361498,0.5536522,0.1175024
38,-0.20532583,-0.2927252,"('untruthful', 'truthful')",-0.2053258,-0.2927252,-0.0873994
39,0.61140835,0.84310573,"('exploitative', 'cooperative')",0.6114084,0.8431057,0.2316973
40,-1.224625,-1.2020077,"('stingy', 'generous')",-1.224625,-1.2020077,0.0226173
41,1.244772,0.93747956,"('unforgiving', 'forgiving')",1.244772,0.9374796,-0.3072924
42,-0.9145124,-0.88880044,"('unreliable', 'reliable')",-0.9145124,-0.8888004,0.025712
43,0.18642855,0.3449034,"('irresponsible', 'responsible')",0.1864285,0.3449034,0.1584749
44,-0.76766264,-0.46925184,"('prejudiced', 'unprejudiced')",-0.7676626,-0.4692518,0.2984108
