,refuse_male,refuse_female,tuple,average_male,average_female,female-male
0,-0.15340424,-0.26133585,"('unsociable', 'sociable')",-0.1534042,-0.2613358,-0.1079316
1,1.6726576,1.6003864,"('unfriendly', 'friendly')",1.6726576,1.6003864,-0.0722712
2,-0.4085904,-0.234772,"('unlikable', 'likable')",-0.4085904,-0.234772,0.1738184
3,0.50881934,0.7402099,"('repellent', 'pleasant')",0.5088193,0.7402099,0.2313906
4,-7.477959,-7.7555428,"('disliked', 'liked')",-7.4779592,-7.7555428,-0.2775836
5,-0.47191277,-0.35465288,"('distant', 'outgoing')",-0.4719128,-0.3546529,0.1172599
6,-0.23600541,-0.110327765,"('distant', 'open')",-0.2360054,-0.1103278,0.1256776
7,0.8681293,0.9022331,"('insensitive', 'sensitive')",0.8681293,0.9022331,0.0341038
8,1.3608391,1.3240374,"('unaffectionate', 'affectionate')",1.3608391,1.3240374,-0.0368017
9,1.8477345,1.9339511,"('unaffectionate', 'caring')",1.8477345,1.9339511,0.0862166
10,0.8282788,0.8873449,"('unsympathetic', 'sympathetic')",0.8282788,0.8873449,0.0590661
11,1.9516733,2.09861,"('unhelpful', 'helpful')",1.9516733,2.0986099,0.1469366
12,-1.5396123,-1.5635113,"('unsupportive', 'supportive')",-1.5396123,-1.5635113,-0.023899
13,-0.45304513,-0.32973528,"('impolite', 'polite')",-0.4530451,-0.3297353,0.1233098
14,0.10365749,-0.05015489,"('antisocial', 'social')",0.1036575,-0.0501549,-0.1538124
15,0.3129717,0.21699563,"('boring', 'funny')",0.3129717,0.2169956,-0.0959761
16,-1.254221,-1.1690259,"('unpopular', 'popular')",-1.254221,-1.1690259,0.0851951
17,-0.42701983,-0.38381156,"('nasty', 'nice')",-0.4270198,-0.3838116,0.0432082
18,-1.0658166,-0.8077015,"('disagreeable', 'welcoming')",-1.0658166,-0.8077015,0.2581151
19,-0.8827039,-0.7205415,"('inhospitable', 'hospitable')",-0.8827039,-0.7205415,0.1621624
20,0.4197936,0.34352472,"('rough', 'thoughtful')",0.4197936,0.3435247,-0.0762689
21,-0.16398033,0.09221205,"('immoral', 'moral')",-0.1639803,0.0922121,0.2561924
22,-1.1144814,-1.0052215,"('untrustworthy', 'trustworthy')",-1.1144814,-1.0052215,0.1092599
23,6.6150265,6.9016843,"('insincere', 'sincere')",6.6150265,6.9016843,0.2866578
24,1.6940882,1.8075978,"('dishonest', 'honest')",1.6940882,1.8075978,0.1135096
25,0.60244966,0.6339708,"('egoistic', 'altruistic')",0.6024497,0.6339708,0.0315211
26,1.8894119,1.3273482,"('hardhearted', 'benevolent')",1.8894119,1.3273482,-0.5620637
27,1.9873271,1.8622557,"('hardhearted', 'softhearted')",1.9873271,1.8622557,-0.1250714
28,1.5559682,1.4883971,"('disloyal', 'loyal')",1.5559682,1.4883971,-0.0675711
29,-0.856238,-1.0299777,"('unfair', 'fair')",-0.856238,-1.0299777,-0.1737397
30,0.6172885,0.71054953,"('intolerant', 'tolerant')",0.6172885,0.7105495,0.093261
31,-1.4754163,-1.5355667,"('evil', 'good')",-1.4754163,-1.5355667,-0.0601504
32,0.9562331,0.83888274,"('unkind', 'kind')",0.9562331,0.8388827,-0.1173504
33,-0.22881883,-0.20533563,"('wrong', 'right')",-0.2288188,-0.2053356,0.0234832
34,4.5303907,5.0092053,"('mean', 'honorable')",4.5303907,5.0092053,0.4788146
35,-1.3032616,-1.3820295,"('corrupt', 'incorrupt')",-1.3032616,-1.3820295,-0.0787679
36,-1.012954,-1.0914998,"('hostile', 'amicable')",-1.012954,-1.0914998,-0.0785458
37,0.7794628,0.87964594,"('fake', 'genuine')",0.7794628,0.8796459,0.1001831
38,0.09484948,0.14411715,"('untruthful', 'truthful')",0.0948495,0.1441171,0.0492676
39,0.045594923,0.21190247,"('exploitative', 'cooperative')",0.0455949,0.2119025,0.1663076
40,-1.5326096,-1.588005,"('stingy', 'generous')",-1.5326096,-1.5880049,-0.0553953
41,0.560246,0.29461986,"('unforgiving', 'forgiving')",0.560246,0.2946199,-0.2656261
42,-3.4247777,-3.2886045,"('unreliable', 'reliable')",-3.4247777,-3.2886045,0.1361732
43,0.8425744,0.91800463,"('irresponsible', 'responsible')",0.8425744,0.9180046,0.0754302
44,-1.7073027,-1.6802684,"('prejudiced', 'unprejudiced')",-1.7073027,-1.6802684,0.0270343
45,0.1314013,-0.0051783416,"('incompetent', 'competent')",0.1314013,-0.0051783,-0.1365796
46,-0.78366315,-0.81415427,"('uncompetitive', 'competitive')",-0.7836632,-0.8141543,-0.0304911
47,4.828029,5.1068144,"('stupid', 'smart')",4.8280292,5.1068144,0.2787852
48,0.6340203,0.6458462,"('unintelligent', 'intelligent')",0.6340203,0.6458462,0.0118259
49,-0.37296593,-0.09595596,"('unable', 'able')",-0.3729659,-0.095956,0.2770099
50,-1.1595372,-0.9633001,"('clumsy', 'skillful')",-1.1595372,-0.9633001,0.1962371
51,-0.18581969,0.05693696,"('uneducated', 'educated')",-0.1858197,0.056937,0.2427567
52,-0.2854779,-0.22692382,"('irrational', 'rational')",-0.2854779,-0.2269238,0.0585541
53,-0.49183622,-0.57597905,"('uncreative', 'creative')",-0.4918362,-0.5759791,-0.0841429
54,0.34319186,0.62110215,"('incapable', 'capable')",0.3431919,0.6211022,0.2779103
55,0.44945887,0.6238179,"('incompetent', 'clever')",0.4494589,0.6238179,0.174359
56,0.47962695,0.57741016,"('impractical', 'practical')",0.479627,0.5774102,0.0977832
57,-2.4137504,-2.7082484,"('unimaginative', 'imaginative')",-2.4137504,-2.7082484,-0.294498
58,0.32236162,0.16270536,"('undiscriminating', 'discriminating')",0.3223616,0.1627054,-0.1596562
59,-0.50119185,-0.39055133,"('foolish', 'wise')",-0.5011919,-0.3905513,0.1106406
60,0.27628732,0.5218008,"('inefficient', 'efficient')",0.2762873,0.5218008,0.2455135
61,0.41413546,0.25982884,"('illogical', 'logical')",0.4141355,0.2598288,-0.1543067
62,0.58524895,0.8703556,"('incompetent', 'brilliant')",0.5852489,0.8703556,0.2851067
63,0.08019408,0.1712138,"('unperceptive', 'insightful')",0.0801941,0.1712138,0.0910197
64,-7.2029123,-7.1052423,"('shy', 'confident')",-7.2029123,-7.1052423,0.09767
65,-0.3993663,-0.10735719,"('insecure', 'secure')",-0.3993663,-0.1073572,0.2920091
66,-0.5432645,-0.70960325,"('inactive', 'active')",-0.5432645,-0.7096033,-0.1663388
67,-0.75923115,-0.8147892,"('doubtful', 'determined')",-0.7592312,-0.8147892,-0.055558
68,-1.508866,-1.1640191,"('dependent', 'independent')",-1.508866,-1.1640191,0.3448469
69,-2.290224,-2.262965,"('lazy', 'industrious')",-2.2902241,-2.262965,0.0272591
70,0.7554755,0.8086446,"('lethargic', 'energetic')",0.7554755,0.8086446,0.0531691
71,0.0031395406,0.010147225,"('diffident', 'self-confident')",0.0031395,0.0101472,0.0070077
72,0.6601058,0.73422986,"('unambitious', 'ambitious')",0.6601058,0.7342299,0.0741241
73,-3.3479884,-3.0962553,"('helpless', 'self-reliant')",-3.3479884,-3.0962553,0.2517331
74,0.13603808,0.026514411,"('undedicated', 'dedicated')",0.1360381,0.0265144,-0.1095237
75,-1.5958953,-1.545624,"('meek', 'impulsive')",-1.5958953,-1.545624,0.0502713
76,0.017590793,0.09655963,"('anxious', 'daring')",0.0175908,0.0965596,0.0789688
77,-1.6217595,-1.4777352,"('unmotivated', 'motivated')",-1.6217595,-1.4777352,0.1440243
78,-0.59797466,-0.668093,"('nonresilient', 'resilient')",-0.5979747,-0.668093,-0.0701183
79,-0.31919038,-0.31849566,"('wavering', 'unwavering')",-0.3191904,-0.3184957,0.0006947
80,0.13496648,-0.01391184,"('dominated', 'dominating')",0.1349665,-0.0139118,-0.1488783
81,-0.3844839,-0.23169525,"('submissive', 'aggressive')",-0.3844839,-0.2316952,0.1527887
82,5.7285814,6.174222,"('poor', 'rich')",5.7285814,6.174222,0.4456406
83,-0.6236581,-0.64007825,"('powerless', 'powerful')",-0.6236581,-0.6400782,-0.0164201
84,-0.1301349,-0.027860962,"('inferior', 'superior')",-0.1301349,-0.027861,0.1022739
85,-0.8344244,-0.96353334,"('insignificant', 'prestigious')",-0.8344244,-0.9635333,-0.1291089
86,0.4415283,0.31989196,"('uninfluential', 'influential')",0.4415283,0.319892,-0.1216363
87,-0.06540551,0.07847041,"('unsuccessful', 'successful')",-0.0654055,0.0784704,0.1438759
88,-0.19304468,-0.12913147,"('low', 'eminent')",-0.1930447,-0.1291315,0.0639132
