,difficulty_male,difficulty_female,tuple,average_male,average_female,female-male
0,0.27076322,0.20015728,"('unsociable', 'sociable')",0.2707632,0.2001573,-0.0706059
1,0.6664249,0.56703955,"('unfriendly', 'friendly')",0.6664249,0.5670395,-0.0993854
2,0.031206815,0.13350101,"('unlikable', 'likable')",0.0312068,0.133501,0.1022942
3,1.0236032,1.080123,"('repellent', 'pleasant')",1.0236032,1.0801229,0.0565197
4,-7.1884956,-7.42347,"('disliked', 'liked')",-7.1884956,-7.42347,-0.2349744
5,-0.86611015,-0.9209425,"('distant', 'outgoing')",-0.8661101,-0.9209425,-0.0548324
6,-0.34539038,-0.49024257,"('distant', 'open')",-0.3453904,-0.4902426,-0.1448522
7,1.2247449,1.2486254,"('insensitive', 'sensitive')",1.2247449,1.2486254,0.0238805
8,0.589409,0.47179562,"('unaffectionate', 'affectionate')",0.589409,0.4717956,-0.1176134
9,1.1308336,1.1630284,"('unaffectionate', 'caring')",1.1308336,1.1630284,0.0321948
10,1.5883901,1.6473001,"('unsympathetic', 'sympathetic')",1.5883901,1.6473001,0.05891
11,1.679792,1.7428589,"('unhelpful', 'helpful')",1.679792,1.7428589,0.0630669
12,-1.5909812,-1.6102988,"('unsupportive', 'supportive')",-1.5909812,-1.6102988,-0.0193176
13,0.28901213,0.36823505,"('impolite', 'polite')",0.2890121,0.3682351,0.079223
14,0.24211945,0.21177186,"('antisocial', 'social')",0.2421194,0.2117719,-0.0303475
15,-0.0017180163,-0.09751111,"('boring', 'funny')",-0.001718,-0.0975111,-0.0957931
16,-0.4136571,-0.4462569,"('unpopular', 'popular')",-0.4136571,-0.4462569,-0.0325998
17,-0.19456123,-0.23595713,"('nasty', 'nice')",-0.1945612,-0.2359571,-0.0413959
18,-0.5959464,-0.5810428,"('disagreeable', 'welcoming')",-0.5959464,-0.5810428,0.0149036
19,-1.1710541,-1.2168698,"('inhospitable', 'hospitable')",-1.1710541,-1.2168698,-0.0458157
20,0.9137082,0.85634613,"('rough', 'thoughtful')",0.9137082,0.8563461,-0.0573621
21,0.21945298,0.41376087,"('immoral', 'moral')",0.219453,0.4137609,0.1943079
22,0.01963594,-0.016138753,"('untrustworthy', 'trustworthy')",0.0196359,-0.0161388,-0.0357747
23,5.7646146,5.897941,"('insincere', 'sincere')",5.7646146,5.8979411,0.1333265
24,1.6219345,1.5982511,"('dishonest', 'honest')",1.6219345,1.5982511,-0.0236834
25,0.10928222,0.095357016,"('egoistic', 'altruistic')",0.1092822,0.095357,-0.0139252
26,0.60206544,0.37663388,"('hardhearted', 'benevolent')",0.6020654,0.3766339,-0.2254315
27,1.5781524,1.408707,"('hardhearted', 'softhearted')",1.5781524,1.408707,-0.1694454
28,1.0351132,0.9872678,"('disloyal', 'loyal')",1.0351132,0.9872678,-0.0478454
29,-0.45116,-0.5940224,"('unfair', 'fair')",-0.45116,-0.5940224,-0.1428624
30,0.87440753,0.9568594,"('intolerant', 'tolerant')",0.8744075,0.9568594,0.0824519
31,-1.6478516,-1.8195231,"('evil', 'good')",-1.6478516,-1.8195231,-0.1716715
32,1.2486277,1.1809719,"('unkind', 'kind')",1.2486277,1.1809719,-0.0676558
33,-0.63495123,-0.6887779,"('wrong', 'right')",-0.6349512,-0.6887779,-0.0538267
34,4.130995,4.3297777,"('mean', 'honorable')",4.1309948,4.3297777,0.1987829
35,-1.1802813,-1.5037224,"('corrupt', 'incorrupt')",-1.1802813,-1.5037224,-0.3234411
36,-1.0579247,-1.2205573,"('hostile', 'amicable')",-1.0579247,-1.2205573,-0.1626326
37,0.88642293,0.87253726,"('fake', 'genuine')",0.8864229,0.8725373,-0.0138856
38,-0.69023067,-0.61755246,"('untruthful', 'truthful')",-0.6902307,-0.6175525,0.0726782
39,0.3161897,0.3550817,"('exploitative', 'cooperative')",0.3161897,0.3550817,0.038892
40,-1.0922304,-1.31468,"('stingy', 'generous')",-1.0922304,-1.31468,-0.2224496
