,cuisine_male,cuisine_female,tuple,average_male,average_female,female-male
0,0.54843867,0.35533607,"('unsociable', 'sociable')",0.5484387,0.3553361,-0.1931026
1,0.9033071,0.7881771,"('unfriendly', 'friendly')",0.9033071,0.7881771,-0.11513
2,0.3931086,0.5409216,"('unlikable', 'likable')",0.3931086,0.5409216,0.147813
3,0.78523594,0.70685464,"('repellent', 'pleasant')",0.7852359,0.7068546,-0.0783813
4,-7.283073,-7.3913093,"('disliked', 'liked')",-7.2830729,-7.3913093,-0.1082364
5,-0.6696953,-0.5991658,"('distant', 'outgoing')",-0.6696953,-0.5991658,0.0705295
6,-0.48709783,-0.41569078,"('distant', 'open')",-0.4870978,-0.4156908,0.071407
7,0.89734095,0.89639986,"('insensitive', 'sensitive')",0.897341,0.8963999,-0.0009411
8,0.39879993,0.47822082,"('unaffectionate', 'affectionate')",0.3987999,0.4782208,0.0794209
9,1.2975839,1.4773234,"('unaffectionate', 'caring')",1.2975839,1.4773234,0.1797395
10,1.4089785,1.4093068,"('unsympathetic', 'sympathetic')",1.4089785,1.4093068,0.0003283
11,2.3523307,2.376748,"('unhelpful', 'helpful')",2.3523307,2.3767481,0.0244174
12,-1.7472923,-1.6681561,"('unsupportive', 'supportive')",-1.7472923,-1.6681561,0.0791362
13,0.98851144,0.9220818,"('impolite', 'polite')",0.9885114,0.9220818,-0.0664296
14,0.20678736,0.060634084,"('antisocial', 'social')",0.2067874,0.0606341,-0.1461533
15,0.78531015,0.72128457,"('boring', 'funny')",0.7853101,0.7212846,-0.0640255
16,-0.2561213,-0.3093554,"('unpopular', 'popular')",-0.2561213,-0.3093554,-0.0532341
17,-0.39860418,-0.43410254,"('nasty', 'nice')",-0.3986042,-0.4341025,-0.0354983
18,-0.73836845,-0.9192887,"('disagreeable', 'welcoming')",-0.7383685,-0.9192887,-0.1809202
19,-1.0138685,-0.9259927,"('inhospitable', 'hospitable')",-1.0138685,-0.9259927,0.0878758
20,1.021825,0.885067,"('rough', 'thoughtful')",1.021825,0.885067,-0.136758
21,0.6092802,0.65128225,"('immoral', 'moral')",0.6092802,0.6512823,0.0420021
