,asset_male,asset_female,tuple,average_male,average_female,female-male
0,0.5928034,0.46362686,"('unsociable', 'sociable')",0.5928034,0.4636269,-0.1291765
1,0.5537674,0.4605219,"('unfriendly', 'friendly')",0.5537674,0.4605219,-0.0932455
2,0.5710764,0.6191082,"('unlikable', 'likable')",0.5710764,0.6191082,0.0480318
3,0.45963228,0.57800233,"('repellent', 'pleasant')",0.4596323,0.5780023,0.11837
4,-6.8758726,-6.9304013,"('disliked', 'liked')",-6.8758726,-6.9304013,-0.0545287
5,-1.3323988,-1.3095782,"('distant', 'outgoing')",-1.3323988,-1.3095782,0.0228206
6,-0.90600234,-0.92085415,"('distant', 'open')",-0.9060023,-0.9208542,-0.0148519
7,1.5431079,1.6538119,"('insensitive', 'sensitive')",1.5431079,1.6538119,0.110704
8,0.5143304,0.48983,"('unaffectionate', 'affectionate')",0.5143304,0.48983,-0.0245004
9,1.3335763,1.3891714,"('unaffectionate', 'caring')",1.3335763,1.3891714,0.0555951
10,1.5550579,1.5719095,"('unsympathetic', 'sympathetic')",1.5550579,1.5719095,0.0168516
11,2.194005,2.257625,"('unhelpful', 'helpful')",2.194005,2.2576251,0.0636201
12,-1.2362331,-1.1484635,"('unsupportive', 'supportive')",-1.2362331,-1.1484635,0.0877696
13,0.41847286,0.41452113,"('impolite', 'polite')",0.4184729,0.4145211,-0.0039518
14,0.929515,0.9693504,"('antisocial', 'social')",0.929515,0.9693504,0.0398354
15,0.10441598,0.105060294,"('boring', 'funny')",0.104416,0.1050603,0.0006443
16,-0.29057568,-0.23563236,"('unpopular', 'popular')",-0.2905757,-0.2356324,0.0549433
17,-0.12434827,-0.14716016,"('nasty', 'nice')",-0.1243483,-0.1471602,-0.0228119
18,-0.99591446,-0.9887612,"('disagreeable', 'welcoming')",-0.9959145,-0.9887612,0.0071533
19,-1.2965491,-1.2766064,"('inhospitable', 'hospitable')",-1.2965491,-1.2766064,0.0199427
20,0.6436174,0.5840602,"('rough', 'thoughtful')",0.6436174,0.5840602,-0.0595572
21,0.38743916,0.5004707,"('immoral', 'moral')",0.3874392,0.5004707,0.1130315
22,-0.11652684,-0.03724561,"('untrustworthy', 'trustworthy')",-0.1165268,-0.0372456,0.0792812
23,6.5800095,6.6344686,"('insincere', 'sincere')",6.5800095,6.6344686,0.0544591
24,1.6120055,1.6517409,"('dishonest', 'honest')",1.6120055,1.6517409,0.0397354
25,0.30219865,0.21654454,"('egoistic', 'altruistic')",0.3021986,0.2165445,-0.0856541
26,0.8666293,0.73889196,"('hardhearted', 'benevolent')",0.8666293,0.738892,-0.1277373
27,1.0436567,0.97674507,"('hardhearted', 'softhearted')",1.0436567,0.9767451,-0.0669116
28,1.0364275,0.92001736,"('disloyal', 'loyal')",1.0364275,0.9200174,-0.1164101
29,-1.0982919,-1.1784421,"('unfair', 'fair')",-1.0982919,-1.1784421,-0.0801502
30,1.6240242,1.5814077,"('intolerant', 'tolerant')",1.6240242,1.5814077,-0.0426165
31,-2.1823184,-2.230421,"('evil', 'good')",-2.1823184,-2.2304211,-0.0481027
32,1.3121382,1.339069,"('unkind', 'kind')",1.3121382,1.339069,0.0269308
33,-0.6662053,-0.6933097,"('wrong', 'right')",-0.6662053,-0.6933097,-0.0271044
