,icon_male,icon_female,tuple,average_male,average_female,female-male
0,0.46915963,0.4571328,"('unsociable', 'sociable')",0.4691596,0.4571328,-0.0120268
1,1.6281371,1.6258161,"('unfriendly', 'friendly')",1.6281371,1.6258161,-0.002321
2,0.87490284,1.008411,"('unlikable', 'likable')",0.8749028,1.008411,0.1335082
3,0.9716306,1.1769143,"('repellent', 'pleasant')",0.9716306,1.1769143,0.2052837
4,-6.9924417,-6.980233,"('disliked', 'liked')",-6.9924417,-6.9802332,0.0122085
5,-0.045007918,0.060127854,"('distant', 'outgoing')",-0.0450079,0.0601279,0.1051358
6,0.14033699,0.24594745,"('distant', 'open')",0.140337,0.2459475,0.1056105
7,1.7740868,1.8698936,"('insensitive', 'sensitive')",1.7740868,1.8698936,0.0958068
8,1.1942171,1.1446459,"('unaffectionate', 'affectionate')",1.1942171,1.1446459,-0.0495712
9,1.5841928,1.6827542,"('unaffectionate', 'caring')",1.5841928,1.6827542,0.0985614
10,1.7036872,1.7144197,"('unsympathetic', 'sympathetic')",1.7036872,1.7144197,0.0107325
11,2.253759,2.2908585,"('unhelpful', 'helpful')",2.2537589,2.2908585,0.0370996
12,-0.70565397,-0.6755485,"('unsupportive', 'supportive')",-0.705654,-0.6755485,0.0301055
13,0.5549727,0.52097327,"('impolite', 'polite')",0.5549727,0.5209733,-0.0339994
14,0.21911952,0.18235214,"('antisocial', 'social')",0.2191195,0.1823521,-0.0367674
15,0.40822774,0.44983706,"('boring', 'funny')",0.4082277,0.4498371,0.0416094
16,-0.6537118,-0.491667,"('unpopular', 'popular')",-0.6537118,-0.491667,0.1620448
17,-0.068366215,-0.097102955,"('nasty', 'nice')",-0.0683662,-0.097103,-0.0287368
18,-0.023790635,0.0004982054,"('disagreeable', 'welcoming')",-0.0237906,0.0004982,0.0242888
19,-0.13382189,-0.110664144,"('inhospitable', 'hospitable')",-0.1338219,-0.1106641,0.0231578
20,0.8108245,0.74909896,"('rough', 'thoughtful')",0.8108245,0.749099,-0.0617255
21,0.57235634,0.6627289,"('immoral', 'moral')",0.5723563,0.6627289,0.0903726
22,0.48689103,0.40501174,"('untrustworthy', 'trustworthy')",0.486891,0.4050117,-0.0818793
23,6.835753,6.9662805,"('insincere', 'sincere')",6.835753,6.9662805,0.1305275
24,2.4824283,2.5021842,"('dishonest', 'honest')",2.4824283,2.5021842,0.0197559
25,0.34914854,0.22444642,"('egoistic', 'altruistic')",0.3491485,0.2244464,-0.1247021
26,-0.003445141,-0.048338518,"('hardhearted', 'benevolent')",-0.0034451,-0.0483385,-0.0448934
27,1.69305,1.6268084,"('hardhearted', 'softhearted')",1.69305,1.6268084,-0.0662416
28,1.3809825,1.4398289,"('disloyal', 'loyal')",1.3809825,1.4398289,0.0588464
29,0.015909107,-0.059031263,"('unfair', 'fair')",0.0159091,-0.0590313,-0.0749404
30,1.3293858,1.2144681,"('intolerant', 'tolerant')",1.3293858,1.2144681,-0.1149177
31,-1.5099705,-1.4869345,"('evil', 'good')",-1.5099705,-1.4869345,0.023036
32,1.4756937,1.414583,"('unkind', 'kind')",1.4756937,1.414583,-0.0611107
33,-0.60463667,-0.5525471,"('wrong', 'right')",-0.6046367,-0.5525471,0.0520896
