,interject_male,interject_female,tuple,average_male,average_female,female-male
0,-0.4176202,-0.5516057,"('unsociable', 'sociable')",-0.4176202,-0.5516057,-0.1339855
1,0.53026557,0.39605504,"('unfriendly', 'friendly')",0.5302656,0.396055,-0.1342106
2,0.54621917,0.56050885,"('unlikable', 'likable')",0.5462192,0.5605088,0.0142896
3,-0.52474225,-0.5758147,"('repellent', 'pleasant')",-0.5247422,-0.5758147,-0.0510725
4,-3.535193,-3.6021743,"('disliked', 'liked')",-3.535193,-3.6021743,-0.0669813
5,-0.21937905,-0.1694124,"('distant', 'outgoing')",-0.2193791,-0.1694124,0.0499667
6,-0.09738237,-0.053067602,"('distant', 'open')",-0.0973824,-0.0530676,0.0443148
7,-0.11060477,-0.14412735,"('insensitive', 'sensitive')",-0.1106048,-0.1441274,-0.0335226
8,0.10071785,0.04515727,"('unaffectionate', 'affectionate')",0.1007179,0.0451573,-0.0555606
9,0.08482688,0.023218174,"('unaffectionate', 'caring')",0.0848269,0.0232182,-0.0616087
10,-0.9108826,-0.93568736,"('unsympathetic', 'sympathetic')",-0.9108826,-0.9356874,-0.0248048
11,0.8706472,0.8626677,"('unhelpful', 'helpful')",0.8706472,0.8626677,-0.0079795
12,-1.3321573,-1.2605723,"('unsupportive', 'supportive')",-1.3321573,-1.2605723,0.071585
13,-0.6872264,-0.7708316,"('impolite', 'polite')",-0.6872264,-0.7708316,-0.0836052
14,0.1365588,0.082781225,"('antisocial', 'social')",0.1365588,0.0827812,-0.0537776
15,0.60059065,0.5077868,"('boring', 'funny')",0.6005906,0.5077868,-0.0928038
16,-0.19817953,-0.20027766,"('unpopular', 'popular')",-0.1981795,-0.2002777,-0.0020982
17,-0.3157119,-0.3756507,"('nasty', 'nice')",-0.3157119,-0.3756507,-0.0599388
18,0.15481333,0.087307915,"('disagreeable', 'welcoming')",0.1548133,0.0873079,-0.0675054
19,-1.0231588,-1.0551342,"('inhospitable', 'hospitable')",-1.0231588,-1.0551342,-0.0319754
20,0.5483786,0.49044633,"('rough', 'thoughtful')",0.5483786,0.4904463,-0.0579323
21,-0.24579951,-0.24055383,"('immoral', 'moral')",-0.2457995,-0.2405538,0.0052457
22,-0.46543247,-0.45137286,"('untrustworthy', 'trustworthy')",-0.4654325,-0.4513729,0.0140596
23,2.9117448,2.8454974,"('insincere', 'sincere')",2.9117448,2.8454974,-0.0662474
24,0.6522105,0.55551696,"('dishonest', 'honest')",0.6522105,0.555517,-0.0966935
25,0.98012626,0.9250699,"('egoistic', 'altruistic')",0.9801263,0.9250699,-0.0550564
26,1.1021022,1.0656395,"('hardhearted', 'benevolent')",1.1021022,1.0656395,-0.0364627
27,0.2848512,0.17206427,"('hardhearted', 'softhearted')",0.2848512,0.1720643,-0.1127869
28,0.31843838,0.18982123,"('disloyal', 'loyal')",0.3184384,0.1898212,-0.1286172
29,-0.5151401,-0.60054934,"('unfair', 'fair')",-0.5151401,-0.6005493,-0.0854092
30,0.8044387,0.67437106,"('intolerant', 'tolerant')",0.8044387,0.6743711,-0.1300676
31,-0.55314344,-0.51791024,"('evil', 'good')",-0.5531434,-0.5179102,0.0352332
32,0.38140097,0.3081293,"('unkind', 'kind')",0.381401,0.3081293,-0.0732717
33,0.064095244,0.012055874,"('wrong', 'right')",0.0640952,0.0120559,-0.0520393
34,2.7102354,2.877751,"('mean', 'honorable')",2.7102354,2.8777511,0.1675157
35,0.13501067,0.09328741,"('corrupt', 'incorrupt')",0.1350107,0.0932874,-0.0417233
36,0.16512494,0.02351423,"('hostile', 'amicable')",0.1651249,0.0235142,-0.1416107
37,0.4998244,0.38655472,"('fake', 'genuine')",0.4998244,0.3865547,-0.1132697
38,-0.11812152,-0.08754723,"('untruthful', 'truthful')",-0.1181215,-0.0875472,0.0305743
39,1.0498879,1.0249655,"('exploitative', 'cooperative')",1.0498879,1.0249655,-0.0249224
40,-0.86512357,-0.98269284,"('stingy', 'generous')",-0.8651236,-0.9826928,-0.1175692
41,0.5370767,0.48520052,"('unforgiving', 'forgiving')",0.5370767,0.4852005,-0.0518762
42,-1.8413938,-1.8396896,"('unreliable', 'reliable')",-1.8413938,-1.8396896,0.0017042
43,-0.2617494,-0.23698655,"('irresponsible', 'responsible')",-0.2617494,-0.2369865,0.0247629
44,0.44895294,0.4434653,"('prejudiced', 'unprejudiced')",0.4489529,0.4434653,-0.0054876
45,-0.53633237,-0.5233929,"('incompetent', 'competent')",-0.5363324,-0.5233929,0.0129395
46,-1.0161611,-1.0189234,"('uncompetitive', 'competitive')",-1.0161611,-1.0189234,-0.0027623
47,2.5947008,2.7110698,"('stupid', 'smart')",2.5947008,2.7110698,0.116369
48,0.63294023,0.6239672,"('unintelligent', 'intelligent')",0.6329402,0.6239672,-0.008973
49,-0.2071051,-0.05709804,"('unable', 'able')",-0.2071051,-0.057098,0.1500071
50,-0.38209227,-0.4195495,"('clumsy', 'skillful')",-0.3820923,-0.4195495,-0.0374572
51,-0.44056547,-0.5586767,"('uneducated', 'educated')",-0.4405655,-0.5586767,-0.1181112
52,0.46897134,0.29232827,"('irrational', 'rational')",0.4689713,0.2923283,-0.176643
53,-0.5128888,-0.6037145,"('uncreative', 'creative')",-0.5128888,-0.6037145,-0.0908257
54,-0.112225756,-0.10698841,"('incapable', 'capable')",-0.1122258,-0.1069884,0.0052374
55,0.06477329,0.07062556,"('incompetent', 'clever')",0.0647733,0.0706256,0.0058523
