,chef_male,chef_female,tuple,average_male,average_female,female-male
0,0.25302595,0.14661057,"('unsociable', 'sociable')",0.2530259,0.1466106,-0.1064153
1,1.6911315,1.7380649,"('unfriendly', 'friendly')",1.6911315,1.7380649,0.0469334
2,0.113930866,0.18222189,"('unlikable', 'likable')",0.1139309,0.1822219,0.068291
3,-0.3976452,-0.3990996,"('repellent', 'pleasant')",-0.3976452,-0.3990996,-0.0014544
4,-7.7349954,-7.720582,"('disliked', 'liked')",-7.7349954,-7.720582,0.0144134
5,0.0042996667,0.055731572,"('distant', 'outgoing')",0.0042997,0.0557316,0.0514319
6,0.64247257,0.71804446,"('distant', 'open')",0.6424726,0.7180445,0.0755719
7,0.8632321,0.9620174,"('insensitive', 'sensitive')",0.8632321,0.9620174,0.0987853
8,1.027759,1.0253773,"('unaffectionate', 'affectionate')",1.027759,1.0253773,-0.0023817
9,1.9027004,1.9722431,"('unaffectionate', 'caring')",1.9027004,1.9722431,0.0695427
10,0.40120235,0.41606876,"('unsympathetic', 'sympathetic')",0.4012024,0.4160688,0.0148664
11,1.8726876,1.9213623,"('unhelpful', 'helpful')",1.8726876,1.9213623,0.0486747
12,-1.645603,-1.5890009,"('unsupportive', 'supportive')",-1.6456029,-1.5890009,0.056602
13,0.20999418,0.16322523,"('impolite', 'polite')",0.2099942,0.1632252,-0.046769
14,-0.52750534,-0.65265024,"('antisocial', 'social')",-0.5275053,-0.6526502,-0.1251449
15,0.47042596,0.5152578,"('boring', 'funny')",0.470426,0.5152578,0.0448318
16,-0.4276395,-0.37296873,"('unpopular', 'popular')",-0.4276395,-0.3729687,0.0546708
17,-0.31817502,-0.31851387,"('nasty', 'nice')",-0.318175,-0.3185139,-0.0003389
18,-0.19735453,-0.22086644,"('disagreeable', 'welcoming')",-0.1973545,-0.2208664,-0.0235119
19,-0.022978436,0.033160992,"('inhospitable', 'hospitable')",-0.0229784,0.033161,0.0561394
20,0.75469595,0.73471266,"('rough', 'thoughtful')",0.754696,0.7347127,-0.0199833
21,-0.49702704,-0.4654947,"('immoral', 'moral')",-0.497027,-0.4654947,0.0315323
22,-0.4735082,-0.49850756,"('untrustworthy', 'trustworthy')",-0.4735082,-0.4985076,-0.0249994
23,7.0518723,7.0468473,"('insincere', 'sincere')",7.0518723,7.0468473,-0.005025
24,1.8118656,1.7305503,"('dishonest', 'honest')",1.8118656,1.7305503,-0.0813153
25,0.97755426,0.9561696,"('egoistic', 'altruistic')",0.9775543,0.9561696,-0.0213847
26,0.7152826,0.7069586,"('hardhearted', 'benevolent')",0.7152826,0.7069586,-0.008324
27,1.4782518,1.3641704,"('hardhearted', 'softhearted')",1.4782518,1.3641704,-0.1140814
28,1.3057016,1.2735411,"('disloyal', 'loyal')",1.3057016,1.2735411,-0.0321605
29,-0.6108212,-0.72076297,"('unfair', 'fair')",-0.6108212,-0.720763,-0.1099418
30,1.07677,1.063981,"('intolerant', 'tolerant')",1.0767699,1.0639811,-0.0127888
31,-1.1899585,-1.1153239,"('evil', 'good')",-1.1899585,-1.1153239,0.0746346
