,news_male,news_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.596997,0.4905047,"('unsociable', 'sociable')",0.07024305,-0.033852406,0.33362,0.2283262,-0.1052938
1,0.2525841,0.21244246,"('unfriendly', 'friendly')",0.6066302,0.53852636,0.4296072,0.3754844,-0.0541228
2,1.1290023,1.13956,"('unlikable', 'likable')",0.5200531,0.46908438,0.8245277,0.8043222,-0.0202055
3,0.09951316,0.16044922,"('repellent', 'pleasant')",0.9519456,0.9482515,0.5257294,0.5543504,0.028621
4,-0.53502786,-0.51855433,"('disliked', 'liked')",-6.5153933,-6.750205,-3.5252106,-3.6343796,-0.109169
5,-0.292727,-0.17545527,"('distant', 'outgoing')",-1.0510826,-0.97274363,-0.6719048,-0.5740994,0.0978054
6,-0.7449687,-0.6079813,"('distant', 'open')",-1.1390169,-1.0147263,-0.9419928,-0.8113538,0.130639
7,1.204664,1.1702965,"('insensitive', 'sensitive')",0.30819926,0.35534415,0.7564316,0.7628204,0.0063888
8,-0.38405257,-0.3451978,"('unaffectionate', 'affectionate')",0.25686607,0.27933013,-0.0635933,-0.0329338,0.0306595
9,0.8023952,0.82679766,"('unaffectionate', 'caring')",0.95672727,1.0570011,0.8795612,0.9418994,0.0623382
10,0.5906231,0.4941355,"('unsympathetic', 'sympathetic')",-0.19238116,-0.102973096,0.199121,0.1955812,-0.0035398
11,0.6933956,0.69782555,"('unhelpful', 'helpful')",2.3658845,2.4534004,1.5296401,1.575613,0.0459729
12,0.86278385,0.9751359,"('unsupportive', 'supportive')",-2.066569,-1.9958712,-0.6018926,-0.5103676,0.091525
13,0.9263576,0.883195,"('impolite', 'polite')",-0.69015205,-0.62091553,0.1181028,0.1311397,0.0130369
14,2.479004,2.394797,"('antisocial', 'social')",0.4734479,0.2956328,1.4762259,1.345215,-0.1310109
15,1.189724,1.05404,"('boring', 'funny')",-0.2841302,-0.4148066,0.4527969,0.3196167,-0.1331802
16,-1.3144343,-1.2880408,"('unpopular', 'popular')",0.33915877,0.2831453,-0.4876378,-0.5024477,-0.0148099
17,-0.5581314,-0.4856652,"('nasty', 'nice')",-0.46725985,-0.41415882,-0.5126956,-0.449912,0.0627836
18,-0.85109365,-0.8356747,"('disagreeable', 'welcoming')",-1.0657859,-1.0976416,-0.9584398,-0.9666581,-0.0082183
19,-0.7667424,-0.73975384,"('inhospitable', 'hospitable')",-0.7460076,-0.6845774,-0.756375,-0.7121656,0.0442094
20,0.05333147,0.030268751,"('rough', 'thoughtful')",0.7050585,0.71185887,0.379195,0.3710638,-0.0081312
21,2.1538181,1.9696101,"('immoral', 'moral')",0.04329644,0.057012737,1.0985572,1.0133114,-0.0852458
22,1.7134025,1.6185461,"('untrustworthy', 'trustworthy')",-0.13352984,-0.154282,0.7899363,0.7321321,-0.0578042
23,0.48384538,0.41782495,"('insincere', 'sincere')",6.0378876,6.075205,3.2608664,3.2465148,-0.0143516
24,1.303496,1.2821321,"('dishonest', 'honest')",0.73280853,0.760889,1.0181522,1.0215106,0.0033584
25,-0.25045738,-0.26423603,"('egoistic', 'altruistic')",0.93323517,0.84140515,0.3413889,0.2885846,-0.0528043
26,0.77583057,0.62394583,"('hardhearted', 'benevolent')",1.5508628,1.3218063,1.1633466,0.9728761,-0.1904705
27,-0.4598769,-0.38219506,"('hardhearted', 'softhearted')",0.16781229,0.22971661,-0.1460323,-0.0762392,0.0697931
28,0.34902063,0.2202833,"('disloyal', 'loyal')",1.3282987,1.2148973,0.8386596,0.7175903,-0.1210693
29,0.18644957,0.18632194,"('unfair', 'fair')",-0.7210543,-0.81678593,-0.2673024,-0.315232,-0.0479296
30,0.64517236,0.6106934,"('intolerant', 'tolerant')",0.88012385,0.8239569,0.7626481,0.7173252,-0.0453229
31,-1.1484467,-1.0623895,"('evil', 'good')",-1.7454499,-1.7837179,-1.4469483,-1.4230537,0.0238946
32,0.6371573,0.5768514,"('unkind', 'kind')",1.2318002,1.0855051,0.9344788,0.8311783,-0.1033005
33,-0.16126499,-0.19659293,"('wrong', 'right')",-0.44290912,-0.4720859,-0.3020871,-0.3343394,-0.0322523
34,0.23877652,0.27156582,"('mean', 'honorable')",5.2977796,5.5437555,2.7682781,2.9076607,0.1393826
35,-1.5489656,-1.6403894,"('corrupt', 'incorrupt')",-0.929409,-1.077427,-1.2391872,-1.3589082,-0.119721
36,-1.3837503,-1.3824652,"('hostile', 'amicable')",-0.8796021,-0.9892188,-1.1316762,-1.185842,-0.0541658
37,-0.31276345,-0.289871,"('fake', 'genuine')",-0.3164963,-0.24882618,-0.3146299,-0.2693486,0.0452813
38,0.45243442,0.45821673,"('untruthful', 'truthful')",0.14021993,0.12832943,0.2963272,0.2932731,-0.0030541
39,0.6227776,0.5885934,"('exploitative', 'cooperative')",0.41916847,0.40751815,0.520973,0.4980558,-0.0229172
40,-0.48272258,-0.37543464,"('stingy', 'generous')",-2.6635573,-2.7238615,-1.5731399,-1.549648,0.0234919
41,-0.62831235,-0.61944836,"('unforgiving', 'forgiving')",-0.18522717,-0.2984512,-0.4067698,-0.4589498,-0.05218
42,1.8355628,1.7861558,"('unreliable', 'reliable')",-2.3861375,-2.3297718,-0.2752873,-0.271808,0.0034793
43,0.89062107,0.9146561,"('irresponsible', 'responsible')",0.42176288,0.501377,0.6561919,0.7080165,0.0518246
44,-1.0577149,-1.0349894,"('prejudiced', 'unprejudiced')",-1.3496734,-1.3526458,-1.2036941,-1.1938176,0.0098765
45,0.40949273,0.40022635,"('incompetent', 'competent')",0.22342005,0.18162116,0.3164564,0.2909238,-0.0255326
46,0.23451339,0.203798,"('uncompetitive', 'competitive')",-0.30183128,-0.2766307,-0.0336589,-0.0364164,-0.0027575
47,0.9554621,0.96917933,"('stupid', 'smart')",5.6765933,5.883341,3.3160276,3.42626,0.1102324
48,0.9262147,0.8432933,"('unintelligent', 'intelligent')",0.53706676,0.57546,0.7316407,0.7093767,-0.022264
49,0.38771138,0.38334268,"('unable', 'able')",0.10431568,0.22897032,0.2460135,0.3061565,0.060143
50,-0.9565675,-0.96089834,"('clumsy', 'skillful')",0.009760711,0.041793384,-0.4734034,-0.4595525,0.0138509
51,0.48153576,0.41399544,"('uneducated', 'educated')",0.8954597,0.78845006,0.6884977,0.6012228,-0.0872749
52,-0.40698585,-0.4819376,"('irrational', 'rational')",-0.8297114,-1.0293171,-0.6183486,-0.7556274,-0.1372788
53,0.44449162,0.3610202,"('uncreative', 'creative')",0.06211377,0.079611674,0.2533027,0.2203159,-0.0329868
54,0.31603375,0.28669065,"('incapable', 'capable')",0.66343933,0.6684396,0.4897366,0.4775651,-0.0121715
55,1.0705984,1.0402871,"('incompetent', 'clever')",0.7368869,0.7649882,0.9037427,0.9026377,-0.001105
56,2.6733396,2.5561528,"('impractical', 'practical')",0.5245144,0.5101289,1.598927,1.5331409,-0.0657861
57,-0.23392475,-0.32574564,"('unimaginative', 'imaginative')",-2.9072177,-2.955813,-1.5705712,-1.6407793,-0.0702081
58,0.6560643,0.58427495,"('undiscriminating', 'discriminating')",0.2134457,0.20260042,0.434755,0.3934377,-0.0413173
59,0.16435939,0.14441366,"('foolish', 'wise')",-0.12921293,-0.20527305,0.0175732,-0.0304297,-0.0480029
60,1.1234529,1.1340818,"('inefficient', 'efficient')",0.19830883,0.39421946,0.6608809,0.7641506,0.1032697
61,1.2409644,1.0803599,"('illogical', 'logical')",0.5234804,0.34238684,0.8822224,0.7113734,-0.170849
62,1.9537683,2.0032463,"('incompetent', 'brilliant')",1.098555,1.2398282,1.5261617,1.6215372,0.0953755
63,0.89918375,0.91338927,"('unperceptive', 'insightful')",0.929126,0.9852158,0.9141549,0.9493026,0.0351477
64,0.38805842,0.4040658,"('shy', 'confident')",-6.134851,-6.2973824,-2.8733964,-2.9466584,-0.073262
65,0.81677735,0.66913384,"('insecure', 'secure')",0.07154185,0.09940158,0.4441596,0.3842677,-0.0598919
66,-0.65608937,-0.6446014,"('inactive', 'active')",0.11492543,0.02965448,-0.270582,-0.3074735,-0.0368915
67,-0.63736415,-0.67459375,"('doubtful', 'determined')",-0.37143844,-0.41626465,-0.5044013,-0.5454292,-0.0410279
68,-0.15905723,-0.21642047,"('dependent', 'independent')",-0.70356274,-0.6883891,-0.43131,-0.4524048,-0.0210948
69,-0.5859893,-0.5648019,"('lazy', 'industrious')",-1.3646009,-1.4401816,-0.9752951,-1.0024917,-0.0271966
70,0.5144817,0.4980147,"('lethargic', 'energetic')",0.75966585,0.79539996,0.6370738,0.6467073,0.0096335
71,0.6415403,0.69393003,"('diffident', 'self-confident')",0.4351121,0.4473824,0.5383262,0.5706562,0.03233
72,0.13205197,0.19376782,"('unambitious', 'ambitious')",-0.22301438,-0.07549445,-0.0454812,0.0591367,0.1046179
73,0.21882255,0.20281366,"('helpless', 'self-reliant')",-3.3239093,-3.327629,-1.5525434,-1.5624077,-0.0098643
74,0.32622334,0.2746879,"('undedicated', 'dedicated')",-0.16648486,-0.2227302,0.0798692,0.0259788,-0.0538904
75,-1.3837581,-1.2750148,"('meek', 'impulsive')",-0.49278635,-0.4504942,-0.9382722,-0.8627545,0.0755177
76,0.7926005,0.6866692,"('anxious', 'daring')",0.18001975,0.17580718,0.4863101,0.4312382,-0.0550719
77,0.53567284,0.50024515,"('unmotivated', 'motivated')",-0.7882907,-0.63943875,-0.1263089,-0.0695968,0.0567121
78,-0.23547813,-0.20071521,"('nonresilient', 'resilient')",-0.5273961,-0.3027407,-0.3814371,-0.2517279,0.1297092
79,-0.20733763,-0.27551737,"('wavering', 'unwavering')",-0.4155644,-0.42530325,-0.311451,-0.3504103,-0.0389593
80,1.3998647,1.2722876,"('dominated', 'dominating')",0.12719198,0.12213388,0.7635283,0.6972107,-0.0663176
81,1.6458148,1.5653975,"('submissive', 'aggressive')",-0.27425104,-0.26192686,0.6857818,0.6517353,-0.0340465
82,0.3685823,0.39052007,"('poor', 'rich')",6.642029,6.760096,3.5053055,3.5753081,0.0700026
83,0.6924793,0.6327365,"('powerless', 'powerful')",0.019283004,-0.08008644,0.3558812,0.276325,-0.0795562
84,0.17763196,0.10961382,"('inferior', 'superior')",0.6185546,0.55978245,0.3980933,0.3346981,-0.0633952
85,-0.24660976,-0.24085516,"('insignificant', 'prestigious')",-0.66151816,-0.89721996,-0.454064,-0.5690376,-0.1149736
86,1.6029803,1.4535568,"('uninfluential', 'influential')",0.4409398,0.38537592,1.02196,0.9194664,-0.1024936
87,0.5852449,0.454672,"('unsuccessful', 'successful')",0.9914632,0.91871464,0.788354,0.6866933,-0.1016607
88,0.74695545,0.5943706,"('low', 'eminent')",0.24782984,0.0733383,0.4973927,0.3338544,-0.1635383
