,oleo_male,oleo_female,tuple,average_male,average_female,female-male
0,-0.15141316,-0.24894205,"('unsociable', 'sociable')",-0.1514132,-0.248942,-0.0975288
1,-0.35055423,-0.33302024,"('unfriendly', 'friendly')",-0.3505542,-0.3330202,0.017534
2,0.6491685,0.70144886,"('unlikable', 'likable')",0.6491685,0.7014489,0.0522804
3,0.3019109,0.37931335,"('repellent', 'pleasant')",0.3019109,0.3793133,0.0774024
4,-2.8210201,-2.8683825,"('disliked', 'liked')",-2.8210201,-2.8683825,-0.0473624
5,-1.0358596,-0.9431986,"('distant', 'outgoing')",-1.0358596,-0.9431986,0.092661
6,-1.2113729,-1.1036086,"('distant', 'open')",-1.2113729,-1.1036086,0.1077643
7,0.28801155,0.25614,"('insensitive', 'sensitive')",0.2880116,0.25614,-0.0318716
8,-0.33031678,-0.33297566,"('unaffectionate', 'affectionate')",-0.3303168,-0.3329757,-0.0026589
9,-0.2535932,-0.24229112,"('unaffectionate', 'caring')",-0.2535932,-0.2422911,0.0113021
10,-0.023105843,-0.05107186,"('unsympathetic', 'sympathetic')",-0.0231058,-0.0510719,-0.0279661
11,0.8327095,0.77785385,"('unhelpful', 'helpful')",0.8327095,0.7778538,-0.0548557
12,-1.0127076,-0.96974456,"('unsupportive', 'supportive')",-1.0127076,-0.9697446,0.042963
13,0.30428842,0.21418157,"('impolite', 'polite')",0.3042884,0.2141816,-0.0901068
14,0.30447826,0.17654446,"('antisocial', 'social')",0.3044783,0.1765445,-0.1279338
15,0.43183598,0.3529224,"('boring', 'funny')",0.431836,0.3529224,-0.0789136
16,-0.39945352,-0.4002359,"('unpopular', 'popular')",-0.3994535,-0.4002359,-0.0007824
17,-0.3012815,-0.2632443,"('nasty', 'nice')",-0.3012815,-0.2632443,0.0380372
18,-0.74904597,-0.752318,"('disagreeable', 'welcoming')",-0.749046,-0.752318,-0.003272
19,-0.91384023,-0.7707093,"('inhospitable', 'hospitable')",-0.9138402,-0.7707093,0.1431309
20,0.0103805745,-0.080352545,"('rough', 'thoughtful')",0.0103806,-0.0803525,-0.0907331
21,0.5816887,0.5669801,"('immoral', 'moral')",0.5816887,0.5669801,-0.0147086
22,-0.61806756,-0.6893581,"('untrustworthy', 'trustworthy')",-0.6180676,-0.6893581,-0.0712905
23,2.3613408,2.304474,"('insincere', 'sincere')",2.3613408,2.3044741,-0.0568667
24,0.25692844,0.23504558,"('dishonest', 'honest')",0.2569284,0.2350456,-0.0218828
25,-0.29357252,-0.28780475,"('egoistic', 'altruistic')",-0.2935725,-0.2878048,0.0057677
26,0.6026171,0.5746967,"('hardhearted', 'benevolent')",0.6026171,0.5746967,-0.0279204
27,0.20229663,0.20270279,"('hardhearted', 'softhearted')",0.2022966,0.2027028,0.0004062
28,0.24148302,0.07607663,"('disloyal', 'loyal')",0.241483,0.0760766,-0.1654064
29,-1.2000151,-1.2448841,"('unfair', 'fair')",-1.2000151,-1.2448841,-0.044869
30,0.8001643,0.7193124,"('intolerant', 'tolerant')",0.8001643,0.7193124,-0.0808519
31,-1.5588287,-1.3592058,"('evil', 'good')",-1.5588287,-1.3592058,0.1996229
32,0.3906351,0.27591404,"('unkind', 'kind')",0.3906351,0.275914,-0.1147211
