,doe_male,doe_female,tuple,average_male,average_female,female-male
0,-0.44108492,-0.48658624,"('unsociable', 'sociable')",-0.4410849,-0.4865862,-0.0455013
1,1.3528146,1.3352432,"('unfriendly', 'friendly')",1.3528146,1.3352432,-0.0175714
2,-0.0059207715,-0.012063835,"('unlikable', 'likable')",-0.0059208,-0.0120638,-0.006143
3,0.37074822,0.41905397,"('repellent', 'pleasant')",0.3707482,0.419054,0.0483058
4,-7.4558654,-7.5864267,"('disliked', 'liked')",-7.4558654,-7.5864267,-0.1305613
5,-0.49870607,-0.4508637,"('distant', 'outgoing')",-0.4987061,-0.4508637,0.0478424
6,0.20307322,0.22834797,"('distant', 'open')",0.2030732,0.228348,0.0252748
7,1.0701357,1.0997939,"('insensitive', 'sensitive')",1.0701357,1.0997939,0.0296582
8,1.2867,1.245459,"('unaffectionate', 'affectionate')",1.2867,1.245459,-0.041241
9,1.9272709,1.9139131,"('unaffectionate', 'caring')",1.9272709,1.9139131,-0.0133578
10,0.75158936,0.75551677,"('unsympathetic', 'sympathetic')",0.7515894,0.7555168,0.0039274
11,1.661971,1.6869297,"('unhelpful', 'helpful')",1.661971,1.6869297,0.0249587
12,-1.4891167,-1.5911723,"('unsupportive', 'supportive')",-1.4891167,-1.5911723,-0.1020556
13,-0.6400666,-0.67020917,"('impolite', 'polite')",-0.6400666,-0.6702092,-0.0301426
14,-0.1159758,-0.13549644,"('antisocial', 'social')",-0.1159758,-0.1354964,-0.0195206
15,0.32869297,0.28593335,"('boring', 'funny')",0.328693,0.2859333,-0.0427597
16,-0.32931244,-0.31730747,"('unpopular', 'popular')",-0.3293124,-0.3173075,0.0120049
17,-0.07807891,-0.07651503,"('nasty', 'nice')",-0.0780789,-0.076515,0.0015639
18,-0.13470633,-0.22907346,"('disagreeable', 'welcoming')",-0.1347063,-0.2290735,-0.0943672
19,-0.12998399,-0.13625698,"('inhospitable', 'hospitable')",-0.129984,-0.136257,-0.006273
20,1.1285639,1.031095,"('rough', 'thoughtful')",1.1285639,1.031095,-0.0974689
21,-0.39576843,-0.36447528,"('immoral', 'moral')",-0.3957684,-0.3644753,0.0312931
22,-0.6558506,-0.683663,"('untrustworthy', 'trustworthy')",-0.6558506,-0.683663,-0.0278124
23,6.9928985,7.008932,"('insincere', 'sincere')",6.9928985,7.0089321,0.0160336
24,1.5592692,1.4511718,"('dishonest', 'honest')",1.5592692,1.4511718,-0.1080974
25,1.3670558,1.2892239,"('egoistic', 'altruistic')",1.3670558,1.2892239,-0.0778319
26,0.62813777,0.5940702,"('hardhearted', 'benevolent')",0.6281378,0.5940702,-0.0340676
27,1.7324721,1.5866864,"('hardhearted', 'softhearted')",1.7324721,1.5866864,-0.1457857
28,1.3696282,1.2915295,"('disloyal', 'loyal')",1.3696282,1.2915295,-0.0780987
29,-0.43701762,-0.53947747,"('unfair', 'fair')",-0.4370176,-0.5394775,-0.1024599
30,0.6917928,0.65067387,"('intolerant', 'tolerant')",0.6917928,0.6506739,-0.0411189
31,-1.2223334,-1.194581,"('evil', 'good')",-1.2223334,-1.194581,0.0277524
32,1.2001644,1.1068091,"('unkind', 'kind')",1.2001644,1.1068091,-0.0933553
33,-0.0806193,-0.20852569,"('wrong', 'right')",-0.0806193,-0.2085257,-0.1279064
34,4.9836793,5.1113615,"('mean', 'honorable')",4.9836793,5.1113615,0.1276822
